robot,arm,window,start_time,end_time,position_rmse,mean_nees,p95_nees,coverage95_rate,update_rate,maximum_landmarks_used,outage_fraction,outage_rmse,mean_topology_components,mean_topology_edges,minimum_topology_components,maximum_topology_components,mean_clock_alignment_error,runtime_seconds,finite
1,odometry_only,0,1248272275.518,1248272335.018,0.309668268587815,0.23874087035497574,0.6994753250553006,1.0,0.0,0.0,0.0,0.0,2.125,3.9916666666666667,1,4,0.0,0.019625847208468866,True
1,odometry_only,1,1248272335.518,1248272395.018,1.5919309027395412,1.398518560402391,1.7832815521319731,1.0,0.0,0.0,0.0,0.0,3.033333333333333,2.3,2,5,0.0,0.019625847208468866,True
1,odometry_only,2,1248272395.518,1248272455.018,2.8795958387007077,1.9129656694723847,3.1657373852513797,1.0,0.0,0.0,0.525,2.585795077697434,2.175,3.95,1,5,0.0,0.019625847208468866,True
1,odometry_only,3,1248272455.518,1248272515.018,4.265413711700632,4.807998674788715,5.415787343553944,1.0,0.0,0.0,0.0,0.0,2.05,3.841666666666667,1,4,0.0,0.019625847208468866,True
1,odometry_only,4,1248272515.518,1248272575.018,4.365777570020988,4.008667108280591,4.728968547099129,1.0,0.0,0.0,0.0,0.0,2.65,2.9166666666666665,1,5,0.0,0.019625847208468866,True
1,odometry_only,5,1248272575.518,1248272635.018,2.408601684339145,0.9750913316059502,2.112637352342464,1.0,0.0,0.0,0.03333333333333333,1.9998829726963263,2.65,2.6,1,5,0.0,0.019625847208468866,True
1,odometry_only,6,1248272635.518,1248272695.018,2.301238628620921,0.9873850384891611,1.0892085339812427,1.0,0.0,0.0,0.05,2.247908431458989,2.9916666666666667,2.1666666666666665,1,5,0.0,0.019625847208468866,True
1,odometry_only,7,1248272695.518,1248272755.018,2.0849622863547395,0.5154017413262069,0.9485610222160926,1.0,0.0,0.0,0.475,1.9124645808936471,2.7,2.8833333333333333,1,5,0.0,0.019625847208468866,True
1,odometry_only,8,1248272755.518,1248272815.018,1.9661064537041735,0.3226152729590638,0.3458110239589712,1.0,0.0,0.0,0.31666666666666665,1.8434799180923285,2.066666666666667,3.8916666666666666,1,3,0.0,0.019625847208468866,True
1,odometry_only,9,1248272815.518,1248272875.018,1.7303454718179072,0.2006761930441493,0.262237857641485,1.0,0.0,0.0,0.18333333333333332,1.9794872413215683,2.683333333333333,3.058333333333333,1,5,0.0,0.019625847208468866,True
1,odometry_only,10,1248272875.518,1248272935.018,1.1158453498008492,0.07676891301417602,0.15228236855534702,1.0,0.0,0.0,0.3,1.3395868658884778,2.9,2.566666666666667,2,4,0.0,0.019625847208468866,True
1,odometry_only,11,1248272935.518,1248272995.018,2.7009315849940534,0.3056820310446524,0.43936973528687145,1.0,0.0,0.0,0.0,0.0,2.525,3.191666666666667,1,5,0.0,0.019625847208468866,True
