scenario,algorithm,runs,position_rmse_mean,position_rmse_std,agent_position_rmse_mean,agent_position_rmse_std,recovery_steps_mean,recovery_steps_std,information_gain_mean,information_gain_std,nees_calibration_error_mean,nees_calibration_error_std,coverage_calibration_error_mean,coverage_calibration_error_std,estimate_disagreement_mean,estimate_disagreement_std,runtime_seconds_mean,runtime_seconds_std,bytes_sent_mean,bytes_sent_std,mean_nees_mean,mean_nees_std,coverage95_rate_mean,coverage95_rate_std,mean_nis_mean,mean_nis_std,spatial_diversity_mean,spatial_diversity_std,messages_mean,messages_std,mean_momentum_mean,mean_momentum_std,mean_momentum_change_score_mean,mean_momentum_change_score_std,mean_momentum_corroborating_agents_mean,mean_momentum_corroborating_agents_std,mean_momentum_biased_agents_mean,mean_momentum_biased_agents_std,momentum_fallback_rate_mean,momentum_fallback_rate_std,momentum_change_events_mean,momentum_change_events_std
repeated_changes,flocking_guarded_momentum,10,0.6676987934501268,0.03399954635097447,0.6754324707009868,0.026126623653769963,0.8,0.8717797887081348,3.7244663843081334,0.0107202807362514,0.2638846993714904,0.14351179896244368,0.023203125000000047,0.009237599902199975,0.37270310461173295,0.022838493061520075,0.7952789875213057,0.0034057575779293664,737280.0,0.0,1.7362698621459836,0.14379563759488695,0.9732031250000001,0.009237599902199975,1.7946634582154264,0.0784791026211219,4.766010981916734,0.013133315324934882,3840.0,0.0,0.7192999999999998,0.0011608186766243625,0.12113886433303418,0.012614981518456142,1.090625,0.09981428066664612,0.0,0.0,0.9949999999999999,0.008291561975888496,0.4,0.66332495807108
repeated_changes,flocking_adaptive_momentum,10,0.6611894533779259,0.049525899737159505,0.6754077375662654,0.0376260864721895,1.2,1.5999999999999999,3.7285544709161123,0.00626128313601561,0.24931862863009355,0.1783654036191289,0.019296875000000026,0.011807218147837589,0.3527093408182641,0.02176660187757979,0.7895639417460188,0.008400117086308154,737280.0,0.0,1.7533996483780343,0.1821050860633174,0.9649218750000002,0.01700345352099463,1.8050333021867206,0.08796219774409325,4.7638672165526454,0.013447341373191434,3840.0,0.0,0.8436357898753123,0.007221257211407611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_dropout,flocking_fixed_momentum,10,0.6601558357656682,0.04453498341510619,0.6813805341190206,0.028492184804752425,2.1,1.7578395831246947,3.7041847254548825,0.01579634155953288,0.3537368098240664,0.12655102849164726,0.021875000000000044,0.00960016072456602,0.48273333876464264,0.03973160398824764,0.707242675172165,0.009376894024887719,627110.4,2691.8372610542415,1.6462631901759337,0.12655102849164726,0.971875,0.00960016072456602,1.7341948503149756,0.09125556709382995,4.558978792295277,0.025562117905697634,3266.2,14.019985734657507,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mixed_dropout,flocking_guarded_momentum,10,0.6624768833184487,0.04415111312474402,0.6839421578777094,0.029895270338255963,2.1,1.7578395831246947,3.703880478343509,0.015830888394276578,0.3409310819843091,0.13431264130136314,0.02054687500000003,0.010898647511417411,0.48396033032354707,0.038161794820999385,0.7097413416020573,0.003181130233525677,626918.4,2410.0398005012285,1.659068918015691,0.13431264130136314,0.9705468749999999,0.010898647511417413,1.7324666590929763,0.08576907793874959,4.5599349792248045,0.02601388275057791,3265.2,12.552290627610564,0.7192999999999998,0.0008573214099741267,0.08481695824706363,0.010492846266815563,0.7368750000000001,0.09554326572291738,0.0,0.0,0.9950000000000001,0.006123724356957924,0.4,0.4898979485566356
mixed_dropout,flocking_adaptive_momentum,10,0.6740583870407709,0.029089626088727536,0.6874699731236709,0.025479062652874702,0.6,1.0198039027185568,3.728051334951264,0.011585788662533248,0.2946784785170694,0.10591997826979165,0.021093750000000033,0.011796616305110575,0.4377218492365843,0.029853788579570738,0.7031672748504206,0.0038158276689118802,627206.4,2085.742227601484,1.7053215214829305,0.10591997826979165,0.97,0.013568583025227803,1.7249478355884627,0.08479429688009996,4.567584232150772,0.028648423268356045,3266.7,10.863240768757727,0.8637896808508225,0.005730056734934055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication_delay,flocking_fixed_momentum,10,2.646079829061301,0.40860025463013194,3.090559633052175,0.4079515728385401,20.3,3.3778691508109073,3.5886126906765083,0.050492455332653736,28.174337723130407,6.363233580098698,0.6600781249999998,0.040929522719891635,1.220299598047791,0.10792987316099194,0.7984868001658469,0.010372037657864751,737280.0,0.0,30.174337723130407,6.363233580098698,0.289921875,0.04092952271989162,5.747306549148153,0.7839607772348913,4.128814538083493,0.18367665016773876,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
communication_delay,flocking_guarded_momentum,10,2.646079829061301,0.40860025463013194,3.090559633052175,0.4079515728385401,20.3,3.3778691508109073,3.5886126906765083,0.050492455332653736,28.174337723130407,6.363233580098698,0.6600781249999998,0.040929522719891635,1.220299598047791,0.10792987316099194,0.7959160417551174,0.0034911517070460646,737280.0,0.0,30.174337723130407,6.363233580098698,0.289921875,0.04092952271989162,5.747306549148153,0.7839607772348913,4.128814538083493,0.18367665016773876,3840.0,0.0,0.7199999999999999,0.0,0.42248550575672794,0.04204991377764371,3.3756250000000003,0.3115541937207714,0.29875,0.41168290285121145,1.0,0.0,0.0,0.0
communication_delay,flocking_adaptive_momentum,10,2.552036529236166,0.5006052324290606,3.1456401430084155,0.4635356444392607,24.5,8.381527307120106,3.4946899505070945,0.0983770047423208,25.519714520398516,4.8589112978849975,0.629921875,0.045503436619014,1.3077913352282347,0.17801192065248786,0.7956025040009991,0.0090806279578069,737280.0,0.0,27.519714520398516,4.8589112978849975,0.320078125,0.04550343661901401,5.387174077714441,0.6647246037126734,4.372306552506939,0.28183555903785257,3840.0,0.0,0.6263945655567897,0.025729956076828594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biased_agents,flocking_fixed_momentum,10,1.2487167052678967,0.2816433079406129,1.2884150347656746,0.2891241648949492,0.9,1.6401219466856725,3.683125880635017,0.015448645851522403,4.36030886071195,2.9425282060455182,0.19757812499999997,0.1183460697967116,0.6988293324444186,0.16002611674612083,0.7963877168251201,0.004611019439266513,737280.0,0.0,6.36030886071195,2.9425282060455182,0.752421875,0.1183460697967116,4.221903235165344,0.5516484800853425,4.874516657537013,0.06041503059815748,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biased_agents,flocking_guarded_momentum,10,1.2179653829317405,0.24548456154674397,1.2779591134205428,0.2577375152536182,1.0,1.61245154965971,3.6818742327375062,0.015896719515398207,4.173798145404632,2.578519486537359,0.19843749999999996,0.10703980349033719,0.7074976018865361,0.1376112828181824,0.8023227707715705,0.008949153906266657,737280.0,0.0,6.173798145404632,2.578519486537359,0.7515625,0.1070398034903372,4.234127789436963,0.5505456776614324,4.880971701355857,0.055973687473145115,3840.0,0.0,0.7192124999999999,0.0008254733490549673,0.1923312210823231,0.049121998260821344,1.2,0.21699294343365177,2.313125,0.5746428918250012,0.9943750000000001,0.005896238207535356,0.5,0.5
biased_agents,flocking_adaptive_momentum,10,1.1934761938458407,0.12256529544563059,1.2694086555720419,0.12173600759816644,1.3,1.2688577540449522,3.675382830793499,0.020797832933389195,3.847330747501895,1.156253393929412,0.16609374999999998,0.048722949225698566,0.5726443157673412,0.0642248877669676,0.7982712250668555,0.0059509121664966,737280.0,0.0,5.8473307475018945,1.156253393929412,0.78390625,0.048722949225698566,4.1982252648647655,0.2512102139350601,5.177192411162435,0.10859816799506515,3840.0,0.0,0.6800667278163164,0.016712574606663557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
