algorithm,seed,position_rmse,agent_position_rmse,mean_nees,coverage95_rate,mean_nis,information_gain,spatial_diversity,estimate_disagreement,recovery_steps,messages,bytes_sent,mean_momentum,mean_momentum_change_score,mean_momentum_corroborating_agents,mean_momentum_biased_agents,momentum_fallback_rate,momentum_change_events,runtime_seconds,scenario,nees_calibration_error,coverage_calibration_error
flocking_fixed_momentum,0,0.6914843078388676,0.6772183030926373,1.7084588193700587,0.97265625,1.7172615287578985,3.7244356363939026,4.766614833502717,0.3813503899821759,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7882571660447866,no_change,0.2915411806299413,0.022656250000000044
flocking_fixed_momentum,1,0.6165138659494512,0.6314553722027876,1.5821792906193468,0.98671875,1.6582326627021147,3.7387120618247573,4.765190047681833,0.3521320283065633,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7752928340341896,no_change,0.4178207093806532,0.03671875000000002
flocking_fixed_momentum,2,0.615994176476509,0.6242357447585629,1.4430192570544151,0.98984375,1.5868986573292658,3.714634987748167,4.764873642736873,0.409298728524618,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7725898341741413,no_change,0.5569807429455849,0.03984375000000007
flocking_fixed_momentum,3,0.6298815933049365,0.646996247750539,1.570354945957208,0.97890625,1.735372686224347,3.721317007345226,4.782287987275807,0.357748161960889,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7667147920001298,no_change,0.4296450540427921,0.028906250000000022
flocking_fixed_momentum,4,0.6585006216316636,0.6608518536914192,1.641547675737002,0.971875,1.6437442811102183,3.7175012634360174,4.780491858319806,0.3982077935503715,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7630864998791367,no_change,0.358452324262998,0.02187500000000009
flocking_fixed_momentum,5,0.6695097169440453,0.6822440334934208,1.7452283753242024,0.96328125,1.7948848565395725,3.728282162067206,4.76243735260566,0.3381457772182033,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7741381670348346,no_change,0.2547716246757976,0.013281250000000022
flocking_fixed_momentum,6,0.6086037893929178,0.6269922734965758,1.4815291800943637,0.98203125,1.600527329607613,3.725338875873227,4.769661997782982,0.31770909013370446,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7697795000858605,no_change,0.5184708199056363,0.03203125000000007
flocking_fixed_momentum,7,0.6198901659014259,0.649429542924882,1.641219420757507,0.97421875,1.6480248881005508,3.7385212954473914,4.7769484997526765,0.3383775907543272,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7724682500120252,no_change,0.35878057924249296,0.024218750000000067
flocking_fixed_momentum,8,0.6388580839958946,0.6457694514614651,1.5666430532065045,0.9703125,1.7227398612835139,3.727127900014054,4.762432551475827,0.37514699422652903,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.768567041028291,no_change,0.43335694679349546,0.020312500000000067
flocking_fixed_momentum,9,0.6627946405855221,0.6642667797262566,1.6416980571060527,0.984375,1.826827196583708,3.727387422792802,4.786002844229481,0.36282507386116375,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7669487081002444,no_change,0.35830194289394734,0.034375000000000044
flocking_guarded_momentum,0,0.6914843078388676,0.6772183030926373,1.7084588193700587,0.97265625,1.7172615287578985,3.7244356363939026,4.766614833502717,0.3813503899821759,,3840,737280,0.7199999999999999,0.10846829952713455,1.01875,0.0,1.0,0,0.7850100838113576,no_change,0.2915411806299413,0.022656250000000044
flocking_guarded_momentum,1,0.6165138659494512,0.6314553722027876,1.5821792906193468,0.98671875,1.6582326627021147,3.7387120618247573,4.765190047681833,0.3521320283065633,,3840,737280,0.7199999999999999,0.10125830789549069,0.93125,0.0,1.0,0,0.7807017089799047,no_change,0.4178207093806532,0.03671875000000002
flocking_guarded_momentum,2,0.615994176476509,0.6242357447585629,1.4430192570544151,0.98984375,1.5868986573292658,3.714634987748167,4.764873642736873,0.409298728524618,,3840,737280,0.7199999999999999,0.07811284020795457,0.74375,0.0,1.0,0,0.7967937078792602,no_change,0.5569807429455849,0.03984375000000007
flocking_guarded_momentum,3,0.6298815933049365,0.646996247750539,1.570354945957208,0.97890625,1.735372686224347,3.721317007345226,4.782287987275807,0.357748161960889,,3840,737280,0.7199999999999999,0.10674754161481421,0.975,0.0,1.0,0,0.7855960829183459,no_change,0.4296450540427921,0.028906250000000022
flocking_guarded_momentum,4,0.6585006216316636,0.6608518536914192,1.641547675737002,0.971875,1.6437442811102183,3.7175012634360174,4.780491858319806,0.3982077935503715,,3840,737280,0.7199999999999999,0.11121125660997415,0.9875,0.0,1.0,0,0.7768619998823851,no_change,0.358452324262998,0.02187500000000009
flocking_guarded_momentum,5,0.6695097169440453,0.6822440334934208,1.7452283753242024,0.96328125,1.7948848565395725,3.728282162067206,4.76243735260566,0.3381457772182033,,3840,737280,0.7199999999999999,0.128829075469518,1.15625,0.0,1.0,0,0.7757604999933392,no_change,0.2547716246757976,0.013281250000000022
flocking_guarded_momentum,6,0.6086037893929178,0.6269922734965758,1.4815291800943637,0.98203125,1.600527329607613,3.725338875873227,4.769661997782982,0.31770909013370446,,3840,737280,0.7199999999999999,0.09255499497749697,0.88125,0.0,1.0,0,0.7755220420658588,no_change,0.5184708199056363,0.03203125000000007
flocking_guarded_momentum,7,0.6696715927265988,0.6814634173747594,1.8319761731524458,0.97265625,1.6915085652638893,3.7376668316676174,4.792093038491691,0.3365002820733304,,3840,737280,0.7182499999999999,0.12119728623865589,1.1,0.0,0.9875,1,0.7776137080509216,no_change,0.16802382684755424,0.022656250000000044
flocking_guarded_momentum,8,0.6388580839958946,0.6457694514614651,1.5666430532065045,0.9703125,1.7227398612835139,3.727127900014054,4.762432551475827,0.37514699422652903,,3840,737280,0.7199999999999999,0.10660084275401763,0.99375,0.0,1.0,0,0.779870874946937,no_change,0.43335694679349546,0.020312500000000067
flocking_guarded_momentum,9,0.6627946405855221,0.6642667797262566,1.6416980571060527,0.984375,1.826827196583708,3.727387422792802,4.786002844229481,0.36282507386116375,,3840,737280,0.7199999999999999,0.11312544244823668,1.0125,0.0,1.0,0,0.7764440828468651,no_change,0.35830194289394734,0.034375000000000044
flocking_adaptive_momentum,0,0.6766365629352324,0.6884259767953507,1.8122396820562592,0.975,1.7064455274409718,3.7342810293517443,4.764308740907708,0.32971617046988183,,3840,737280,0.8511138657203908,0.0,0.0,0.0,0.0,0,0.7741594999097288,no_change,0.18776031794374082,0.025000000000000022
flocking_adaptive_momentum,1,0.6011957092496313,0.6116463861660391,1.470908926556454,0.98203125,1.6359265785927426,3.7406972633836317,4.760245103929973,0.32835941092769144,,3840,737280,0.8556683258869174,0.0,0.0,0.0,0.0,0,0.7735010839533061,no_change,0.5290910734435459,0.03203125000000007
flocking_adaptive_momentum,2,0.6432695919987049,0.6448735201322272,1.6249974095450344,0.98046875,1.7274610224480291,3.7371603092412444,4.737619489950521,0.32940945095617075,,3840,737280,0.8524792448971061,0.0,0.0,0.0,0.0,0,0.7805083331186324,no_change,0.37500259045496565,0.030468750000000044
flocking_adaptive_momentum,3,0.6852433380754585,0.6880306671841634,1.8333441423723067,0.975,1.7851919501454567,3.7369667257206927,4.754703446844341,0.3456851035346219,,3840,737280,0.8457421930947,0.0,0.0,0.0,0.0,0,0.7853774589020759,no_change,0.1666558576276933,0.025000000000000022
flocking_adaptive_momentum,4,0.6532386923017662,0.6383801144865732,1.5987301955306201,0.98203125,1.5339557091553255,3.7361035064018226,4.752663024892035,0.2951735264527662,,3840,737280,0.8665948520317226,0.0,0.0,0.0,0.0,0,0.7735033330973238,no_change,0.4012698044693799,0.03203125000000007
flocking_adaptive_momentum,5,0.6965678761335597,0.6837847930479702,1.7993803613529153,0.96875,1.7182110019604004,3.7357405771858074,4.779276202482865,0.33302814676033304,,3840,737280,0.8492763124770226,0.0,0.0,0.0,0.0,0,0.7775754169560969,no_change,0.20061963864708465,0.018750000000000044
flocking_adaptive_momentum,6,0.6336557884564146,0.6449227774309098,1.6400891066754184,0.96953125,1.6239988212896832,3.739422545348957,4.774567390546809,0.32886107346649407,,3840,737280,0.8584153199510057,0.0,0.0,0.0,0.0,0,0.7855209170375019,no_change,0.3599108933245816,0.01953125
flocking_adaptive_momentum,7,0.6554575675535379,0.6539586704982744,1.6788222194557043,0.9703125,1.6677363739662519,3.7374540330500365,4.768708000685984,0.34663248195352603,,3840,737280,0.857227482750757,0.0,0.0,0.0,0.0,0,0.7863605420570821,no_change,0.3211777805442957,0.020312500000000067
flocking_adaptive_momentum,8,0.6524061438558311,0.672543634145999,1.769346447533908,0.95546875,1.8109197355176652,3.73555360565083,4.7634910884806585,0.3368709420734749,,3840,737280,0.8415236824057427,0.0,0.0,0.0,0.0,0,0.7856159589719027,no_change,0.23065355246609198,0.005468750000000022
flocking_adaptive_momentum,9,0.6604381624587826,0.6729876557286142,1.7197099737602712,0.96875,1.8042336621027508,3.7344200225991138,4.778763312436485,0.31368241279134396,,3840,737280,0.845281960093687,0.0,0.0,0.0,0.0,0,0.7838906671386212,no_change,0.28029002623972876,0.018750000000000044
flocking_fixed_momentum,0,0.6764899893137486,0.6984706970607855,1.790001678541428,0.9671875,1.7862749704224776,3.6800323729657682,4.756292802033327,0.43170944676608436,1,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.781943541020155,abrupt_change,0.2099983214585719,0.017187500000000022
flocking_fixed_momentum,1,0.6432679922024155,0.6546523202687062,1.622334709948421,0.9703125,1.7077801025084978,3.7083129245938764,4.766801638594888,0.43535454632871773,1,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7823170418851078,abrupt_change,0.3776652900515789,0.020312500000000067
flocking_fixed_momentum,2,0.6589930134955274,0.6577033471515465,1.6209096079353464,0.98125,1.6824917552741627,3.706981883375068,4.762242508389609,0.4144427995572945,3,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7753834999166429,abrupt_change,0.37909039206465356,0.03125
flocking_fixed_momentum,3,0.638850981409586,0.6706032804923332,1.655429150454043,0.9703125,1.8519175130758883,3.6899314231718643,4.77134483778686,0.4565016696247438,0,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7778386250138283,abrupt_change,0.34457084954595696,0.020312500000000067
flocking_fixed_momentum,4,0.6192227193014549,0.6703397781324897,1.6694741488183122,0.98359375,1.6870290672544954,3.687953208150836,4.7893059913856,0.4736264374138483,0,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.773804625030607,abrupt_change,0.33052585118168776,0.03359375000000009
flocking_fixed_momentum,5,0.695620708211776,0.6942404439358004,1.789300917067603,0.9609375,1.8356925525491996,3.7089039475418653,4.7708734967324595,0.3761517966721623,1,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7787605000194162,abrupt_change,0.21069908293239692,0.010937500000000044
flocking_fixed_momentum,6,0.6227826920100803,0.6426983417169434,1.513774628738486,0.9875,1.6797487518259693,3.6849249827471433,4.767720385867227,0.43903650836946284,0,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7759336670860648,abrupt_change,0.4862253712615141,0.03750000000000009
flocking_fixed_momentum,7,0.6805719892228115,0.6918496576989248,1.8315859302065278,0.97578125,1.687921253616431,3.716103834880083,4.784489854011317,0.3767597055546111,0,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7717140410095453,abrupt_change,0.16841406979347218,0.02578125000000009
flocking_fixed_momentum,8,0.6094566908214321,0.6369884792366611,1.4996697103778829,0.97578125,1.7178594000427254,3.699294788691539,4.755110536453465,0.43891778073939125,0,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.791704999981448,abrupt_change,0.5003302896221171,0.02578125000000009
flocking_fixed_momentum,9,0.7245283361112578,0.7403315421819153,2.0020337283680916,0.953125,1.9441606932901045,3.6720884010020733,4.777655504122628,0.4706605521661579,0,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,0.7931007908191532,abrupt_change,0.0020337283680915696,0.0031250000000000444
flocking_guarded_momentum,0,0.6672816961566358,0.6903568761972367,1.7420396235830171,0.96796875,1.7604942819495886,3.68097439933443,4.751386230370331,0.44088940092962475,1,3840,737280,0.7182499999999998,0.10469637040654796,0.975,0.0,0.9875,1,0.7897041670512408,abrupt_change,0.2579603764169829,0.01796875000000009
flocking_guarded_momentum,1,0.6432679922024155,0.6546523202687062,1.622334709948421,0.9703125,1.7077801025084978,3.7083129245938764,4.766801638594888,0.43535454632871773,1,3840,737280,0.7199999999999999,0.09942090007327362,0.91875,0.0,1.0,0,0.7876981669105589,abrupt_change,0.3776652900515789,0.020312500000000067
flocking_guarded_momentum,2,0.6603572226389578,0.6672041639629254,1.6582085839246758,0.98125,1.693557334847562,3.706004018667117,4.751503909015276,0.4171206070444217,3,3840,737280,0.7182499999999998,0.09932918196566239,0.93125,0.0,0.9875,1,0.7822264169808477,abrupt_change,0.34179141607532415,0.03125
flocking_guarded_momentum,3,0.638850981409586,0.6706032804923332,1.655429150454043,0.9703125,1.8519175130758883,3.6899314231718643,4.77134483778686,0.4565016696247438,0,3840,737280,0.7199999999999999,0.11289627251743188,1.05625,0.0,1.0,0,0.7810937080066651,abrupt_change,0.34457084954595696,0.020312500000000067
flocking_guarded_momentum,4,0.6192227193014549,0.6703397781324897,1.6694741488183122,0.98359375,1.6870290672544954,3.687953208150836,4.7893059913856,0.4736264374138483,0,3840,737280,0.7199999999999999,0.10598126543625838,0.975,0.0,1.0,0,0.7834879579022527,abrupt_change,0.33052585118168776,0.03359375000000009
flocking_guarded_momentum,5,0.695620708211776,0.6942404439358004,1.789300917067603,0.9609375,1.8356925525491996,3.7089039475418653,4.7708734967324595,0.3761517966721623,1,3840,737280,0.7199999999999999,0.12883592847188582,1.175,0.0,1.0,0,0.7795197910163552,abrupt_change,0.21069908293239692,0.010937500000000044
flocking_guarded_momentum,6,0.6227826920100803,0.6426983417169434,1.513774628738486,0.9875,1.6797487518259693,3.6849249827471433,4.767720385867227,0.43903650836946284,0,3840,737280,0.7199999999999999,0.09605662690342945,0.93125,0.0,1.0,0,0.7831817080732435,abrupt_change,0.4862253712615141,0.03750000000000009
flocking_guarded_momentum,7,0.6923670382258006,0.6955002410289719,1.8303241978245317,0.975,1.7178342904924293,3.715716768978848,4.782806622171897,0.39737994185978226,0,3840,737280,0.7182499999999999,0.11137352547818029,1.0375,0.0,0.9875,1,0.7798822501208633,abrupt_change,0.1696758021754683,0.025000000000000022
flocking_guarded_momentum,8,0.6212312309019613,0.6578493893021424,1.6063793297823614,0.97109375,1.7608382422190694,3.698934445031573,4.7683297993406155,0.43391379763183774,0,3840,737280,0.7182499999999998,0.10515760493407193,1.00625,0.0,0.9875,1,0.7791840001009405,abrupt_change,0.3936206702176386,0.021093750000000022
flocking_guarded_momentum,9,0.7245283361112578,0.7403315421819153,2.0020337283680916,0.953125,1.9441606932901045,3.6720884010020733,4.777655504122628,0.4706605521661579,0,3840,737280,0.7199999999999999,0.13873448378403916,1.23125,0.0,1.0,0,0.7916088751517236,abrupt_change,0.0020337283680915696,0.0031250000000000444
flocking_adaptive_momentum,0,0.6793647884054208,0.7049412039451527,1.8609950322132278,0.96171875,1.72441108608608,3.7112398074849056,4.761026644958642,0.37519539568393967,0,3840,737280,0.8493957303296543,0.0,0.0,0.0,0.0,0,0.7807985839899629,abrupt_change,0.13900496778677218,0.01171875
flocking_adaptive_momentum,1,0.6685472811337942,0.6634108785390085,1.6959120514949384,0.9625,1.7243928089598626,3.7237947497991017,4.760102241637514,0.343792670393765,0,3840,737280,0.848921685216327,0.0,0.0,0.0,0.0,0,0.7857397499028593,abrupt_change,0.3040879485050616,0.012500000000000067
flocking_adaptive_momentum,2,0.6405480253122974,0.6452221854655082,1.611110282518844,0.984375,1.7298297513461278,3.7305538323834,4.731235624927462,0.3456013648934022,0,3840,737280,0.8486339808507551,0.0,0.0,0.0,0.0,0,0.7830794581677765,abrupt_change,0.3888897174811561,0.034375000000000044
flocking_adaptive_momentum,3,0.6722580359969236,0.6871212781831404,1.8204147478009047,0.98125,1.7929290603957377,3.72550571844411,4.763983867774023,0.3593927200481974,0,3840,737280,0.8457724796180379,0.0,0.0,0.0,0.0,0,0.7794845830649137,abrupt_change,0.17958525219909527,0.03125
flocking_adaptive_momentum,4,0.6148172398972338,0.6201572886833704,1.4709030696722423,0.98359375,1.5633512255492223,3.7216942299603994,4.773773080157065,0.31742020324792275,0,3840,737280,0.8646607314890209,0.0,0.0,0.0,0.0,0,0.780947667080909,abrupt_change,0.5290969303277577,0.03359375000000009
flocking_adaptive_momentum,5,0.6868690540298767,0.6883008993749948,1.7732477240537263,0.9625,1.787173043481556,3.7241632965363634,4.7838399660131,0.3565495804348274,4,3840,737280,0.8448565351619963,0.0,0.0,0.0,0.0,0,0.7776762919966131,abrupt_change,0.22675227594627367,0.012500000000000067
flocking_adaptive_momentum,6,0.6080901369852895,0.6496663091553715,1.6038772356779514,0.9703125,1.6880436179111382,3.7140265132922474,4.803634502093098,0.3651169646098121,1,3840,737280,0.8525458294315985,0.0,0.0,0.0,0.0,0,0.7799493749625981,abrupt_change,0.3961227643220486,0.020312500000000067
flocking_adaptive_momentum,7,0.6868892604909054,0.6810629274451359,1.8043157570927868,0.9625,1.7023160940895523,3.7286961446378966,4.774714455384855,0.34431584731125175,3,3840,737280,0.8534292435373654,0.0,0.0,0.0,0.0,0,0.779529542196542,abrupt_change,0.1956842429072132,0.012500000000000067
flocking_adaptive_momentum,8,0.6956239214154106,0.7208685076642707,1.9748923331691794,0.9359375,1.877284962651477,3.717655894025198,4.767218242831037,0.37939276328758204,3,3840,737280,0.8350833383119033,0.0,0.0,0.0,0.0,0,0.7767416250426322,abrupt_change,0.025107666830820552,0.014062499999999978
