algorithm,seed,position_rmse,best_hypothesis_rmse,mean_truth_consistent_flock_weight,decision_loss,mean_decision_base_error,selection_rate,mixture_rate,abstention_rate,investigation_rate,wrong_mode_rate,wrong_mode_action_rate,mean_output_confidence,ambiguity_resolution_steps,agent_position_rmse,mean_nees,p95_nees,max_nees,coverage95_rate,rejoin_window_nees,mean_nis,information_gain,spatial_diversity,estimate_disagreement,mean_operational_agents,mean_delivery_ratio,mean_message_age,partition_active_rate,partition_selection_rate,mean_topology_components,mean_observer_component_size,mean_topology_visibility_fraction,mean_topology_live_support,mean_topology_retained_support,mean_topology_unknown_support,mean_topology_probation_agents,topology_rejoin_events,topology_merge_grace_rate,topology_epoch_changes,mean_duplicate_support_suppressed,topology_selection_blocked_rate,max_primary_support_jump,recovery_steps,messages,bytes_sent,mean_momentum,mean_momentum_change_score,mean_momentum_corroborating_agents,mean_momentum_biased_agents,momentum_fallback_rate,momentum_change_events,mean_hypothesis_flocks,multiflock_rate,mean_primary_flock_size,mean_primary_flock_weight,mean_alternative_flock_weight,mean_quarantined_agents,quarantine_rate,mean_suspected_bias_agents,mean_bias_estimate_norm,movement_distance,runtime_seconds,scenario,nees_calibration_error,coverage_calibration_error
flocking_robust_active,11000,2.158083986991552,0.6393470615829254,0.7622023809523808,0.895147958569865,0.551397958569865,0.55,0.0,0.45,0.0625,0.0,0.0,0.5535714285714286,77,0.6531683423262865,1.6410522597292456,4.0303923219547855,7.106227062575578,0.9862723214285714,0.0,2.134759039306826,3.6954697735231874,5.006256488866637,1.9043468722834098,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.86875,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.4285714285714286,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.5,0.48125,5.98125,0.7622023809523808,0.23545386904761906,0.0,0.0,0.13125,1.5500316323075034,165.135389163698,0.9440109999850392,stable_control,0.3589477402707544,0.0362723214285714
flocking_robust_active,11001,2.2917260648315225,0.6522338960896416,0.7609821428571429,1.0112017290510116,0.6768267290510115,0.5625,0.0,0.4375,0.0625,0.625,0.03125,0.5575,76,0.9411937436553994,3.365195313538801,5.1924254173127,143.21746583837304,0.953125,0.0,1.9212008984493942,3.6919036642598244,5.044982895475578,1.850838723838035,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.85,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.4285714285714286,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.475,0.475,5.975,0.7640178571428571,0.23598214285714283,0.03125,0.03125,0.14375,1.5332995076987166,125.50251766436956,0.9385617920197546,stable_control,1.365195313538801,0.0031250000000000444
flocking_robust_active,11002,2.2019208844956535,0.6064883695366854,0.7597619047619047,0.8860711821441452,0.5516961821441451,0.5625,0.0,0.4375,0.0625,0.0,0.0,0.55375,77,0.6156618783882549,1.404947470445079,3.3285748536280466,7.521099593639503,0.9890625,0.0,1.8949407135846148,3.680118764705943,5.069411655848631,1.893759948837139,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.94375,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.4285714285714286,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.48125,0.48125,6.05625,0.7627380952380952,0.23726190476190476,0.0,0.0,0.05625,1.528995563143828,172.88600390520386,0.9423624998889863,stable_control,0.5950525295549209,0.0390625
flocking_robust_active,11003,2.1530723127391154,0.6652381443576975,0.7551339285714286,0.9624769762149349,0.6174769762149348,0.55,0.0,0.45,0.075,0.1,0.00625,0.5633928571428571,80,0.7205053826054854,1.9859440902499585,5.045685069477261,12.706515982580857,0.9659375000000001,0.0,2.111967066232796,3.700730719403448,5.057543616577073,1.878732322350401,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.8875,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.625,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.5,0.4875,5.95,0.7559151785714285,0.24174107142857143,0.0,0.0,0.1125,1.5819194029044457,124.76156533876966,0.9771353751420975,stable_control,0.014055909750041451,0.01593750000000016
flocking_robust_active,11004,2.2258799192428667,0.6584405715266475,0.7542410714285714,0.9388772591910435,0.5998147591910434,0.55625,0.0,0.44375,0.0625,0.1111111111111111,0.00625,0.5589285714285713,78,0.6726814598758203,1.7238607901189773,4.201541043778208,10.227730988722065,0.9610863095238095,0.0,2.05668525387077,3.684590079439051,4.960217646835138,1.8622867859539092,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.8375,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.5,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.50625,0.4875,5.9125,0.7568080357142857,0.23980654761904763,0.025,0.01875,0.15625,1.5528909295103255,156.08543486566674,0.9240742910187691,stable_control,0.2761392098810227,0.011086309523809512
flocking_robust_active,11005,2.153020120595024,0.6311873614469857,0.7578125,0.9100929961396382,0.5804054961396383,0.56875,0.0,0.43125,0.0625,0.2727272727272727,0.01875,0.5546875,77,0.667788059723033,1.705483003925595,4.421234920163776,8.811744324559095,0.96875,0.0,1.9475330448746753,3.6890421388807555,5.0581927796669195,1.8438447289090427,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.86875,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.5,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.49375,0.4875,5.94375,0.7578125,0.24140625,0.0,0.0,0.13125,1.5397596608977209,127.44427966598673,0.9488304171245545,stable_control,0.29451699607440496,0.018750000000000044
flocking_robust_active,11006,2.204601605853244,0.6294415127533747,0.7579241071428571,0.9143134361931212,0.5752509361931212,0.55625,0.0,0.44375,0.0625,0.0,0.0,0.5571428571428572,77,0.6578162576319178,1.5997850901668333,4.160030271869073,6.749108070774869,0.9783854166666666,0.0,1.9480313739194508,3.680907420919703,5.064476567009001,1.8716868774960862,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.9125,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.5,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.4875,0.48125,6.00625,0.7602678571428572,0.23895089285714288,0.0,0.0,0.0875,1.533166370124689,167.35589486840607,0.9405119579751045,stable_control,0.40021490983316665,0.028385416666666607
flocking_robust_active,11007,2.2028730307983597,0.583576704541157,0.75546875,0.8566212487766982,0.5175587487766984,0.55625,0.0,0.44375,0.0625,0.0,0.0,0.55625,78,0.6015914836745134,1.3413663177048585,3.1910403566263144,7.081521650897972,0.98765625,0.0,1.8329050945097678,3.6904974090045854,5.007686238212328,1.8655978554643753,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.88125,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.625,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.49375,0.4875,5.9375,0.75546875,0.24296875,0.0,0.0,0.11875,1.5516677510787062,158.39589825977478,0.9782749160658568,stable_control,0.6586336822951415,0.03765625000000006
flocking_robust_active,11008,2.202880848218839,0.6397005111182662,0.7527901785714286,0.9253947109061663,0.5863322109061665,0.55625,0.0,0.44375,0.0625,0.1111111111111111,0.00625,0.5571428571428572,78,0.6649008963512832,1.6566282900382832,4.302011546171924,6.164341711197321,0.9799479166666666,0.0,1.9601442163821101,3.696885542997882,5.091793476765969,1.879818134126991,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.95,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.625,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.5125,0.4875,5.99375,0.7551339285714286,0.24017857142857144,0.0,0.0,0.05,1.5398691166932057,131.55961981996035,0.9558148749638349,stable_control,0.34337170996171684,0.02994791666666663
flocking_robust_active,11009,2.270317411322487,0.6618881249883939,0.7658258928571428,0.9659905820080036,0.6403655820080036,0.575,0.0,0.425,0.06875,0.3,0.01875,0.5713169642857142,76,0.984314396248124,3.6891681374635494,5.102682030449005,180.9553282294365,0.9458705357142858,0.0,1.8352503070751083,3.6727134883176147,5.0069077946172005,1.8694979918957664,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.69375,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.5,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.48125,0.46875,5.88125,0.770357142857143,0.22761160714285716,0.09375,0.06875,0.26875,1.5653971712926205,179.69416250044753,0.9034019999671727,stable_control,1.6891681374635494,0.004129464285714146
