candidate,baseline,metric,pairs,candidate_mean,baseline_mean,improvement_mean,ci95_lower,ci95_upper
bounded_two,odometry_only,position_rmse,60,0.5140172989247093,2.162960552802806,1.6489432538780966,1.2430571658708292,2.0942161985233105
bounded_two,odometry_only,outage_rmse,60,0.3691225797616374,2.0231695422567255,1.6540469624950884,1.2004347457142093,2.1655556756471332
bounded_two,all_landmarks,position_rmse,60,0.5140172989247093,0.5411368767815273,0.027119577856818153,0.015196878754373486,0.04111156115331548
bounded_two,all_landmarks,outage_rmse,60,0.3691225797616374,0.39023771092768006,0.021115131166042706,0.007243998332349668,0.03711278511434951
