scenario,algorithm,runs,position_rmse_mean,position_rmse_std,best_hypothesis_rmse_mean,best_hypothesis_rmse_std,agent_position_rmse_mean,agent_position_rmse_std,recovery_steps_mean,recovery_steps_std,information_gain_mean,information_gain_std,nees_calibration_error_mean,nees_calibration_error_std,coverage_calibration_error_mean,coverage_calibration_error_std,estimate_disagreement_mean,estimate_disagreement_std,runtime_seconds_mean,runtime_seconds_std,bytes_sent_mean,bytes_sent_std,mean_truth_consistent_flock_weight_mean,mean_truth_consistent_flock_weight_std,decision_loss_mean,decision_loss_std,mean_decision_base_error_mean,mean_decision_base_error_std,selection_rate_mean,selection_rate_std,mixture_rate_mean,mixture_rate_std,abstention_rate_mean,abstention_rate_std,investigation_rate_mean,investigation_rate_std,wrong_mode_rate_mean,wrong_mode_rate_std,wrong_mode_action_rate_mean,wrong_mode_action_rate_std,mean_output_confidence_mean,mean_output_confidence_std,ambiguity_resolution_steps_mean,ambiguity_resolution_steps_std,mean_nees_mean,mean_nees_std,p95_nees_mean,p95_nees_std,max_nees_mean,max_nees_std,coverage95_rate_mean,coverage95_rate_std,rejoin_window_nees_mean,rejoin_window_nees_std,mean_nis_mean,mean_nis_std,spatial_diversity_mean,spatial_diversity_std,messages_mean,messages_std,mean_momentum_mean,mean_momentum_std,mean_momentum_change_score_mean,mean_momentum_change_score_std,mean_momentum_corroborating_agents_mean,mean_momentum_corroborating_agents_std,mean_momentum_biased_agents_mean,mean_momentum_biased_agents_std,momentum_fallback_rate_mean,momentum_fallback_rate_std,momentum_change_events_mean,momentum_change_events_std,mean_hypothesis_flocks_mean,mean_hypothesis_flocks_std,multiflock_rate_mean,multiflock_rate_std,mean_primary_flock_size_mean,mean_primary_flock_size_std,mean_primary_flock_weight_mean,mean_primary_flock_weight_std,mean_alternative_flock_weight_mean,mean_alternative_flock_weight_std,mean_quarantined_agents_mean,mean_quarantined_agents_std,quarantine_rate_mean,quarantine_rate_std,mean_suspected_bias_agents_mean,mean_suspected_bias_agents_std,mean_bias_estimate_norm_mean,mean_bias_estimate_norm_std,mean_operational_agents_mean,mean_operational_agents_std,mean_delivery_ratio_mean,mean_delivery_ratio_std,mean_message_age_mean,mean_message_age_std,partition_active_rate_mean,partition_active_rate_std,partition_selection_rate_mean,partition_selection_rate_std,mean_topology_components_mean,mean_topology_components_std,mean_observer_component_size_mean,mean_observer_component_size_std,mean_topology_visibility_fraction_mean,mean_topology_visibility_fraction_std,mean_topology_live_support_mean,mean_topology_live_support_std,mean_topology_retained_support_mean,mean_topology_retained_support_std,mean_topology_unknown_support_mean,mean_topology_unknown_support_std,mean_topology_probation_agents_mean,mean_topology_probation_agents_std,topology_rejoin_events_mean,topology_rejoin_events_std,topology_merge_grace_rate_mean,topology_merge_grace_rate_std,topology_epoch_changes_mean,topology_epoch_changes_std,mean_duplicate_support_suppressed_mean,mean_duplicate_support_suppressed_std,topology_selection_blocked_rate_mean,topology_selection_blocked_rate_std,max_primary_support_jump_mean,max_primary_support_jump_std,movement_distance_mean,movement_distance_std
stable_control,flocking_robust_active,100,2.2179793062929876,0.07274736544306644,0.6631996064091673,0.04802040335405007,0.7940713124027771,0.16479115040890643,,,3.6873152403669587,0.00829536200914188,0.8322488732787128,0.8200998441836574,0.016139285714285745,0.011255903998079776,1.8777300157063863,0.04127580009572185,0.9376338716899045,0.014263980974263674,737280.0,0.0,0.7602325892857144,0.003631394912898934,0.9543151393265535,0.058192138781659075,0.6204245143265534,0.05931402740515133,0.5635625000000001,0.008199418805622733,0.0,0.0,0.4364375,0.008199418805622744,0.06562499999999999,0.011642460006373222,0.16424888999888998,0.17657332427067363,0.009,0.009532837982468808,0.560216294642857,0.006203333275842701,75.9,7.609862022402247,2.470661252045741,1.0694297206111683,4.794552438863715,0.7244728079756512,69.64459482673294,79.55192887827384,0.9607418154761906,0.016485912727441262,0.0,0.0,2.0097376316527087,0.0928984335499748,5.054671058479826,0.04933718774690805,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4904375,0.010249047211814376,0.477875,0.005956876278721931,5.991937499999999,0.037710813684538776,0.7623843005952381,0.0030916505248810124,0.23574255952380951,0.0030647047760890963,0.004750000000000001,0.011796450737404027,0.004625000000000001,0.011409288978722556,0.11875,0.03681669118755786,1.5484851378484046,0.017138401451598766,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,7.8799375000000005,0.038550849131374534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.8621266619161,22.394831156820405
stable_control,flocking_topology_support,100,2.2011468991000918,0.055814138365102364,0.6643696563972032,0.047501615741754044,0.7296671190651445,0.12929193804975028,,,3.6840243412023694,0.008161789131923504,0.5622571090161036,0.62676461708178,0.01835364583333337,0.011013132264224427,1.8674724529716513,0.04180405748271951,0.9719923136942089,0.013500322435859554,737280.0,0.0,0.7469843749999999,0.004978003372651028,0.9473663692397275,0.051782597674390085,0.6055507442397275,0.05351461185100422,0.5529374999999999,0.008452763971033386,0.0,0.0,0.44706250000000014,0.008452763971033382,0.0651875,0.004169738451030233,0.10544841269841271,0.1445957568598209,0.005187499999999999,0.007183694644818917,0.5330234375,0.009956481846602184,75.94,7.612910087476405,2.077168796627663,0.8384580601865875,4.690101682416636,0.7769785191505493,38.54061923560295,62.227233012202234,0.9634994791666667,0.016610522564731903,0.0,0.0,2.009059241270525,0.09105975156402143,5.1337093938294585,0.04094847149962454,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4900000000000002,0.010569709078304844,0.4778750000000001,0.006150457300071273,5.991437500000001,0.03557183533007539,0.7489296875000001,0.004446479416259423,0.2341875,0.003125234366211595,0.00375,0.009560661587986474,0.0036250000000000006,0.009150648884095596,0.11987500000000001,0.03787706265010528,1.5485328368156481,0.017352347797686244,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0128750000000002,0.013428630793941722,8.0,0.0,1.0,0.0,7.87925,0.03865795519682849,0.0,0.0,0.015093750000000001,0.004832244399603563,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.2767145334803707,50.84843750000001,0.2971142128353167,0.0,0.0,0.00125,0.012437342963832749,156.10925551812863,22.405956928622377
stable_control,flocking_topology_rejoin,100,2.2011468991000918,0.055814138365102364,0.6643696563972032,0.047501615741754044,0.7296671190651445,0.12929193804975028,,,3.6840243412023694,0.008161789131923504,0.5622571090161036,0.62676461708178,0.01835364583333337,0.011013132264224427,1.8674724529716513,0.04180405748271951,0.9898503658175468,0.024013459457935902,737280.0,0.0,0.7469843749999999,0.004978003372651028,0.9473663692397275,0.051782597674390085,0.6055507442397275,0.05351461185100422,0.5529374999999999,0.008452763971033386,0.0,0.0,0.44706250000000014,0.008452763971033382,0.0651875,0.004169738451030233,0.10544841269841271,0.1445957568598209,0.005187499999999999,0.007183694644818917,0.5330234375,0.009956481846602184,75.94,7.612910087476405,2.077168796627663,0.8384580601865875,4.690101682416636,0.7769785191505493,38.54061923560295,62.227233012202234,0.9634994791666667,0.016610522564731903,0.0,0.0,2.009059241270525,0.09105975156402143,5.1337093938294585,0.04094847149962454,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4900000000000002,0.010569709078304844,0.4778750000000001,0.006150457300071273,5.991437500000001,0.03557183533007539,0.7489296875000001,0.004446479416259423,0.2341875,0.003125234366211595,0.00375,0.009560661587986474,0.0036250000000000006,0.009150648884095596,0.11987500000000001,0.03787706265010528,1.5485328368156481,0.017352347797686244,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0128750000000002,0.013428630793941722,8.0,0.0,1.0,0.0,7.87925,0.03865795519682849,0.0,0.0,0.015093750000000001,0.004832244399603563,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.2767145334803707,50.84843750000001,0.2971142128353167,0.0,0.0,0.00125,0.012437342963832749,156.10925551812863,22.405956928622377
stable_control,flocking_topology_partition,100,2.22591413906928,0.10521227651902354,0.7978533541744879,0.2576981115557149,0.8581355302242758,0.2684854561448512,,,3.6840243412023694,0.008161789131923504,1.1391215303889382,1.372990208947978,0.017844419642857167,0.011748933459548099,1.8674724529716513,0.04180405748271951,0.9759791108220816,0.013530475917004237,737280.0,0.0,0.7469296875000001,0.004992982135504698,0.9824152909492335,0.08476986549573352,0.6404996659492335,0.0852789645291485,0.5528124999999999,0.008766725086940966,0.0,0.0,0.4471875000000001,0.008766725086940961,0.06524999999999999,0.004447611718664299,0.10544841269841271,0.1445957568598209,0.005187499999999999,0.007183694644818917,0.5328359375000001,0.0102474600273296,46.51,34.36524261517733,2.777926084566721,1.60546908466446,5.75376156397067,6.012223690733846,66.78057343306853,73.4921004647401,0.9578953124999999,0.01985257641603776,0.0,0.0,2.009059241270525,0.09105975156402143,5.1337093938294585,0.04094847149962454,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4772500000000002,0.017578395831246933,0.4651249999999999,0.014978630611641371,5.9910000000000005,0.03571064267133819,0.7488671875000001,0.004462538022859725,0.22784374999999998,0.007529661398844573,0.00375,0.009560661587986474,0.0036250000000000006,0.009150648884095596,0.11987500000000001,0.03787706265010528,1.5485328368156481,0.017352347797686244,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0128750000000002,0.013428630793941722,7.9485,0.0537145231757669,0.9935625,0.006714315396970863,7.827999999999999,0.0665587146810994,0.0,0.0,0.0215,0.008319839335137427,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.2767145334803707,50.54093750000001,0.4357862640891172,6.25e-05,0.0006218671481916373,0.00375,0.02769814975770042,156.10925551812863,22.405956928622377
stable_control,flocking_topology_resilient,100,2.228528534309297,0.10960448469737415,0.6530985431052432,0.03732960046882385,0.7030750947056197,0.09505245820558127,,,3.6872807986016523,0.007876362318382096,0.4258147434702781,0.43716032239910746,0.019096577380952415,0.01200889243758211,1.8748161711796,0.03793697914848892,0.9770839704410172,0.015227183102192983,737280.0,0.0,0.7387682291666667,0.010296089570765148,0.9437708711042394,0.043761354700202516,0.6009739961042392,0.04461733945816617,0.5516875,0.00943128934716776,0.0,0.0,0.44831249999999995,0.00943128934716776,0.065625,0.005191639914323798,0.09283090564854596,0.14293738376812629,0.0071875,0.01105296198989212,0.5312473958333332,0.011084423346208355,79.86,16.06425846405616,1.8790669097710586,0.5981659727236489,4.534914195946904,0.6201102847170911,25.22573594374603,44.856431466716664,0.9671769345238096,0.014623463529850885,0.0,0.0,2.0061906579534967,0.10000812982028508,5.035734923033023,0.04277372964631799,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5787499999999997,0.09024705673871032,0.512375,0.07277952579537736,5.9900625000000005,0.03727112446318197,0.7483867187500001,0.004876606994249916,0.22837109375,0.009984540985378026,0.0040625,0.010910681406310055,0.0038125000000000004,0.009678221362936477,0.1181875,0.03778118538042447,1.5483937232101852,0.01749463295815362,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00675,0.011134125470821663,7.973,0.04453650188328665,0.996625,0.005567062735410831,7.828250000000001,0.09191151957483641,0.2309955611313519,0.12576964741200805,0.021468750000000005,0.011488939946854564,0.0,0.0,0.0,0.0,0.0105,0.015483862567202022,0.84,1.2387090053761618,50.689937500000006,0.4136158156656368,0.0105,0.015483862567202022,0.005208333333333332,0.016237976320958226,158.30914977973373,22.189807267901642
failure_only,flocking_robust_active,100,2.2619601683427977,0.705856495669483,1.1670239606086257,0.9839803334225248,1.2892425563982928,0.9960296871548162,,,3.6867923974569794,0.038424985285153986,6.464576025314574,12.12753855257799,0.0608421875,0.0979842631207199,3.4206761955747633,0.8113520635899468,0.6859867267077788,0.11471836132128199,650375.04,4082.0351441897214,0.8112940476190477,0.052930817431574136,1.1558377891384586,0.5684765410213755,0.9136065391384584,0.6177788963710964,0.687375,0.1310146103493805,0.0,0.0,0.31262499999999993,0.1310146103493805,0.077625,0.024656705477415265,0.12617829935017646,0.13681060732527603,0.0114375,0.013200822654289393,0.6800781250000001,0.1339265697043696,51.88,25.10509111714196,8.2179827672819,12.25579964086892,26.782457378495618,48.31439137501918,98.53394213270596,79.19471336839072,0.9116665922619046,0.10878068509749592,0.0,0.0,2.026315102769965,0.12219034730880415,12.615259737430868,2.836157922754758,3387.37,21.260599709321465,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3780625,0.1075490258847099,0.37268749999999995,0.10841779359842184,4.845375,0.3156969224984621,0.823510044642857,0.06300799212069856,0.17571688988095235,0.06317959433132653,0.8258749999999999,0.6564428407142544,0.38456250000000003,0.23524995848830665,0.7258749999999999,0.3846802852694689,1.6214586361663974,0.0844706023046343,7.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.125,0.0,1.0,0.0,6.031437499999999,0.6960718213437102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.82176439293892,19.30416982226454
failure_only,flocking_topology_support,100,2.267459700419896,0.7147690927896572,1.1620564958095043,0.9865857498731588,1.204537563350216,0.9865518169841762,,,3.683223109960997,0.038756405100655554,5.841598833520421,11.50046968793248,0.05991748511904763,0.09585403968095584,3.235290888979456,0.7737296677226724,0.7036433674488216,0.1142045016034466,650100.48,3585.9124040612032,0.5983593750000002,0.0464569246680122,1.3219067344089455,0.6706583888564822,0.8830004844089454,0.6054519079831044,0.42724999999999996,0.13597024031015023,0.0,0.0,0.5727500000000001,0.13597024031015023,0.09343750000000002,0.029065860020821684,0.17844047619047618,0.31539423441291226,0.0039375,0.006290804300723398,0.2300546875000002,0.07904832930998093,51.22,24.953789291408228,7.482919125769436,11.6757302912971,26.10446522830978,46.94150648064132,72.1408857628563,74.69230050835436,0.9139176339285714,0.10712686313356223,0.0,0.0,2.0360756485414293,0.12199043216549492,12.75008194636267,2.8574059584810443,3385.94,18.676627104485437,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3769999999999998,0.10743777268726301,0.371875,0.10847846848568614,4.8399375,0.3206401007652505,0.6049687500000002,0.04009989966477456,0.14753906249999998,0.04972831153640468,0.8304375,0.6630679493602071,0.3839375,0.23606516413640957,0.7298750000000003,0.38549235968433926,1.6211922558901253,0.0842620629775572,7.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0158125,0.014154697762580448,7.125,0.0,0.890625,0.0,6.025499999999998,0.6994907075865984,0.0,0.0,0.24681249999999996,0.0874363384483248,0.0,0.0,0.0,0.0,0.0,0.0,3.55,1.2114041439585714,36.9239375,4.77061251758815,0.00018750000000000003,0.0013849074878850216,0.0,0.0,153.48412011149205,19.327008429132974
failure_only,flocking_topology_rejoin,100,2.2675637142135874,0.7149314426361074,1.1623183492219167,0.9866961055709269,1.2043876489147094,0.9865306678462421,,,3.668356821760532,0.03503003280502614,5.843623929635158,11.500775460683135,0.0600199404761905,0.0955981860134757,3.2222560610661044,0.7734855061491848,0.7120434853783809,0.11541997326106838,650100.48,3585.9124040612032,0.6006992187500001,0.04740972014609494,1.3202951343843201,0.6711581312949343,0.8837920093843203,0.6064144706290757,0.43006249999999996,0.13424468972272235,0.0,0.0,0.5699375000000001,0.13424468972272238,0.09050000000000001,0.024819347291981715,0.17310714285714282,0.314207290675448,0.0038749999999999995,0.006298561343672061,0.23468750000000022,0.08085143630514019,51.22,24.953789291408228,7.482230187192034,11.677368239577634,26.091660337120242,46.947514024914156,72.13139489540202,74.7002239766537,0.914156994047619,0.10703590681696558,1.5640810642238785,0.8924749407819543,2.035520149762482,0.12337805738343471,12.751673558449752,2.8558436296643213,3385.94,18.676627104485437,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3770000000000002,0.10755042422045578,0.371875,0.10859004040426544,4.869625,0.33070358234376596,0.6073085937500001,0.04101341617316243,0.14753385416666664,0.04977003941861478,0.7718749999999999,0.6699344067705434,0.36424999999999996,0.2558656874221317,0.7002499999999999,0.38865545474108554,1.6113678715200017,0.08466800206263214,7.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0158125,0.014154697762580448,7.125,0.0,0.890625,0.0,6.044177083333333,0.7035482999730476,0.0,0.0,0.24447786458333332,0.08794353749663093,0.050124999999999996,0.0012437342963832743,2.0,0.0,0.0,0.0,3.55,1.2114041439585714,37.1614375,4.821807724336253,0.00018750000000000003,0.0013849074878850216,0.0175,0.04337337893224368,153.47939924906484,19.33121759772881
failure_only,flocking_topology_partition,100,2.3034281583752954,0.7041063667841885,1.308843727285441,0.9577061497851835,1.3456678172992271,0.9584629274025616,,,3.668356821760532,0.03503003280502614,6.551250725979503,11.451247866398027,0.060388392857142884,0.09703731119424716,3.2222560610661044,0.7734855061491848,0.7249894183757715,0.1323676941355203,650100.48,3585.9124040612032,0.6003554687500009,0.04760530581568572,1.3626301990914413,0.6656487409109867,0.9261270740914411,0.6011822838999072,0.43006249999999996,0.13424468972272235,0.0,0.0,0.5699375000000001,0.13424468972272238,0.09050000000000001,0.024819347291981715,0.17310714285714282,0.314207290675448,0.0038749999999999995,0.006298561343672061,0.2339843750000009,0.08133420366332217,31.47,28.44835847636907,8.321106608200086,11.579878022678026,26.656389961721516,46.874366723515465,99.98426095367176,71.5130185582362,0.9071569940476191,0.10595977820211801,1.5640810642238785,0.8924749407819543,2.035520149762482,0.12337805738343471,12.751673558449752,2.8558436296643213,3385.94,18.676627104485437,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3628125,0.10799802877251974,0.35768750000000005,0.10899345952280809,4.8675625,0.33215053886566254,0.6069570312500009,0.04125579589815686,0.14077604166666668,0.050118311358859066,0.7718749999999999,0.6699344067705434,0.36424999999999996,0.2558656874221317,0.7002499999999999,0.38865545474108554,1.6113678715200017,0.08466800206263214,7.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0158125,0.014154697762580448,7.066124999999999,0.05264993471031088,0.8832656249999998,0.00658124183878886,5.987302083333333,0.7049115373570871,0.0,0.0,0.2515872395833333,0.08811394216963589,0.050124999999999996,0.0012437342963832743,2.0,0.0,0.0,0.0,3.55,1.2114041439585714,36.825937499999995,4.828731747878396,0.0009375,0.0029810600044279556,0.04124999999994999,0.10905130673199943,153.47939924906484,19.33121759772881
failure_only,flocking_topology_resilient,100,2.299751709839878,0.6969816997569973,0.6767658437626174,0.0677448158182947,0.7192545522769797,0.11476329024589707,,,3.670025609153309,0.034181830384155565,0.462495682842999,0.4005755063493833,0.022213690476190512,0.011526605103139763,3.3223740802371022,0.8065324707340045,0.7228115254291333,0.1328902796608835,649931.52,4055.5945075414033,0.5770162760416667,0.07344243568774368,1.0470531854046186,0.14172122512493684,0.6142688104046184,0.06835676652349139,0.4346875,0.13183019084697556,0.0,0.0,0.5653125,0.1318301908469756,0.088,0.023892336637507852,0.10087618833902948,0.2206761277290027,0.004375,0.007577722283113837,0.23308203125000052,0.08072830847601384,89.12,28.14756827862755,1.792362887896243,0.5755430675567978,4.475071054567583,0.6868910445683076,25.348812155465577,44.86082763340498,0.9705208333333334,0.014325015500210753,1.5800059093705516,0.8949415106613042,2.0300241134236523,0.1149620841189348,12.648937835139634,2.8908880446254783,3385.06,21.122888060111478,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65625,0.1774185552584622,0.57,0.1544192750274395,4.866125,0.32999666191493515,0.6063079427083333,0.04097646251568801,0.14026041666666722,0.05061191719456302,0.7711874999999999,0.6650962659410666,0.3644375,0.25498268170358157,0.701,0.3883536162442678,1.6113162886921395,0.08442171297996445,7.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094374999999998,0.012326768382264664,7.0910625000000005,0.04545133902042929,0.8863828125000001,0.005681417377553661,5.9778593749999995,0.7088167822953931,0.3087165631326634,0.1271665854696303,0.252767578125,0.08860209778692414,0.050124999999999996,0.0012437342963832743,2.0,0.0,0.016624999999999997,0.01904394588839193,3.23,1.455025772967613,36.962937499999995,4.838333847304126,0.017187499999999998,0.019692459692735188,0.024375,0.046215734303613754,155.92497288131526,19.27756234937083
