scenario,candidate,baseline,metric,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper
stable_control,combined,m9c_baseline,decision_loss,5,0.286299213822344,0.286299213822344,0.0,0.0,0.0
stable_control,combined,cross_channel,decision_loss,5,0.286299213822344,0.286299213822344,0.0,0.0,0.0
stable_control,combined,ramp_rate,decision_loss,5,0.286299213822344,0.286299213822344,0.0,0.0,0.0
stable_control,combined,influence_budget,decision_loss,5,0.2864746764770644,0.286299213822344,0.00017546265472040412,-0.00021055906037915404,0.0007285631859789588
failure_partition,combined,m9c_baseline,decision_loss,5,0.359742185359362,0.359742185359362,0.0,0.0,0.0
failure_partition,combined,cross_channel,decision_loss,5,0.359742185359362,0.359742185359362,0.0,0.0,0.0
failure_partition,combined,ramp_rate,decision_loss,5,0.359742185359362,0.359742185359362,0.0,0.0,0.0
failure_partition,combined,influence_budget,decision_loss,5,0.3601202663958249,0.359742185359362,0.0003780810364629406,-0.005963373202493372,0.005442402228201449
flapping_reconnect,combined,m9c_baseline,decision_loss,5,0.3298464004678406,0.3298464004678406,0.0,0.0,0.0
flapping_reconnect,combined,cross_channel,decision_loss,5,0.3298464004678406,0.3298464004678406,0.0,0.0,0.0
flapping_reconnect,combined,ramp_rate,decision_loss,5,0.3298464004678406,0.3298464004678406,0.0,0.0,0.0
flapping_reconnect,combined,influence_budget,decision_loss,5,0.32982736662198675,0.3298464004678406,-1.9033845853899668e-05,-0.00023258183429856195,0.00017548029673686294
admission_censoring_control,combined,m9c_baseline,decision_loss,5,0.3465874515977527,0.3465874515977527,0.0,0.0,0.0
admission_censoring_control,combined,cross_channel,decision_loss,5,0.3465874515977527,0.3465874515977527,0.0,0.0,0.0
admission_censoring_control,combined,ramp_rate,decision_loss,5,0.3465874515977527,0.3465874515977527,0.0,0.0,0.0
admission_censoring_control,combined,influence_budget,decision_loss,5,0.34995492950743695,0.3465874515977527,0.003367477909684191,0.00011588745021300362,0.00716125824427426
source_assignment_competition,combined,m9c_baseline,decision_loss,5,1.0912783171618294,1.0912783171618294,0.0,0.0,0.0
source_assignment_competition,combined,cross_channel,decision_loss,5,1.0912783171618294,1.0912783171618294,0.0,0.0,0.0
source_assignment_competition,combined,ramp_rate,decision_loss,5,1.0912783171618294,1.0912783171618294,0.0,0.0,0.0
source_assignment_competition,combined,influence_budget,decision_loss,5,1.1189760257067565,1.0912783171618294,0.02769770854492708,0.019057014225779056,0.0356024696226513
genuine_target_maneuver,combined,m9c_baseline,decision_loss,5,0.2863361838655997,0.2863361838655997,0.0,0.0,0.0
genuine_target_maneuver,combined,cross_channel,decision_loss,5,0.2863361838655997,0.2863361838655997,0.0,0.0,0.0
genuine_target_maneuver,combined,ramp_rate,decision_loss,5,0.2863361838655997,0.2863361838655997,0.0,0.0,0.0
genuine_target_maneuver,combined,influence_budget,decision_loss,5,0.2863361838655997,0.2863361838655997,0.0,0.0,0.0
legitimate_heterogeneous_precision,combined,m9c_baseline,decision_loss,5,0.17685608429243535,0.17685608429243535,0.0,0.0,0.0
legitimate_heterogeneous_precision,combined,cross_channel,decision_loss,5,0.17685608429243535,0.17685608429243535,0.0,0.0,0.0
legitimate_heterogeneous_precision,combined,ramp_rate,decision_loss,5,0.17685608429243535,0.17685608429243535,0.0,0.0,0.0
legitimate_heterogeneous_precision,combined,influence_budget,decision_loss,5,0.17685608429243535,0.17685608429243535,0.0,0.0,0.0
raw_attack_mild,combined,m9c_baseline,decision_loss,5,1.9796377948979924,0.32060986068251396,1.6590279342154783,1.4312737673810765,1.8867821010498804
raw_attack_mild,combined,cross_channel,decision_loss,5,0.32060986068251396,0.32060986068251396,0.0,0.0,0.0
raw_attack_mild,combined,ramp_rate,decision_loss,5,1.9675702830009612,0.32060986068251396,1.6469604223184473,1.4042298791289272,1.859212527083627
raw_attack_mild,combined,influence_budget,decision_loss,5,1.7119679521681128,0.32060986068251396,1.3913580914855987,1.3502236782097292,1.4430671059025564
raw_attack_moderate,combined,m9c_baseline,decision_loss,5,3.2881193876070207,0.3470898123255831,2.941029575281438,2.745742036330766,3.077671039954293
raw_attack_moderate,combined,cross_channel,decision_loss,5,0.3470898123255831,0.3470898123255831,0.0,0.0,0.0
raw_attack_moderate,combined,ramp_rate,decision_loss,5,3.1919196611645884,0.3470898123255831,2.844829848839005,2.6745737461410726,2.9866662555452512
raw_attack_moderate,combined,influence_budget,decision_loss,5,1.9090913290439715,0.3470898123255831,1.5620015167183883,1.5321942128897148,1.6033711940303532
raw_attack_severe,combined,m9c_baseline,decision_loss,5,4.233742209305921,0.361948638173999,3.871793571131922,3.7508555417917444,3.9734187181900964
raw_attack_severe,combined,cross_channel,decision_loss,5,0.361948638173999,0.361948638173999,0.0,0.0,0.0
raw_attack_severe,combined,ramp_rate,decision_loss,5,3.9312308149857444,0.361948638173999,3.5692821768117455,3.431289768535742,3.66906208864903
raw_attack_severe,combined,influence_budget,decision_loss,5,4.193601359408392,0.361948638173999,3.8316527212343936,3.6816827184489607,3.9408140919087793
raw_channel_colluding_ramp,combined,m9c_baseline,decision_loss,5,3.427475573155488,0.45310169564985137,2.9743738775056365,2.8196409839652943,3.085127590364528
raw_channel_colluding_ramp,combined,cross_channel,decision_loss,5,0.45602186425299635,0.45310169564985137,0.0029201686031449904,0.000364130750954017,0.006951893991803193
raw_channel_colluding_ramp,combined,ramp_rate,decision_loss,5,3.207713295485642,0.45310169564985137,2.754611599835791,2.6638210442225265,2.8411003737974676
raw_channel_colluding_ramp,combined,influence_budget,decision_loss,5,1.9149413312452956,0.45310169564985137,1.4618396355954446,1.4385060509972964,1.4865207099702769
