scenario,arm,runs,decision_loss_mean,decision_loss_std,position_rmse_mean,position_rmse_std,best_hypothesis_rmse_mean,best_hypothesis_rmse_std,selection_rate_mean,selection_rate_std,mixture_rate_mean,mixture_rate_std,abstention_rate_mean,abstention_rate_std,wrong_mode_action_rate_mean,wrong_mode_action_rate_std,mean_nees_mean,mean_nees_std,p95_nees_mean,p95_nees_std,coverage95_rate_mean,coverage95_rate_std,mean_residual_mass_mean,mean_residual_mass_std,cross_diagnostic_rate_mean,cross_diagnostic_rate_std,strong_floor_rate_mean,strong_floor_rate_std,ramp_diagnostic_rate_mean,ramp_diagnostic_rate_std,influence_cap_rate_mean,influence_cap_rate_std,trust_alert_rate_mean,trust_alert_rate_std,mean_raw_trust_mean,mean_raw_trust_std,minimum_raw_trust_mean,minimum_raw_trust_std,mean_raw_only_precision_fraction_mean,mean_raw_only_precision_fraction_std,mean_trust_residual_mass_mean,mean_trust_residual_mass_std,strategic_alert_rate_mean,strategic_alert_rate_std,nonstrategic_alert_rate_mean,nonstrategic_alert_rate_std,quarantine_rate_mean,quarantine_rate_std,mean_sensor_speed_mean,mean_sensor_speed_std,shadow_max_decision_loss_difference_mean,shadow_max_decision_loss_difference_std,shadow_action_difference_rate_mean,shadow_action_difference_rate_std,runtime_seconds_mean,runtime_seconds_std
stable_control,m9c_baseline,5,0.286299213822344,0.009461906658952622,0.3217840763567991,0.010840292897410652,0.3217840763567991,0.010840292897410652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8498080720496817,0.12138503097372712,5.293589488886822,0.490876476942113,0.9662499999999999,0.021139418156609708,0.012537877201206363,0.0011634476089394438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075000000000000015,0.00918558653543692,0.9479159593116309,0.05954153108088017,0.0,0.0,0.0,0.0,27.999594441754745,0.23046673848275964
stable_control,cross_channel,5,0.286299213822344,0.009461906658952622,0.3217840763567991,0.010840292897410652,0.3217840763567991,0.010840292897410652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8498080720496817,0.12138503097372712,5.293589488886822,0.490876476942113,0.9662499999999999,0.021139418156609708,0.012537877201206363,0.0011634476089394438,0.09,0.018791620472966137,0.0,0.0,0.99875,0.002499999999999991,0.0,0.0,0.0,0.0,0.9968676784961856,0.0009758721782784638,0.8449403198505298,0.027996206977727287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075000000000000015,0.00918558653543692,0.9479159593116309,0.05954153108088017,0.0,0.0,0.0,0.0,27.999594441754745,0.23046673848275964
stable_control,ramp_rate,5,0.286299213822344,0.009461906658952622,0.3217840763567991,0.010840292897410652,0.3217840763567991,0.010840292897410652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8498080720496817,0.12138503097372712,5.293589488886822,0.490876476942113,0.9662499999999999,0.021139418156609708,0.012537877201206363,0.0011634476089394438,0.09,0.018791620472966137,0.0,0.0,0.99875,0.002499999999999991,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075000000000000015,0.00918558653543692,0.9479159593116309,0.05954153108088017,0.0,0.0,0.0,0.0,27.999594441754745,0.23046673848275964
stable_control,influence_budget,5,0.2864746764770644,0.009254430919759516,0.321899733824553,0.010757723991691686,0.321899733824553,0.010757723991691686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8498363980152213,0.12179077489619038,5.293797094421976,0.4909273227691654,0.9662499999999999,0.021139418156609708,0.012208567250329863,0.0007347869699468561,0.09,0.018791620472966137,0.0,0.0,0.99875,0.002499999999999991,0.005,0.004677071733467427,0.0,0.0,1.0,0.0,1.0,0.0,0.008125048646655758,0.002945961965417488,0.0,0.0,0.0,0.0,0.0,0.0,0.0075000000000000015,0.00918558653543692,0.9479159593116309,0.05954153108088017,0.0,0.0,0.0,0.0,27.999594441754745,0.23046673848275964
stable_control,combined,5,0.286299213822344,0.009461906658952622,0.3217840763567991,0.010840292897410652,0.3217840763567991,0.010840292897410652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8498080720496817,0.12138503097372712,5.293589488886822,0.490876476942113,0.9662499999999999,0.021139418156609708,0.012537877201206363,0.0011634476089394438,0.09,0.018791620472966137,0.0,0.0,0.99875,0.002499999999999991,0.0,0.0,0.0,0.0,0.9968676784961856,0.0009758721782784638,0.8449403198505298,0.027996206977727287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075000000000000015,0.00918558653543692,0.9479159593116309,0.05954153108088017,0.0,0.0,0.0,0.0,27.999594441754745,0.23046673848275964
failure_partition,m9c_baseline,5,0.359742185359362,0.010413102311465377,0.39580517617662153,0.010863011711999226,0.39580517617662153,0.010863011711999226,0.9800000000000001,0.019121323175972958,0.0,0.0,0.02,0.019121323175972944,0.0,0.0,1.8185967930844082,0.10371581275354945,5.134984642093429,0.49945429899085314,0.9637499999999999,0.012747548783981964,0.020922622470486492,0.005135693572731943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.22068784515690937,0.9280554516469062,0.04921079365633601,0.0,0.0,0.0,0.0,23.856885733362287,0.6892526671284305
failure_partition,cross_channel,5,0.359742185359362,0.010413102311465377,0.39580517617662153,0.010863011711999226,0.39580517617662153,0.010863011711999226,0.9800000000000001,0.019121323175972958,0.0,0.0,0.02,0.019121323175972944,0.0,0.0,1.8185967930844082,0.10371581275354945,5.134984642093429,0.49945429899085314,0.9637499999999999,0.012747548783981964,0.020922622470486492,0.005135693572731943,0.0675,0.01274754878398196,0.0,0.0,0.91375,0.050836748519156885,0.0,0.0,0.0,0.0,0.9968100511155107,0.0013102135584376672,0.860240158905493,0.039645310776056285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.22068784515690937,0.9280554516469062,0.04921079365633601,0.0,0.0,0.0,0.0,23.856885733362287,0.6892526671284305
failure_partition,ramp_rate,5,0.359742185359362,0.010413102311465377,0.39580517617662153,0.010863011711999226,0.39580517617662153,0.010863011711999226,0.9800000000000001,0.019121323175972958,0.0,0.0,0.02,0.019121323175972944,0.0,0.0,1.8185967930844082,0.10371581275354945,5.134984642093429,0.49945429899085314,0.9637499999999999,0.012747548783981964,0.020922622470486492,0.005135693572731943,0.0675,0.01274754878398196,0.0,0.0,0.91375,0.050836748519156885,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.22068784515690937,0.9280554516469062,0.04921079365633601,0.0,0.0,0.0,0.0,23.856885733362287,0.6892526671284305
failure_partition,influence_budget,5,0.3601202663958249,0.008407452177450807,0.39872570145738007,0.012440798099437681,0.39872570145738007,0.012440798099437681,0.9824999999999999,0.015512092057488566,0.0,0.0,0.0175,0.015512092057488571,0.0,0.0,1.8202306680742093,0.11070816248149049,5.132434534383341,0.4950933988951627,0.9637499999999999,0.012747548783981964,0.02011242093149472,0.004281713845246541,0.0675,0.01274754878398196,0.0,0.0,0.91375,0.050836748519156885,0.06625,0.10447786846983433,0.0,0.0,1.0,0.0,1.0,0.0,0.03756603761370704,0.04149991384741624,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.22068784515690937,0.9280554516469062,0.04921079365633601,0.0,0.0,0.0,0.0,23.856885733362287,0.6892526671284305
failure_partition,combined,5,0.359742185359362,0.010413102311465377,0.39580517617662153,0.010863011711999226,0.39580517617662153,0.010863011711999226,0.9800000000000001,0.019121323175972958,0.0,0.0,0.02,0.019121323175972944,0.0,0.0,1.8185967930844082,0.10371581275354945,5.134984642093429,0.49945429899085314,0.9637499999999999,0.012747548783981964,0.020922622470486492,0.005135693572731943,0.0675,0.01274754878398196,0.0,0.0,0.91375,0.050836748519156885,0.0,0.0,0.0,0.0,0.9968100511155107,0.0013102135584376672,0.860240158905493,0.039645310776056285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.22068784515690937,0.9280554516469062,0.04921079365633601,0.0,0.0,0.0,0.0,23.856885733362287,0.6892526671284305
