scenario,algorithm,runs,position_rmse_mean,position_rmse_std,best_hypothesis_rmse_mean,best_hypothesis_rmse_std,agent_position_rmse_mean,agent_position_rmse_std,recovery_steps_mean,recovery_steps_std,information_gain_mean,information_gain_std,nees_calibration_error_mean,nees_calibration_error_std,coverage_calibration_error_mean,coverage_calibration_error_std,estimate_disagreement_mean,estimate_disagreement_std,runtime_seconds_mean,runtime_seconds_std,bytes_sent_mean,bytes_sent_std,mean_truth_consistent_flock_weight_mean,mean_truth_consistent_flock_weight_std,decision_loss_mean,decision_loss_std,mean_decision_base_error_mean,mean_decision_base_error_std,selection_rate_mean,selection_rate_std,mixture_rate_mean,mixture_rate_std,abstention_rate_mean,abstention_rate_std,investigation_rate_mean,investigation_rate_std,wrong_mode_rate_mean,wrong_mode_rate_std,wrong_mode_action_rate_mean,wrong_mode_action_rate_std,mean_output_confidence_mean,mean_output_confidence_std,ambiguity_resolution_steps_mean,ambiguity_resolution_steps_std,mean_nees_mean,mean_nees_std,coverage95_rate_mean,coverage95_rate_std,mean_nis_mean,mean_nis_std,spatial_diversity_mean,spatial_diversity_std,messages_mean,messages_std,mean_momentum_mean,mean_momentum_std,mean_momentum_change_score_mean,mean_momentum_change_score_std,mean_momentum_corroborating_agents_mean,mean_momentum_corroborating_agents_std,mean_momentum_biased_agents_mean,mean_momentum_biased_agents_std,momentum_fallback_rate_mean,momentum_fallback_rate_std,momentum_change_events_mean,momentum_change_events_std,mean_hypothesis_flocks_mean,mean_hypothesis_flocks_std,multiflock_rate_mean,multiflock_rate_std,mean_primary_flock_size_mean,mean_primary_flock_size_std,mean_primary_flock_weight_mean,mean_primary_flock_weight_std,mean_alternative_flock_weight_mean,mean_alternative_flock_weight_std,mean_quarantined_agents_mean,mean_quarantined_agents_std,quarantine_rate_mean,quarantine_rate_std,mean_suspected_bias_agents_mean,mean_suspected_bias_agents_std,mean_bias_estimate_norm_mean,mean_bias_estimate_norm_std,mean_operational_agents_mean,mean_operational_agents_std,mean_delivery_ratio_mean,mean_delivery_ratio_std,mean_message_age_mean,mean_message_age_std,partition_active_rate_mean,partition_active_rate_std,movement_distance_mean,movement_distance_std
persistent_equal_reference,flocking_robust_multiflock,100,3.8134099512138717,2.7321773753552163,0.7062676063982637,0.05468872007711023,3.815489517905261,2.7317808869887408,,,3.630797539762451,0.012075471284435332,66.877626165252,61.26902876196363,0.5023377976190476,0.45022905316615397,3.7022414298696056,0.04733244057081805,0.933769934992306,0.021857736549460022,737280.0,0.0,0.5046293898809524,0.0032003924096771982,3.6539733957007297,2.7879547574903567,3.6539733957007297,2.7879547574903567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270951907630499,0.48065803795413886,0.5234375000000001,0.4773383029558282,0.011906175595238095,0.006186681519879114,159.31,0.48363209157374987,68.77523524079979,61.38060545049532,0.45978199404761905,0.4633959105038781,1.7663344824424982,0.08038209516862077,5.823226340772189,0.046230509576103834,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9965625,0.0068107795992823255,0.9929375000000001,0.005772713291858518,4.007875,0.009945947667266372,0.505674181547619,0.0031106876927677915,0.49377968749999995,0.003095509856537827,0.0005,0.0022844583603121335,0.0005,0.0022844583603121335,0.051875,0.028797515083770684,3.121483777876203,0.023105245431151455,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,148.22206510960544,26.100589326963775
persistent_equal_reference,flocking_robust_temporal,100,3.5124092473062563,2.723358954920128,0.7062676063982637,0.05468872007711023,3.515762736727495,2.719034161822901,,,3.630797539762451,0.012075471284435332,59.65470292659068,60.53187721801244,0.45029613095238097,0.4439397571502039,3.7022414298696056,0.04733244057081805,0.9742083441745489,0.01957671043249426,737280.0,0.0,0.5046293898809524,0.0032003924096771982,3.3315408547526477,2.7638523199905904,3.3315408547526477,2.7638523199905904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4693539327250095,0.47455064361164906,0.4666875,0.47223790267062427,0.011906175595238095,0.006186681519879114,159.31,0.48363209157374987,61.45240442411269,60.73058001524491,0.513828869047619,0.4578251391666767,1.7663344824424982,0.08038209516862077,5.823226340772189,0.046230509576103834,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9965625,0.0068107795992823255,0.9929375000000001,0.005772713291858518,4.007875,0.009945947667266372,0.505674181547619,0.0031106876927677915,0.49377968749999995,0.003095509856537827,0.0005,0.0022844583603121335,0.0005,0.0022844583603121335,0.051875,0.028797515083770684,3.121483777876203,0.023105245431151455,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,148.22206510960544,26.100589326963775
persistent_equal_reference,flocking_robust_active_no_investigation,100,3.2471692890468686,0.06225616021945284,0.7062676063982637,0.05468872007711023,0.853101131645501,0.15552475179830558,,,3.630797539762451,0.012075471284435332,0.39667289206189776,0.3590564112329647,0.014167410714285738,0.010583483433832686,3.7022414298696056,0.04733244057081805,0.9796356662153266,0.02795691754142686,737280.0,0.0,0.5046293898809524,0.0032003924096771982,1.3755824911516834,0.044737360056929534,0.6380387411516835,0.045031741310917694,0.023624999999999997,0.008995658675161037,0.0,0.0,0.976375,0.008995658675161033,0.052625000000000005,0.004346334662678426,0.4725,0.43986345734910853,0.007812499999999999,0.007146622891268295,0.011906175595238095,0.006186681519879114,159.31,0.48363209157374987,2.1674540742256854,0.5081633819643684,0.9601413690476192,0.014487176459940798,1.7663344824424982,0.08038209516862077,5.823226340772189,0.046230509576103834,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9965625,0.0068107795992823255,0.9929375000000001,0.005772713291858518,4.007875,0.009945947667266372,0.505674181547619,0.0031106876927677915,0.49377968749999995,0.003095509856537827,0.0005,0.0022844583603121335,0.0005,0.0022844583603121335,0.051875,0.028797515083770684,3.121483777876203,0.023105245431151455,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,148.22206510960544,26.100589326963775
persistent_equal_reference,flocking_robust_active,100,3.2445161648639993,0.06706935728632338,0.703835223779506,0.0669633863175312,0.8556445172485513,0.16405283793340486,,,3.6347738438258275,0.012153253118755087,0.4499438447350518,0.45476413075375666,0.017134375000000025,0.010418441017035453,3.7088162602168695,0.04359154449698523,0.9589125028974377,0.017587191287079994,737280.0,0.0,0.5044720238095237,0.0033126712869653583,1.3739951989966586,0.049013687897015726,0.6366514489966586,0.05090428818886374,0.024,0.009467048114380743,0.0,0.0,0.9760000000000001,0.009467048114380736,0.053437500000000006,0.009030114547999932,0.4620833333333333,0.43185223649608057,0.007999999999999998,0.007185053931599957,0.01178563988095238,0.006393830383427153,159.31,0.48363209157374987,2.187832259888974,0.6115381592183609,0.9619903273809522,0.016073666948262157,1.7590902877943393,0.08046060109860993,5.746303586796244,0.049508964217854834,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9966875000000002,0.007096158732018351,0.9929375000000004,0.005906498010665883,4.007875,0.00994594766726637,0.5055982886904762,0.0032422339388254195,0.49382433035714285,0.0032060545675850136,0.00037500000000000006,0.001940521837032503,0.00037500000000000006,0.001940521837032503,0.050875000000000004,0.031325159616512735,3.121367765136112,0.022981215160512714,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,150.06391296186973,26.24718161655868
transient_reference,flocking_robust_multiflock,100,2.6399165570828065,1.7668785028183092,0.6614292462974063,0.042406213815594264,2.6436600728688773,1.7637665266951772,,,3.684011616910476,0.010194533617871723,30.461381659207813,27.775844045546236,0.22732187499999995,0.1912685145534609,1.8578569856640328,0.04503462317317754,1.0294996291585266,0.019460200431323477,737280.0,0.0,0.7596769345238096,0.003343533795355095,1.9556954723709743,1.2496437137780587,1.9556954723709743,1.2496437137780587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49636510350121266,0.4480608038814431,0.2375,0.21439777575805213,0.5602744791666667,0.005624737598498989,76.09,7.613271307394738,32.28047851395067,27.97294954052219,0.740205654761905,0.21034545923105166,1.9986797880963048,0.08707359286989154,5.126845687143042,0.04237908623747138,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4907500000000002,0.009940447676035524,0.4788750000000001,0.005287071495639157,5.985125,0.04153105013119703,0.7618126488095238,0.00279583172944057,0.2363856398809524,0.0027500817020997474,0.005,0.011924240017711822,0.005,0.011924240017711822,0.12068749999999998,0.03752806241667694,1.5479566829551528,0.01595984345962598,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,153.80062837393928,25.22426540736734
transient_reference,flocking_robust_temporal,100,1.111610573058952,1.1768468072611369,0.6614292462974063,0.042406213815594264,1.1181073586725467,1.1745037991075034,,,3.684011616910476,0.010194533617871723,7.178600308470945,18.178684449665646,0.06795803571428574,0.12337891559444733,1.8578569856640328,0.04503462317317754,1.0197861024690793,0.01727649826740547,737280.0,0.0,0.7596769345238096,0.003343533795355095,0.8951897430179692,0.8209906711449736,0.8951897430179692,0.8209906711449736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11546492165366247,0.29309250561039735,0.0549375,0.13949208926942774,0.5602744791666667,0.005624737598498989,76.09,7.613271307394738,8.638743242781997,18.382708148303696,0.9179660714285716,0.13716588078558933,1.9986797880963048,0.08707359286989154,5.126845687143042,0.04237908623747138,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4907500000000002,0.009940447676035524,0.4788750000000001,0.005287071495639157,5.985125,0.04153105013119703,0.7618126488095238,0.00279583172944057,0.2363856398809524,0.0027500817020997474,0.005,0.011924240017711822,0.005,0.011924240017711822,0.12068749999999998,0.03752806241667694,1.5479566829551528,0.01595984345962598,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,153.80062837393928,25.22426540736734
transient_reference,flocking_robust_active_no_investigation,100,2.220306814634948,0.06589691825605201,0.6614292462974063,0.042406213815594264,0.7714592258714015,0.16572818911305873,,,3.684011616910476,0.010194533617871723,0.7809445983676571,0.8509666314830441,0.017991220238095268,0.01183866724735942,1.8578569856640328,0.04503462317317754,1.0396346320258454,0.04454978903754832,737280.0,0.0,0.7596769345238096,0.003343533795355095,0.9485352391900114,0.056821567598181286,0.6142571141900114,0.057838345289521705,0.5628125,0.007036456405748547,0.0,0.0,0.4371875,0.007036456405748555,0.06387499999999999,0.003257203555198846,0.1393962148962149,0.1710851966771026,0.008,0.010003124511871277,0.5602744791666667,0.005624737598498989,76.09,7.613271307394738,2.350224112690098,1.1006188007242355,0.9630806547619047,0.017109486223998854,1.9986797880963048,0.08707359286989154,5.126845687143042,0.04237908623747138,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4907500000000002,0.009940447676035524,0.4788750000000001,0.005287071495639157,5.985125,0.04153105013119703,0.7618126488095238,0.00279583172944057,0.2363856398809524,0.0027500817020997474,0.005,0.011924240017711822,0.005,0.011924240017711822,0.12068749999999998,0.03752806241667694,1.5479566829551528,0.01595984345962598,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,153.80062837393928,25.22426540736734
transient_reference,flocking_robust_active,100,2.2153001217824566,0.07011975832669265,0.6652147736370188,0.04529704492758446,0.7770588787107132,0.16133949963001828,,,3.687348566443345,0.01005026354384893,0.7607540427692999,0.8433542098664683,0.016919047619047646,0.01143999492439183,1.8688467158543591,0.04033781809861262,1.0100494867563248,0.02178245379785786,737280.0,0.0,0.7595076636904762,0.0031449485621617593,0.9506369136973727,0.055371747191698066,0.6164306636973726,0.05619149604085043,0.562875,0.0064843561746714485,0.0,0.0,0.437125,0.00648435617467146,0.063625,0.00284769643747363,0.14344466644466644,0.1657464968720358,0.0080625,0.009282670345864922,0.5600792410714286,0.00512856629629401,76.07,7.60165113643082,2.3679553577595827,1.0745240302502996,0.9627224702380951,0.015977058779590585,1.9936481854835222,0.0854861576911126,5.051601851261705,0.04811378433322541,3840.0,0.0,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4907500000000002,0.009539392014169456,0.47900000000000004,0.005193144519460253,5.9844375,0.04144362699800778,0.7617712053571429,0.002690616595964687,0.2364375,0.002721670050711076,0.005625,0.012823927830426993,0.0055000000000000005,0.012446133937894129,0.12100000000000001,0.03664142123335283,1.5478828956067288,0.01589262247777034,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,155.7866069741815,25.220462488183436
bursty_links,flocking_robust_multiflock,100,2.6372312978672454,1.7376550499058203,0.6622240417375685,0.037488649594216286,2.6446702996964975,1.7353006680526266,,,3.69238507271732,0.01081178740354052,29.434269775495377,26.826144913138847,0.2249194196428571,0.19138842994889332,1.937233708009258,0.037741481522702396,0.9048621695581823,0.03292862156284599,580615.68,9991.15755744048,0.7597422619047617,0.0033785617936915877,1.9456593951262795,1.2316455840099592,1.9456593951262795,1.2316455840099592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4950851446798814,0.4452641577515161,0.2368125,0.21295520178842778,0.5597747767857143,0.005575845681802387,76.02,7.594708684340697,31.3212877102261,26.949589516939028,0.7406024553571429,0.20825692004907012,1.9918091312051844,0.08426922940892552,4.9361516562298595,0.04909288700056762,3024.04,52.0372789450025,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4900625000000005,0.00914701966489631,0.47843750000000007,0.005182226234930318,5.9879375,0.03861119292057684,0.7621364583333333,0.002465392331003237,0.2361503720238095,0.002627973640447652,0.004625000000000001,0.011679977525663309,0.0045000000000000005,0.011252777434926899,0.12093749999999998,0.038328096336108314,1.5472149948384375,0.01568737539876054,8.0,0.0,0.7875104166666667,0.013551374725261058,0.0,0.0,0.0,0.0,160.21335992367986,24.148577354491817
bursty_links,flocking_robust_temporal,100,1.1314156528180073,1.1821137492220595,0.6622240417375685,0.037488649594216286,1.1433944051110705,1.182258546703874,,,3.69238507271732,0.01081178740354052,7.150898207531027,17.696266365746695,0.06963534226190476,0.12809990189795303,1.937233708009258,0.037741481522702396,0.8927696008561179,0.019667095982584183,580615.68,9991.15755744048,0.7597422619047617,0.0033785617936915877,0.9084753307769654,0.8268682714653175,0.9084753307769654,0.8268682714653175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12083495101389838,0.3011735386053744,0.0574375,0.14317192189374983,0.5597747767857143,0.005575845681802387,76.02,7.594708684340697,8.659472492217082,17.8869956836617,0.915029538690476,0.14154763365735545,1.9918091312051844,0.08426922940892552,4.9361516562298595,0.04909288700056762,3024.04,52.0372789450025,0.7199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4900625000000005,0.00914701966489631,0.47843750000000007,0.005182226234930318,5.9879375,0.03861119292057684,0.7621364583333333,0.002465392331003237,0.2361503720238095,0.002627973640447652,0.004625000000000001,0.011679977525663309,0.0045000000000000005,0.011252777434926899,0.12093749999999998,0.038328096336108314,1.5472149948384375,0.01568737539876054,8.0,0.0,0.7875104166666667,0.013551374725261058,0.0,0.0,0.0,0.0,160.21335992367986,24.148577354491817
