scenario,runs,baseline_decision_loss_mean,baseline_decision_loss_std,baseline_abstention_rate_mean,baseline_abstention_rate_std,baseline_wrong_mode_action_rate_mean,baseline_wrong_mode_action_rate_std,candidate_decision_loss_mean,candidate_decision_loss_std,candidate_position_rmse_mean,candidate_position_rmse_std,candidate_best_hypothesis_rmse_mean,candidate_best_hypothesis_rmse_std,candidate_selection_rate_mean,candidate_selection_rate_std,candidate_mixture_rate_mean,candidate_mixture_rate_std,candidate_abstention_rate_mean,candidate_abstention_rate_std,candidate_wrong_mode_action_rate_mean,candidate_wrong_mode_action_rate_std,candidate_mean_nees_mean,candidate_mean_nees_std,candidate_p95_nees_mean,candidate_p95_nees_std,candidate_coverage95_rate_mean,candidate_coverage95_rate_std,candidate_mean_residual_mass_mean,candidate_mean_residual_mass_std,candidate_max_residual_mass_mean,candidate_max_residual_mass_std,candidate_mean_model_residual_mass_mean,candidate_mean_model_residual_mass_std,candidate_mean_admission_residual_mass_mean,candidate_mean_admission_residual_mass_std,candidate_mean_model_nis_mean,candidate_mean_model_nis_std,candidate_mean_assignment_entropy_mean,candidate_mean_assignment_entropy_std,candidate_mean_measurement_eligible_agents_mean,candidate_mean_measurement_eligible_agents_std,candidate_mean_belief_admitted_agents_mean,candidate_mean_belief_admitted_agents_std,candidate_mean_belief_censored_measurement_agents_mean,candidate_mean_belief_censored_measurement_agents_std,candidate_belief_censoring_rate_mean,candidate_belief_censoring_rate_std,candidate_mean_robust_excluded_measurement_agents_mean,candidate_mean_robust_excluded_measurement_agents_std,candidate_mean_unreachable_measurement_agents_mean,candidate_mean_unreachable_measurement_agents_std,candidate_mean_covariance_floored_agents_mean,candidate_mean_covariance_floored_agents_std,candidate_mean_model_rejected_measurement_agents_mean,candidate_mean_model_rejected_measurement_agents_std,candidate_covariance_floor_rate_mean,candidate_covariance_floor_rate_std,candidate_mean_excluded_secondary_probability_mean,candidate_mean_excluded_secondary_probability_std,candidate_mean_unreachable_secondary_probability_mean,candidate_mean_unreachable_secondary_probability_std,baseline_mean_quarantined_agents_mean,baseline_mean_quarantined_agents_std,candidate_mean_quarantined_agents_mean,candidate_mean_quarantined_agents_std,baseline_quarantine_rate_mean,baseline_quarantine_rate_std,candidate_quarantine_rate_mean,candidate_quarantine_rate_std,motion_distance_difference_mean,motion_distance_difference_std,observer_loss_mean,observer_loss_std,global_loss_mean,global_loss_std,hindsight_floor_loss_mean,hindsight_floor_loss_std,runtime_seconds_mean,runtime_seconds_std,observer_regret_p95,observer_regret_max,observer_regret_over_0_20_rate
stable_control,300,0.2788605383836421,0.014438087043878741,0.00125,0.00408248290463863,0.0,0.0,0.2753868758749937,0.013959828755968491,0.3108923176643892,0.014855417931700187,0.3108923176643892,0.014855417931700187,0.9988958333333335,0.0036018778859860773,0.0,0.0,0.0011041666666666667,0.003601877885986081,0.0,0.0,1.7564347523708772,0.16136112511372594,5.168288322947744,0.6216033988697679,0.9662291666666666,0.01492252852699196,0.01292338602782802,0.002001906650623088,0.05850928952314452,0.03015318290111712,0.012923386027828016,0.0020019066506230883,0.0,0.0,1.940992624668919,0.054194046867801236,0.1250000000000002,2.2550652216179212e-15,7.976666666666667,0.039703764165238624,7.858270833333333,0.05742481119666152,0.11839583333333333,0.03839900963530469,0.08354166666666667,0.030245666585847007,0.0,0.0,0.023333333333333334,0.03970376416523865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023749999999999995,0.006045401144671874,0.004875000000000001,0.013285134235929521,0.004875000000000001,0.013285134235929521,0.004583333333333333,0.012356818855280765,0.004583333333333333,0.012356818855280765,0.0,0.0,0.27455875087499376,0.013455211889747305,0.27407254554067684,0.013273765930338115,0.5742400899508981,0.032585392208005895,3.5718776621853854,1.792869804726494,0.0049218750000000625,0.01874999999999999,0.0
failure_only,300,0.46240352334508467,0.05919311721596367,0.05354166666666667,0.03764151538601436,0.0,0.0,0.36891089295580076,0.028445692709130818,0.40590062793845777,0.028265918504076205,0.40590062793845777,0.028265918504076205,0.9804791666666667,0.02037550059030589,0.0,0.0,0.019520833333333334,0.02037550059030589,0.0,0.0,1.611183753657629,0.17756178921834506,4.848774170456243,0.6949988859066273,0.9728541666666666,0.014213937677700557,0.020090565038184516,0.005058630805865397,0.13608715475887476,0.05572774709959782,0.020090565038184516,0.005058630805865397,0.0,0.0,1.8449211022676415,0.08226152158576638,0.1250000000000002,2.2550652216179212e-15,5.774770833333334,0.03915879242654904,4.256145833333333,0.4512660022362704,1.5186250000000001,0.44590145702273726,0.6432083333333333,0.15538416215053008,0.0,0.0,0.03772916666666667,0.03915879242654905,0.5219375,0.23887948332178577,0.0,0.0,0.1814375,0.07940430069429488,0.0,0.0,0.0071666666666666675,0.010689428838291075,1.106125,0.41898467926444916,1.106125,0.41898467926444916,0.5980833333333333,0.17206080360991255,0.5980833333333333,0.17206080360991255,0.0,0.0,0.35112935253914834,0.02252205489359267,0.3493876516529964,0.02237056676652145,0.7296155789772272,0.2972302910547717,2.3734106987998045,1.191220901519005,0.04875044914216055,0.08477155803587272,0.0
partition_only,300,0.3783625716092303,0.04584978628168717,0.03145833333333333,0.029977566844040043,0.0,0.0,0.3750074693262902,0.045393068275748974,0.41264087528747256,0.046566031440714355,0.41264087528747256,0.046566031440714355,0.9685416666666666,0.029283249146151043,0.0,0.0,0.031458333333333324,0.029283249146151043,0.0,0.0,1.734017865799189,0.1679374450429886,5.136614180467239,0.6643396704179013,0.9673749999999999,0.01562699987201638,0.023004566916844257,0.0065286302826965195,0.1609025709368516,0.06749770088953265,0.023004566916844257,0.0065286302826965195,0.0,0.0,1.892644046654143,0.07654166708637535,0.1250000000000002,2.2550652216179212e-15,5.638020833333333,0.24364391833364568,5.559375,0.24356162592863434,0.07864583333333333,0.03258585747895686,0.065,0.028536343785892874,0.0,0.0,2.3619791666666665,0.24364391833364574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43414583333333323,0.043109291623796786,0.004645833333333333,0.012956440778195565,0.004645833333333333,0.012956440778195565,0.004395833333333334,0.012208031139604598,0.004395833333333334,0.012208031139604598,0.0,0.0,0.35141371932629023,0.032100721996367675,0.27236870262859814,0.013138510249930634,0.6258190180714553,0.08755416994437767,3.0655389586267603,1.5210282955689802,0.06585937500000004,0.10312500000000002,0.0
asymmetric_partition,300,0.412230936333223,0.05255861620476632,0.04416666666666667,0.03590109871423003,0.0,0.0,0.41018292451426186,0.05393352627214702,0.44737571216019345,0.05435063758331862,0.44737571216019345,0.05435063758331862,0.9544166666666666,0.03642233937510818,0.0,0.0,0.04558333333333334,0.03642233937510818,0.0,0.0,1.7365565610306157,0.16507525193279532,5.149037702755086,0.6502464746430903,0.9673749999999999,0.015110185582359116,0.026001412418969732,0.007519502284983434,0.18720182725718174,0.07042828284991377,0.026001412418969732,0.007519502284983435,0.0,0.0,1.8717961138120562,0.08716639749629881,0.1250000000000002,2.2550652216179212e-15,5.350395833333334,0.22285254042596317,5.278833333333333,0.22238033611110694,0.0715625,0.03118378401375732,0.060625,0.0279112245939395,0.0,0.0,2.6496041666666663,0.22285254042596317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4384583333333334,0.002952458956342811,0.004458333333333333,0.011887858535310537,0.004458333333333333,0.011887858535310537,0.0041875,0.010982526367674546,0.0041875,0.010982526367674546,0.0,0.0,0.37599542451426193,0.036813001019154155,0.272513103452944,0.013209060480831675,0.6439496181057256,0.12740966321569497,3.0431859917756325,1.5159798448193973,0.08906249999999993,0.14531250000000007,0.0
failure_partition,300,0.8089009212167588,0.8670138692737412,0.07058333333333332,0.05514444416459578,0.0,0.0,0.4652615582082953,0.06223834602874033,0.4914073452958354,0.05507571833592748,0.4914073452958354,0.05507571833592748,0.9396041666666666,0.04592934545914578,0.0,0.0,0.06039583333333334,0.04592934545914578,0.0,0.0,1.5842723365645413,0.18172954570462563,4.777299948545137,0.6914848438029849,0.9744375000000001,0.0141907118244059,0.029308183958451875,0.009113986252027561,0.20593083480512844,0.07357944495631327,0.029308183958451868,0.009113986252027563,0.0,0.0,1.7890994902623403,0.10561271608608055,0.1250000000000002,2.2550652216179212e-15,4.792583333333334,0.2465600698725476,3.477708333333333,0.39358258125060475,1.314875,0.41061163093406566,0.5483333333333333,0.18084965364142178,0.0,0.0,0.8636666666666667,0.2465600698725476,0.5372916666666666,0.204916670902806,0.0,0.0,0.18418749999999998,0.06701283498019864,0.0,0.0,0.2909166666666667,0.18235451773643804,1.1179166666666667,0.39424153622987124,1.1179166666666667,0.39424153622987124,0.6031875,0.17993740592795965,0.6031875,0.17993740592795965,0.0,0.0,0.41519548565492415,0.03928245383650205,0.3517459664807055,0.02237623182830302,0.844548490322722,0.42405866004779935,2.129134560406092,1.0458848715066513,0.11806207306288888,0.1624939291513658,0.0
staggered_rejoin,300,0.4773943451785196,0.06498945174874138,0.05679166666666667,0.04145113002748605,0.0,0.0,0.3718992916600836,0.02934724735880086,0.40882986059911836,0.028045340954069548,0.40882986059911836,0.028045340954069548,0.9803541666666669,0.021653150832435967,0.0,0.0,0.019645833333333335,0.021653150832435963,0.0,0.0,1.6585979483698243,0.1855206356989895,4.958121205051878,0.6683491513145401,0.9716041666666666,0.015079807944363515,0.020545036229927843,0.005376819782475076,0.13540574110802928,0.05763734082243219,0.020545036229927843,0.005376819782475077,0.0,0.0,1.8737439359973898,0.08392050441925064,0.1250000000000002,2.2550652216179212e-15,5.531020833333334,0.04891877391117056,3.900333333333333,0.4424027592464686,1.6306874999999998,0.436497448028527,0.6952916666666666,0.14548220228108852,0.0,0.0,0.06272916666666667,0.04891877391117057,0.34522916666666664,0.3002126409302339,0.0,0.0,0.12408333333333331,0.10086187612549924,0.0,0.0,0.0148125,0.016401259161519684,1.2357916666666666,0.41601087767896433,1.2357916666666666,0.41601087767896433,0.6479166666666667,0.1747053571175067,0.6479166666666667,0.1747053571175067,0.0,0.0,0.3570108621766754,0.02343650191286488,0.35446098124881464,0.02319840018386864,0.7589257281954203,0.3658722754201908,2.1875469435933823,1.0876982170420848,0.04688246117097989,0.08437500000000003,0.0
flapping_reconnect,300,0.31664461535072747,0.024043233891486274,0.011583333333333334,0.016961762552544144,0.0,0.0,0.3134962968103865,0.023415061272134895,0.3523697070291733,0.023493493466991273,0.3523697070291733,0.023493493466991273,0.9882291666666667,0.01671185280887657,0.0,0.0,0.011770833333333333,0.01671185280887657,0.0,0.0,1.743349407111471,0.16416892224138027,5.116782155841696,0.6403412842784665,0.9672500000000003,0.014907352771926572,0.0170716553925307,0.004509941869597978,0.11449025358008026,0.06487071080789548,0.017071655392530697,0.004509941869597978,0.0,0.0,1.917681017111771,0.06568659162762518,0.1250000000000002,2.2550652216179212e-15,6.940291666666667,0.11469737506683503,6.824979166666667,0.12011875453471964,0.1153125,0.03627558364451219,0.08120833333333333,0.02874091039886447,0.0,0.0,1.0597083333333335,0.114697375066835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193625,0.021481217571016155,0.004770833333333333,0.013011396580391446,0.004770833333333333,0.013011396580391446,0.004583333333333333,0.012346276991690878,0.004583333333333333,0.012346276991690878,0.0,0.0,0.30466817181038647,0.017547323883785066,0.27357119948720926,0.013179823710620318,0.5925784998461652,0.04109770610972777,3.4082104323098124,1.715137080534852,0.03749999999999992,0.0703125,0.0
false_split_dropout,300,0.28450061838339585,0.015812156292435504,0.0027083333333333334,0.007886455512811542,0.0,0.0,0.2813683602443751,0.015555286916564087,0.3172115151163413,0.015985165542863014,0.3172115151163413,0.015985165542863014,0.9971458333333335,0.00800745637758264,0.0,0.0,0.0028541666666666663,0.00800745637758264,0.0,0.0,1.752184812959041,0.16279551435536987,5.134569526830093,0.627298010791775,0.9665208333333332,0.014872884420051889,0.013939152633696097,0.002754337936452136,0.07195128410855627,0.03951568052151032,0.013939152633696097,0.002754337936452136,0.0,0.0,1.937719072185245,0.05538204671457728,0.12504341580650444,0.0004385082919142484,7.6687916666666665,0.12566696369328292,7.556187499999999,0.1283067663924367,0.11260416666666667,0.03704395732512329,0.07875,0.027918221349744567,0.0,0.0,0.3312083333333334,0.12566696369328292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04973809523809665,0.03831016796715059,0.004520833333333334,0.012552165456162888,0.004520833333333334,0.012552165456162888,0.0042499999999999994,0.011733143937865361,0.0042499999999999994,0.011733143937865361,0.0,0.0,0.2792277352443751,0.014151312660030863,0.2724649755153622,0.013229723523182387,0.5764594220637136,0.03408253664651077,3.2009867477896234,1.5695517231915188,0.014062499999999978,0.06093749999999998,0.0
admission_censoring_control,300,0.613902446659888,0.3120844237622925,0.08414583333333332,0.05588841732391626,0.0,0.0,0.37396201108831995,0.03296543244697854,0.41079480553762093,0.033024889881305565,0.41079480553762093,0.033024889881305565,0.9761875,0.022975785487116648,0.0,0.0,0.023812500000000004,0.022975785487116648,0.0,0.0,1.7188328464936702,0.17442781474115307,5.059224421003494,0.630086537210573,0.969125,0.014864492086849115,0.02263203880626415,0.005724779198537487,0.14666116959898343,0.05809336308527155,0.02263203880626415,0.005724779198537488,0.0,0.0,1.8974440879290835,0.07357667787150189,0.1250000000000002,2.2550652216179212e-15,5.156291666666667,0.2331001401698897,2.9004375,0.32534427478506006,2.255854166666667,0.2830465299339296,0.7805624999999999,0.08046849312256733,0.0,0.0,1.9062083333333335,0.2331001401698897,0.029395833333333333,0.04031548223249833,0.0,0.0,0.013937500000000002,0.018261447608281224,0.0,0.0,0.29085416666666664,0.1228304411548927,0.2340833333333333,0.1059520004006007,0.2340833333333333,0.1059520004006007,0.19352083333333336,0.07944517621797786,0.19352083333333336,0.07944517621797786,0.0,0.0,0.35610423593270935,0.026495004115314823,0.3026068752951545,0.017262386909899837,0.8637974811684698,0.3531385469954867,2.0315762806633333,0.9827570961271344,0.04710436131904085,0.08862318090073629,0.0
unmodelled_count,300,0.8926405773778344,0.028012639108927186,0.49774999999999997,0.009636086688415927,0.0,0.0,0.9006530284482919,0.023051396350028206,0.6274339039129849,0.029426836718677483,0.6274339039129849,0.029426836718677483,0.49866666666666665,0.0038922108827189107,0.0,0.0,0.5013333333333333,0.003892210882718907,0.0,0.0,7.3976956031919965,0.7011512781457513,23.999801317671906,2.930266173231714,0.5943958333333335,0.025682853053588542,0.427491685475658,0.007178360013350882,0.9973769059419093,0.0032011559554172868,0.427491685475658,0.007178360013350881,0.0,0.0,5.110613372150665,0.133875865675772,0.12959455082694019,0.008990391161813141,7.993666666666668,0.016754767149149606,7.75075,0.07617113407759313,0.24291666666666667,0.07196160241560927,0.14875,0.040748210594658836,0.0,0.0,0.006333333333333334,0.01675476714914959,0.0,0.0,0.0018541666666666667,0.004217348018074339,0.0,0.0,0.0,0.0,0.0015416666468548845,0.004078440923807892,0.01454166666666667,0.020444241582628808,0.01454166666666667,0.020444241582628808,0.012645833333333334,0.01782743038986706,0.012645833333333334,0.01782743038986706,0.0,0.0,,,,,,,2.645937752800722,1.3676754384794454,,,
