scenario,arm,runs,integrated_loss_mean,integrated_loss_std,integrated_loss_max,decision_loss_mean,decision_loss_std,decision_loss_max,movement_per_step_mean,movement_per_step_std,movement_per_step_max,position_rmse_mean,position_rmse_std,position_rmse_max,wrong_mode_action_rate_mean,wrong_mode_action_rate_std,wrong_mode_action_rate_max,mean_nees_mean,mean_nees_std,mean_nees_max,p95_nees_mean,p95_nees_std,p95_nees_max,coverage95_rate_mean,coverage95_rate_std,coverage95_rate_max,mean_delivery_ratio_mean,mean_delivery_ratio_std,mean_delivery_ratio_max,mean_topology_components_mean,mean_topology_components_std,mean_topology_components_max,quarantine_rate_mean,quarantine_rate_std,quarantine_rate_max,strategic_alert_rate_mean,strategic_alert_rate_std,strategic_alert_rate_max,nonstrategic_alert_rate_mean,nonstrategic_alert_rate_std,nonstrategic_alert_rate_max,trust_recovery_cycles_mean,trust_recovery_cycles_std,trust_recovery_cycles_max,post_stop_decision_loss_mean,post_stop_decision_loss_std,post_stop_decision_loss_max,planner_messages_per_step_mean,planner_messages_per_step_std,planner_messages_per_step_max,planner_bytes_per_step_mean,planner_bytes_per_step_std,planner_bytes_per_step_max,message_bound_violations_mean,message_bound_violations_std,message_bound_violations_max,mean_planner_state_age_mean,mean_planner_state_age_std,mean_planner_state_age_max,planner_active_rate_mean,planner_active_rate_std,planner_active_rate_max,planner_conflict_rate_mean,planner_conflict_rate_std,planner_conflict_rate_max,ownership_violations_mean,ownership_violations_std,ownership_violations_max,action_difference_rate_mean,action_difference_rate_std,action_difference_rate_max,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_max
admission_censoring_control,decentralized_no_negotiation,40,1.1112186853888326,0.12786442697419,1.4532266211319047,0.3452685200596204,0.035587578553308796,0.432394554031381,0.9574377066615153,0.15129655122808297,1.3721815163429618,0.3772330834111392,0.02671847090847675,0.43769365520856035,0.0,0.0,0.0,1.7427714166623354,0.15668716110168668,2.09123309936673,5.13751539854343,0.5464385537716996,6.4382096251266905,0.9668750000000002,0.014999999999999996,0.9875,1.0,0.0,1.0,1.61671875,0.0667520408746991,1.74375,0.0546875,0.06178892371412533,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.590625,0.2712960790354332,3.4,82.9,8.681474529133862,108.8,0.0,0.0,0.0,0.9831223958333333,0.007022911239707939,0.9936979166666667,0.025,0.0,0.025,0.012916666666666665,0.0038611985401772165,0.01875,0.0,0.0,0.0,0.025,0.0,0.025,0.8264131646195892,0.025009804160649376,0.8822855830658227
admission_censoring_control,decentralized_negotiated,40,1.1088841907802522,0.12963763623092048,1.4537479329245295,0.34518139967934924,0.034418344951510874,0.43651315688353237,0.9546284888761285,0.15113580602402016,1.36310037110307,0.3770877562997352,0.027542804682812887,0.4547552953194193,0.0,0.0,0.0,1.7281978913975617,0.14397596831007273,2.0804813935160413,5.032834179518829,0.43726082467030813,6.122932579862293,0.9696875,0.013298701769345752,0.9875,1.0,0.0,1.0,1.61875,0.07579010901826173,1.75625,0.05546875,0.06170094679936038,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59078125,0.2786896918365254,3.39375,82.905,8.918070138768813,108.6,0.0,0.0,0.0,0.9847473958333334,0.00431694413598057,0.99671875,0.019374999999999996,0.0018750000000000008,0.025,0.0003125,0.0011692679333668568,0.00625,0.0,0.0,0.0,0.019374999999999996,0.0018750000000000008,0.025,0.8251624166441616,0.02587980541095994,0.878869041102007
source_assignment_competition,centralized_trust,40,1.8076982597971736,0.18122578745535234,2.285263753475941,1.040537515106696,0.09040663185742508,1.2392570118972386,0.9589509308630969,0.14649267004861816,1.37335073068826,1.170127864070516,0.09563517084735727,1.3784865080222493,0.0,0.0,0.0,1.5961203277093012,0.20218875179862572,1.976219101644857,4.649589531531144,0.7951275930561558,7.382994883191112,0.9778125,0.014248766393972497,1.0,1.0,0.0,1.0,1.0025,0.004375000000000016,1.01875,0.96875,0.008028270361665694,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023125,0.019724667297574376,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4771811937564053,0.03460875090035407,0.54883191594854
source_assignment_competition,decentralized_no_negotiation,40,1.8148001489322518,0.17437932934805575,2.279165564891101,1.0332809207755351,0.0845443809010557,1.2185851657262134,0.9768990351958958,0.1451379901951897,1.380506118518468,1.1618068033780413,0.09078737627192965,1.3538665350613672,0.0,0.0,0.0,1.6058962502192262,0.19567035648411255,1.95931103079745,4.619578756034391,0.768985720985041,7.149587712112366,0.9775,0.013462912017836259,1.0,1.0,0.0,1.0,1.00203125,0.0051134588037354935,1.01875,0.9696874999999998,0.006487668591258328,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26875,0.06623230895869477,0.45625,8.6,2.1194338866782325,14.6,0.0,0.0,0.0,0.99755859375,0.0007849035663050838,1.00078125,0.10046875,0.02700504510156389,0.175,0.019401041666666667,0.007764645100818625,0.03671875,0.0,0.0,0.0,0.10124999999999999,0.027499999999999997,0.175,0.38266699895611966,0.01312638615836916,0.40872250008396804
source_assignment_competition,decentralized_negotiated,40,1.8141717458190392,0.1752822758897448,2.2816911568803775,1.033698789321236,0.08370276829282546,1.2138301967414349,0.9755911956222537,0.1465168394926949,1.3805398080907838,1.163272328359073,0.09164206365312566,1.3597166367128666,0.0,0.0,0.0,1.605732088731416,0.19638157329796158,1.9382487549888796,4.65077847863752,0.7793201726215314,7.651166823067283,0.9775,0.013317047345414074,1.0,1.0,0.0,1.0,1.00234375,0.004977978850648134,1.01875,0.9690624999999999,0.0069807212199027024,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27375000000000005,0.07638308058726094,0.50625,8.760000000000002,2.44425857879235,16.2,0.0,0.0,0.0,0.9976367187499999,0.0006173234620812219,1.0,0.10328124999999999,0.028640671883485905,0.1875,0.012532552083333332,0.0060153746063149795,0.024739583333333332,0.0,0.0,0.0,0.1034375,0.028639393215464607,0.1875,0.38497619168483654,0.014447342498590941,0.4298339590895921
genuine_target_maneuver,centralized_trust,40,1.2124101497398947,0.1113407868713233,1.4150447743640377,0.2762628216534765,0.014482564724796976,0.3061605864531399,1.1701841601080225,0.14027175359163527,1.4561289884287214,0.3130384191449861,0.014708905031557543,0.34579441855472504,0.0,0.0,0.0,1.8046928974808698,0.16678005518579767,2.1620935466235798,5.404310294458338,0.5882320749917169,6.927746159619598,0.96359375,0.014244482210227935,0.9875,1.0,0.0,1.0,1.0,0.0,1.0,0.0017187500000000002,0.0057600964347396125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3057448469218798,0.019960458804974827,1.3467271667905152
genuine_target_maneuver,decentralized_no_negotiation,40,1.2124101497398947,0.1113407868713233,1.4150447743640377,0.2762628216534765,0.014482564724796976,0.3061605864531399,1.1701841601080225,0.14027175359163527,1.4561289884287214,0.3130384191449861,0.014708905031557543,0.34579441855472504,0.0,0.0,0.0,1.8046928974808698,0.16678005518579767,2.1620935466235798,5.404310294458338,0.5882320749917169,6.927746159619598,0.96359375,0.014244482210227935,0.9875,1.0,0.0,1.0,1.0,0.0,1.0,0.0017187500000000002,0.0057600964347396125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.855625000000001,0.08382692362839043,8.0,251.38000000000002,2.682461556108494,256.0,0.0,0.0,0.0,0.99765625,0.0,0.99765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3135729657195043,0.023034935447625388,1.3649332078639418
genuine_target_maneuver,decentralized_negotiated,40,1.2124101497398947,0.1113407868713233,1.4150447743640377,0.2762628216534765,0.014482564724796976,0.3061605864531399,1.1701841601080225,0.14027175359163527,1.4561289884287214,0.3130384191449861,0.014708905031557543,0.34579441855472504,0.0,0.0,0.0,1.8046928974808698,0.16678005518579767,2.1620935466235798,5.404310294458338,0.5882320749917169,6.927746159619598,0.96359375,0.014244482210227935,0.9875,1.0,0.0,1.0,1.0,0.0,1.0,0.0017187500000000002,0.0057600964347396125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.855625000000001,0.08382692362839043,8.0,251.38000000000002,2.682461556108494,256.0,0.0,0.0,0.0,0.99765625,0.0,0.99765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3076399344194214,0.018116449430532807,1.3624709169380367
raw_channel_colluding_ramp,centralized_trust,40,1.2130511220913036,0.11986687563968007,1.4912655216895083,0.42741532722120834,0.029366667202941732,0.47843995073709156,0.982044743587619,0.1513056087570051,1.3954626979229094,0.43847842546336446,0.05637556826449815,0.5883710592710983,0.0,0.0,0.0,3.1731213225665136,1.340088257508257,7.143319750725158,5.989214426574613,0.718411587661985,7.938827715858442,0.9478125000000001,0.015471117243108205,0.98125,1.0,0.0,1.0,1.0042187500000002,0.007953416620390256,1.03125,0.59578125,0.03401480318828112,0.6625,0.9846393034825869,0.001229708951074937,0.9850746268656716,9.47017766497462e-05,0.00043719468420802256,0.0025380710659898475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27546875000000004,0.0016461958988832346,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6887480259407311,0.012489981714934574,0.7109372499398887
raw_channel_colluding_ramp,decentralized_no_negotiation,40,1.2123903588729625,0.11732560869625715,1.4823704746501651,0.4358552185410723,0.029522782272307122,0.4954515867457622,0.9706689254148625,0.1532636567172233,1.3793931750138015,0.4485489019481953,0.05228283612516613,0.5469798117292994,0.0,0.0,0.0,3.213048729884039,1.2176036550263976,5.952293188516069,6.003734311408213,0.7512535685735092,7.782820518651872,0.94765625,0.015605456527686076,0.98125,1.0,0.0,1.0,1.00203125,0.0056574584344474006,1.03125,0.5921875,0.03484760348646662,0.68125,0.9845544567447806,0.0012615884074869072,0.9850746268656716,6.25e-05,0.0002724311839712921,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,2.21375,0.11982408981502844,2.41875,70.84,3.83437087408091,77.4,0.0,0.0,0.0,0.9973398437500001,0.0014454127921283933,1.00203125,0.09171875,0.011214135541248824,0.11875,0.033429687500000006,0.012406101041209717,0.05520833333333334,0.0,0.0,0.0,0.33406250000000004,0.007648273906575258,0.35,0.6840288104023784,0.014224036229481608,0.7195709999650717
raw_channel_colluding_ramp,decentralized_negotiated,40,1.211678724603936,0.11990478957377806,1.4829894609079033,0.4368809374533056,0.031113717217718523,0.516258568491119,0.9684972339382879,0.1529330356131843,1.3812367238052468,0.4520296463186936,0.05883298738175192,0.5914679864168091,0.0,0.0,0.0,3.2659621109014054,1.3557966006725615,7.140827063531235,6.014423662898912,0.7913551925553022,7.971024644800563,0.9481249999999999,0.014059027349002494,0.98125,1.0,0.0,1.0,1.003125,0.005762215285808051,1.025,0.59140625,0.03173644826437735,0.65625,0.9845621091398782,0.001278046952692765,0.9850746268656716,0.0001264276649746193,0.0006208301393536724,0.0038071065989847717,0.0,0.0,0.0,0.0,0.0,0.0,2.2134375,0.10075447803323681,2.4,70.83,3.224143297063578,76.8,0.0,0.0,0.0,0.9969999999999999,0.0015858412840271804,1.0006249999999999,0.08421875,0.012731259204709485,0.1125,0.010442708333333332,0.0074304774707086175,0.026041666666666664,0.0,0.0,0.0,0.3278125,0.010072975913303875,0.35,0.6827914843452163,0.012116141557195799,0.7054129161406308
raw_attack_then_honest_recovery,centralized_trust,40,1.2009126295144426,0.11859042694850304,1.4924762354159262,0.4092883550746104,0.026156614589487964,0.4516818300088564,0.98953034304979,0.14519564937809437,1.3950684767501333,0.42292553717455855,0.0572838055563059,0.5756078318751847,0.0,0.0,0.0,3.1904727029514772,1.3381667875662238,7.1340324621153375,6.078781498690718,0.8806342465109278,7.9614071886734745,0.946875,0.01530931089239486,0.9875,1.0,0.0,1.0,1.00390625,0.007614683081882,1.03125,0.608125,0.041580118446199736,0.71875,0.5895754339489611,0.0020538077841583233,0.601010101010101,3.125e-05,0.00019515618744994994,0.00125,6.175,0.3799671038392666,7.0,0.26653681944737767,0.02082527224106389,0.3099877591170405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16312500000000002,0.0018750000000000019,0.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6894959395634942,0.02359675048640928,0.7344382079318166
raw_attack_then_honest_recovery,decentralized_no_negotiation,40,1.199036973995773,0.11739469941878815,1.4857113125553307,0.4153227340963174,0.026710042089557202,0.46608826708896167,0.9796427998743191,0.14722178321387935,1.383516423713987,0.43071844652861735,0.05324408910193775,0.5410127466105703,0.0,0.0,0.0,3.2275639568503083,1.2196142717863478,6.081055338187441,6.059757011315075,0.9001925138763505,8.314669713571051,0.9487499999999999,0.015946688527716343,0.98125,1.0,0.0,1.0,1.0010937500000001,0.003391021002220415,1.0125,0.60640625,0.04056455840308753,0.7125,0.5893402306648575,0.001910897954417203,0.5984848484848485,6.25e-05,0.0002724311839712921,0.00125,6.2,0.39999999999999997,7.0,0.26741349282141674,0.021061719090145686,0.3133410369766633,2.1328125,0.1457319215846343,2.35,68.25,4.663421490708298,75.2,0.0,0.0,0.0,0.99737890625,0.0012863311498787498,1.0028124999999999,0.09171875,0.011214135541248824,0.11875,0.033429687500000006,0.012406101041209717,0.05520833333333334,0.0,0.0,0.0,0.22171875000000002,0.007653060560161538,0.2375,0.6782629196881317,0.028272807041387238,0.7140046251006424
raw_attack_then_honest_recovery,decentralized_negotiated,40,1.1970092939017583,0.11850369125262679,1.483174801417051,0.415361031444915,0.026427788692768378,0.4577050496566515,0.9770603280710539,0.14797704456011518,1.3816543995141315,0.43170844341632686,0.05793667050607246,0.5767135010529882,0.0,0.0,0.0,3.2713712605402874,1.3592905554360732,7.1235702026653005,6.0489572043171576,0.9161943302022779,8.309768669770841,0.9487500000000001,0.015194057226429025,0.98125,1.0,0.0,1.0,1.0025,0.004800716092417883,1.01875,0.6065625000000001,0.039724392301833895,0.7125,0.5893402306648575,0.001910897954417203,0.5984848484848485,3.125e-05,0.00019515618744994994,0.00125,6.2,0.39999999999999997,7.0,0.26793010522960803,0.02118371541376809,0.31468824867884654,2.1396875,0.14114867770811737,2.38125,68.47,4.516757686659756,76.2,0.0,0.0,0.0,0.99701953125,0.0013569426424727491,0.9990625,0.08421875,0.012731259204709485,0.1125,0.010442708333333332,0.0074304774707086175,0.026041666666666664,0.0,0.0,0.0,0.21546875000000001,0.009880882346101487,0.2375,0.6710000905557536,0.034407282931073764,0.7244931252207607
