scenario,candidate,baseline,metric,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper
stable_control,closed_loop_trust,m9c_receding,integrated_loss,40,1.0117141675459913,1.0117141675459913,0.0,0.0,0.0
stable_control,closed_loop_trust,m9c_receding,decision_loss,40,0.27259092150679365,0.27259092150679365,0.0,0.0,0.0
stable_control,closed_loop_trust,m9c_receding,movement_per_step,40,0.9239040575489973,0.9239040575489973,0.0,0.0,0.0
failure_partition,closed_loop_trust,m9c_receding,integrated_loss,40,1.1005462848704084,1.1005462848704084,0.0,0.0,0.0
failure_partition,closed_loop_trust,m9c_receding,decision_loss,40,0.3739473105113042,0.3739473105113042,0.0,0.0,0.0
failure_partition,closed_loop_trust,m9c_receding,movement_per_step,40,0.9082487179488801,0.9082487179488801,0.0,0.0,0.0
flapping_reconnect,closed_loop_trust,m9c_receding,integrated_loss,40,1.0686636357664452,1.0686636357664452,0.0,0.0,0.0
flapping_reconnect,closed_loop_trust,m9c_receding,decision_loss,40,0.3154950094563878,0.3154950094563878,0.0,0.0,0.0
flapping_reconnect,closed_loop_trust,m9c_receding,movement_per_step,40,0.9414607828875713,0.9414607828875713,0.0,0.0,0.0
admission_censoring_control,closed_loop_trust,m9c_receding,integrated_loss,40,1.0942374037065392,1.0942374037065392,0.0,0.0,0.0
admission_censoring_control,closed_loop_trust,m9c_receding,decision_loss,40,0.3404922556265445,0.3404922556265445,0.0,0.0,0.0
admission_censoring_control,closed_loop_trust,m9c_receding,movement_per_step,40,0.9421814350999931,0.9421814350999931,0.0,0.0,0.0
source_assignment_competition,closed_loop_trust,m9c_receding,integrated_loss,40,1.7922687416914662,1.7922687416914662,0.0,0.0,0.0
source_assignment_competition,closed_loop_trust,m9c_receding,decision_loss,40,1.0322238405659703,1.0322238405659703,0.0,0.0,0.0
source_assignment_competition,closed_loop_trust,m9c_receding,movement_per_step,40,0.9500561264068701,0.9500561264068701,0.0,0.0,0.0
genuine_target_maneuver,closed_loop_trust,m9c_receding,integrated_loss,40,1.2032112471501857,1.2032112471501857,0.0,0.0,0.0
genuine_target_maneuver,closed_loop_trust,m9c_receding,decision_loss,40,0.27432924428636724,0.27432924428636724,0.0,0.0,0.0
genuine_target_maneuver,closed_loop_trust,m9c_receding,movement_per_step,40,1.161102503579773,1.161102503579773,0.0,0.0,0.0
legitimate_heterogeneous_precision,closed_loop_trust,m9c_receding,integrated_loss,40,0.9084060841682682,0.9084060841682682,0.0,0.0,0.0
legitimate_heterogeneous_precision,closed_loop_trust,m9c_receding,decision_loss,40,0.18369917324431112,0.18369917324431112,0.0,0.0,0.0
legitimate_heterogeneous_precision,closed_loop_trust,m9c_receding,movement_per_step,40,0.9058836386549463,0.9058836386549463,0.0,0.0,0.0
raw_attack_mild,closed_loop_trust,m9c_receding,integrated_loss,40,2.664338620867578,1.064091448832301,1.6002471720352773,1.5178690949861924,1.677521022618444
raw_attack_mild,closed_loop_trust,m9c_receding,decision_loss,40,1.9223937202724144,0.3153806563152929,1.6070130639571212,1.5283470393116174,1.6858858889415411
raw_attack_mild,closed_loop_trust,m9c_receding,movement_per_step,40,0.9274311257439548,0.9358884906462599,-0.008457364902305206,-0.01174812800086683,-0.005175130573832162
raw_attack_moderate,closed_loop_trust,m9c_receding,integrated_loss,40,4.112139736417156,1.1029004757111527,3.0092392607060026,2.9730327990646495,3.039638947214273
raw_attack_moderate,closed_loop_trust,m9c_receding,decision_loss,40,3.366006122348967,0.3443737725354724,3.021632349813495,2.9849466403802225,3.053061180587224
raw_attack_moderate,closed_loop_trust,m9c_receding,movement_per_step,40,0.9326670175852358,0.9481583789696003,-0.015491361384364456,-0.01868522017356357,-0.012343460409208105
raw_attack_severe,closed_loop_trust,m9c_receding,integrated_loss,40,5.071868597438511,1.1388461553792801,3.9330224420592304,3.917499410247763,3.9477726717732615
raw_attack_severe,closed_loop_trust,m9c_receding,decision_loss,40,4.28529658988491,0.3296004805524212,3.955696109332488,3.941664963110613,3.968999691506275
raw_attack_severe,closed_loop_trust,m9c_receding,movement_per_step,40,0.9832150094420022,1.0115570935335736,-0.028342084091571483,-0.034502063753604345,-0.02258410538859532
raw_channel_colluding_ramp,closed_loop_trust,m9c_receding,integrated_loss,40,4.264605299460662,1.209293741439984,3.0553115580206787,3.0391584313519875,3.0700546623406644
raw_channel_colluding_ramp,closed_loop_trust,m9c_receding,decision_loss,40,3.500696424604908,0.42932101347833046,3.071375411126577,3.056533303393401,3.0860516663880855
raw_channel_colluding_ramp,closed_loop_trust,m9c_receding,movement_per_step,40,0.9548860935696937,0.974965909952067,-0.02007981638237332,-0.023673363851497556,-0.016777258939672534
raw_attack_then_honest_recovery,closed_loop_trust,m9c_receding,integrated_loss,40,2.9095495706956256,1.190335040390734,1.7192145303048918,1.708106698589383,1.729634565789072
raw_attack_then_honest_recovery,closed_loop_trust,m9c_receding,decision_loss,40,2.13818147352123,0.4060846461374691,1.7320968273837607,1.7224945439144448,1.7411495758133873
raw_attack_then_honest_recovery,closed_loop_trust,m9c_receding,movement_per_step,40,0.9642101214679946,0.9803129928165811,-0.016102871348586525,-0.0201286603281045,-0.012163508789612023
