scenario,candidate,baseline,metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper
source_assignment_competition,decentralized_negotiated,centralized_trust,mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0
source_assignment_competition,decentralized_negotiated,decentralized_no_negotiation,integrated_loss,lower,2,1.7124462294964498,1.6993948109703227,0.013051418526127012,-0.010160025342080159,0.03626286239433418
source_assignment_competition,decentralized_negotiated,decentralized_no_negotiation,movement_per_step,lower,2,0.8694072246479387,0.8679881575582433,0.0014190670896954694,-0.013991671681623408,0.016829805861014346
source_assignment_competition,decentralized_negotiated,decentralized_no_negotiation,planner_conflict_rate,lower,2,0.0221875,0.012239583333333331,0.00994791666666667,0.003534226190476191,0.016361607142857146
source_assignment_competition,decentralized_negotiated,decentralized_no_negotiation,mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0
genuine_target_maneuver,decentralized_negotiated,centralized_trust,integrated_loss,lower,2,1.1758467509600696,1.1758467509600696,0.0,0.0,0.0
genuine_target_maneuver,decentralized_negotiated,centralized_trust,movement_per_step,lower,2,1.1086409890823192,1.1086409890823192,0.0,0.0,0.0
genuine_target_maneuver,decentralized_negotiated,centralized_trust,planner_conflict_rate,lower,2,0.0,0.0,0.0,0.0,0.0
genuine_target_maneuver,decentralized_negotiated,centralized_trust,mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0
genuine_target_maneuver,decentralized_negotiated,decentralized_no_negotiation,integrated_loss,lower,2,1.1758467509600696,1.1758467509600696,0.0,0.0,0.0
genuine_target_maneuver,decentralized_negotiated,decentralized_no_negotiation,movement_per_step,lower,2,1.1086409890823192,1.1086409890823192,0.0,0.0,0.0
genuine_target_maneuver,decentralized_negotiated,decentralized_no_negotiation,planner_conflict_rate,lower,2,0.0,0.0,0.0,0.0,0.0
genuine_target_maneuver,decentralized_negotiated,decentralized_no_negotiation,mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0
raw_channel_colluding_ramp,decentralized_negotiated,centralized_trust,integrated_loss,lower,2,1.1424182426518392,1.1315093174411825,0.010908925210656673,0.00950361761120333,0.012314232810110015
raw_channel_colluding_ramp,decentralized_negotiated,centralized_trust,movement_per_step,lower,2,0.882364602752154,0.858994398017818,0.023370204734336042,0.020707352703513315,0.02603305676515877
raw_channel_colluding_ramp,decentralized_negotiated,centralized_trust,planner_conflict_rate,lower,2,0.0,0.0171875,-0.0171875,-0.028125,-0.00625
raw_channel_colluding_ramp,decentralized_negotiated,centralized_trust,mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0
raw_channel_colluding_ramp,decentralized_negotiated,decentralized_no_negotiation,integrated_loss,lower,2,1.1423437627013553,1.1315093174411825,0.010834445260172854,0.008121895790715872,0.013546994729629835
raw_channel_colluding_ramp,decentralized_negotiated,decentralized_no_negotiation,movement_per_step,lower,2,0.8723029306081422,0.858994398017818,0.013308532590324329,0.011383693226132308,0.01523337195451635
raw_channel_colluding_ramp,decentralized_negotiated,decentralized_no_negotiation,planner_conflict_rate,lower,2,0.03125,0.0171875,0.014062500000000002,0.0,0.028125000000000004
raw_channel_colluding_ramp,decentralized_negotiated,decentralized_no_negotiation,mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0
raw_attack_then_honest_recovery,decentralized_negotiated,centralized_trust,integrated_loss,lower,2,1.136910372065329,1.1191625797996099,0.01774779226571921,0.014388587865135305,0.021106996666303113
raw_attack_then_honest_recovery,decentralized_negotiated,centralized_trust,movement_per_step,lower,2,0.8992663321923201,0.8709842634899901,0.028282068702329966,0.024857841738553432,0.0317062956661065
raw_attack_then_honest_recovery,decentralized_negotiated,centralized_trust,planner_conflict_rate,lower,2,0.0,0.0171875,-0.0171875,-0.028125,-0.00625
raw_attack_then_honest_recovery,decentralized_negotiated,centralized_trust,mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0
raw_attack_then_honest_recovery,decentralized_negotiated,decentralized_no_negotiation,integrated_loss,lower,2,1.1305925693763983,1.1191625797996099,0.011429989576788313,0.006014524488576978,0.01684545466499965
raw_attack_then_honest_recovery,decentralized_negotiated,decentralized_no_negotiation,movement_per_step,lower,2,0.885255462686031,0.8709842634899901,0.014271199196040751,0.009041982951313643,0.01950041544076786
raw_attack_then_honest_recovery,decentralized_negotiated,decentralized_no_negotiation,planner_conflict_rate,lower,2,0.03125,0.0171875,0.014062500000000002,0.0,0.028125000000000004
raw_attack_then_honest_recovery,decentralized_negotiated,decentralized_no_negotiation,mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0
