scenario,seed,runtime_seconds,motion_distance_difference,baseline_decision_loss,baseline_mean_base_error,baseline_position_rmse,baseline_best_hypothesis_rmse,baseline_selection_rate,baseline_mixture_rate,baseline_abstention_rate,baseline_wrong_mode_action_rate,baseline_mean_nees,baseline_p95_nees,baseline_max_nees,baseline_coverage95_rate,baseline_mean_residual_mass,baseline_max_residual_mass,baseline_mean_model_nis,baseline_mean_assignment_entropy,baseline_mean_predicted_risk,baseline_mean_predicted_wrong_risk,baseline_mean_credible_modes,baseline_mean_visible_agents,baseline_movement_distance,baseline_mean_quarantined_agents,baseline_quarantine_rate,candidate_decision_loss,candidate_mean_base_error,candidate_position_rmse,candidate_best_hypothesis_rmse,candidate_selection_rate,candidate_mixture_rate,candidate_abstention_rate,candidate_wrong_mode_action_rate,candidate_mean_nees,candidate_p95_nees,candidate_coverage95_rate,candidate_mean_residual_mass,candidate_max_residual_mass,candidate_mean_model_residual_mass,candidate_mean_admission_residual_mass,candidate_mean_model_nis,candidate_mean_assignment_entropy,candidate_mean_measurement_eligible_agents,candidate_mean_belief_admitted_agents,candidate_mean_belief_censored_measurement_agents,candidate_belief_censoring_rate,candidate_mean_robust_excluded_measurement_agents,candidate_mean_unreachable_measurement_agents,candidate_mean_covariance_floored_agents,candidate_mean_model_rejected_measurement_agents,candidate_covariance_floor_rate,candidate_mean_excluded_secondary_probability,candidate_mean_unreachable_secondary_probability,candidate_mean_quarantined_agents,candidate_quarantine_rate,candidate_movement_distance,observer_loss,global_loss,hindsight_floor_loss
stable_control,15000,1.6973974171560258,0.0,0.28028774774818216,0.28028774774818216,0.32505089010691607,0.32505089010691607,1.0,0.0,0.0,0.0,1.8989347341879186,5.837714257430168,12.171741561382316,0.95625,0.011057024405739014,0.03377918549667924,1.8172302925034463,0.12500000000517417,0.3984743746736484,0.011057024405739014,1.0,7.9375,113.87007243009064,0.0,0.0,0.2778845199007584,0.2778845199007584,0.3232699909724479,0.3232699909724479,1.0,0.0,0.0,0.0,1.889859196292262,5.977195691047251,0.95625,0.011056616032106344,0.03378025160156328,0.01105661603210634,0.0,1.836313359937538,0.12499999999999996,8.0,7.9375,0.0625,0.05625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.87007243009064,0.2778845199007584,0.2778845199007584,0.5473349972458933
stable_control,15001,1.6686401669867337,0.0,0.27237190616474144,0.27237190616474144,0.31167969621322483,0.31167969621322483,1.0,0.0,0.0,0.0,1.7094646612344093,5.544577635680272,10.018063204348449,0.96875,0.011223236474101644,0.03358741264653131,1.929194922542365,0.12661617854360085,0.4015205445483683,0.011223236474101644,1.0,7.75625,123.26797382955306,0.0,0.0,0.2672593161752668,0.2672593161752668,0.3072158934434847,0.3072158934434847,1.0,0.0,0.0,0.0,1.6881945546871493,5.25824309089297,0.96875,0.010882781438799739,0.02206217212537498,0.01088278143879974,0.0,1.9516279980233293,0.12499999999999996,7.9,7.75625,0.14375,0.1125,0.0,0.1,0.0,0.0,0.0,0.0,0.025,0.0,0.0,123.26797382955306,0.2672593161752668,0.26347252720477804,0.5958929442048391
stable_control,15002,1.6850235420279205,0.0,0.2881114777238488,0.2881114777238488,0.3237028921354022,0.3237028921354022,1.0,0.0,0.0,0.0,1.7843720257782045,5.4059221841933764,7.5744615296058395,0.96875,0.011882874478457733,0.06678956725579,1.8898677368120111,0.12601969515070208,0.41215432594869805,0.011882874478457733,1.0,7.75625,179.5541163177509,0.0,0.0,0.2886339523996371,0.2886339523996371,0.32422130600158977,0.32422130600158977,1.0,0.0,0.0,0.0,1.8064377071701572,5.429796048835581,0.96875,0.012245100009647394,0.06998096338463067,0.012245100009647389,0.0,1.8997349280296665,0.12499999999999996,7.85,7.75625,0.09375,0.0625,0.0,0.15,0.0,0.0,0.0,0.0,1.1755681453837758e-287,0.0,0.0,179.5541163177509,0.2886339523996371,0.28461930449771555,0.5840576639020112
stable_control,15003,1.6753213750198483,0.0,0.26487726100349823,0.26487726100349823,0.3039558792876459,0.3039558792876459,1.0,0.0,0.0,0.0,1.6193139001890942,5.283721542312422,9.086250631784619,0.96875,0.010068275469963948,0.012311913846688505,1.8561790166939303,0.12500000000455685,0.39639217617044925,0.010068275469963948,1.0,7.85,173.22963059959955,0.00625,0.00625,0.2599316899086113,0.2599316899086113,0.2985360552864704,0.2985360552864704,1.0,0.0,0.0,0.0,1.5896698747037652,5.313172453349259,0.96875,0.010068275469964614,0.012311913846711042,0.010068275469964602,0.0,1.8781954655284785,0.12499999999999996,8.0,7.85,0.15,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.00625,173.22963059959955,0.2599316899086113,0.2599316899086113,0.5437653824156359
stable_control,15004,1.668912084074691,0.0,0.2935461683407009,0.2935461683407009,0.3319426585918497,0.3319426585918497,1.0,0.0,0.0,0.0,1.9037493413055802,5.0024931368933885,8.549739494119024,0.96875,0.012245578415617037,0.04870745913061214,1.9416713852038794,0.12499999999999996,0.4097395039837909,0.012245578415617037,1.0,7.86875,189.26432109886494,0.0,0.0,0.30138860787966626,0.2967011078796663,0.3341357525524907,0.3341357525524907,0.99375,0.0,0.00625,0.0,1.9438235904105,5.002493136893262,0.96875,0.016180410080204755,0.11055210472994392,0.016180410080204755,0.0,1.970389041493565,0.12499999999999996,7.95,7.86875,0.08125,0.0625,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.26432109886494,0.2967011078796663,0.2924394259524483,0.5802183961241492
stable_control,15005,1.6903295419178903,0.0,0.2786046682807855,0.2786046682807855,0.31691980975208295,0.31691980975208295,1.0,0.0,0.0,0.0,1.8202672388009802,5.208323232720977,10.54008295080596,0.9625,0.011458342767581389,0.0375251187799579,1.8636315273411466,0.1266162927489245,0.4008283089162745,0.011458342767581389,1.0,7.86875,133.9866662282021,0.0,0.0,0.274909793464382,0.274909793464382,0.31189193024022693,0.31189193024022693,1.0,0.0,0.0,0.0,1.7892077342694788,5.013362769308573,0.9625,0.011154994156824163,0.03751887783520225,0.011154994156824158,0.0,1.874880732075031,0.12499999999999996,7.975,7.86875,0.10625,0.06875,0.0,0.025,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,133.9866662282021,0.274909793464382,0.27503467850244606,0.5415650651498638
stable_control,15006,1.6790602908004075,0.0,0.26148532344151604,0.26148532344151604,0.3033231424567037,0.3033231424567037,1.0,0.0,0.0,0.0,1.6202272055286442,5.460287230445645,7.909169109614414,0.95,0.012342539519020016,0.06127597267621476,1.8971615561493849,0.12661617854375978,0.407640950392849,0.012342539519020016,1.0,7.9125,172.1000218079166,0.0,0.0,0.26183949346158536,0.26183949346158536,0.30270163800286753,0.30270163800286753,1.0,0.0,0.0,0.0,1.6398766413124968,5.382852249291471,0.95625,0.012347497497989798,0.06127616907463551,0.012347497497989798,0.0,1.9162817651517485,0.12499999999999996,8.0,7.9125,0.0875,0.04375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.1000218079166,0.26183949346158536,0.26183949346158536,0.504945176236558
stable_control,15007,1.6752961671445519,0.0,0.28619924592677676,0.28619924592677676,0.3183210233618857,0.3183210233618857,1.0,0.0,0.0,0.0,1.8007989873242578,5.02262044234564,6.956226178791113,0.98125,0.010672189106883981,0.023300751262659625,1.8980261660224158,0.12661617854103974,0.39892199869000067,0.010672189106883981,1.0,7.90625,187.47901996803762,0.0,0.0,0.280316210317517,0.280316210317517,0.31182167049872345,0.31182167049872345,1.0,0.0,0.0,0.0,1.7575871592263588,5.0224244498581685,0.98125,0.01086028792782754,0.023300755338701573,0.010860287927827538,0.0,1.927349061580696,0.12499999999999996,8.0,7.90625,0.09375,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.47901996803762,0.280316210317517,0.280316210317517,0.6028328573420384
stable_control,15008,1.6938361250795424,0.0,0.285030170151562,0.285030170151562,0.3266183139900265,0.3266183139900265,1.0,0.0,0.0,0.0,1.884198663160877,5.870215814002782,10.042260997307658,0.95,0.015217159211538217,0.06594015896370053,1.9705401639872222,0.1250000007931798,0.4290415128358882,0.015217159211538217,1.0,7.79375,120.41226618898033,0.0,0.0,0.28029445779466194,0.28029445779466194,0.32201052725845103,0.32201052725845103,1.0,0.0,0.0,0.0,1.8412349528488925,5.879109993252977,0.95,0.015517129740211383,0.06592669009298624,0.015517129740211388,0.0,1.9938308184163411,0.12499999999999996,7.875,7.79375,0.08125,0.075,0.0,0.125,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,120.41226618898033,0.28029445779466194,0.2752142441358175,0.5555052419832667
stable_control,15009,1.6657409588806331,0.0,0.28238386547203,0.28238386547203,0.32358561620540593,0.32358561620540593,1.0,0.0,0.0,0.0,1.80354578560353,5.978240437629904,9.500110337008257,0.95625,0.011689150065249778,0.039715406356071514,1.9057954269074273,0.12500000000097464,0.41209247099174584,0.011689150065249778,1.0,7.7,179.9939773056695,0.00625,0.00625,0.2835661820580632,0.2835661820580632,0.32336205505639454,0.32336205505639454,1.0,0.0,0.0,0.0,1.835462397090567,5.983611073661469,0.95,0.011585306652648722,0.039436756927535455,0.01158530665264872,0.0,1.9449697730573667,0.12499999999999996,7.85,7.7,0.15,0.10625,0.0,0.15,0.0,0.0,0.0,0.0,0.00625,0.00625,0.00625,179.9939773056695,0.2835661820580632,0.2869746546630759,0.5440877665407265
