scenario,policy,runs,resolved_mean,resolved_std,resolution_steps_mean,resolution_steps_std,wrong_selection_mean,wrong_selection_std,total_decision_loss_mean,total_decision_loss_std,decision_cost_mean,decision_cost_std,movement_cost_mean,movement_cost_std,movement_distance_mean,movement_distance_std,final_truth_probability_mean,final_truth_probability_std,final_entropy_mean,final_entropy_std,brier_score_mean,brier_score_std,log_loss_mean,log_loss_std,mean_confidence_mean,mean_confidence_std,hold_actions_mean,hold_actions_std,spread_actions_mean,spread_actions_std,probe_actions_mean,probe_actions_std,unique_probe_actions_mean,unique_probe_actions_std,planning_sequences_evaluated_mean,planning_sequences_evaluated_std,runtime_seconds_mean,runtime_seconds_std,hold_actions_fraction,spread_actions_fraction,probe_actions_fraction
triad_uniform,passive,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333334,1.1102230246251565e-16,1.0986122886681098,2.220446049250313e-16,0.6666666666666669,1.1102230246251565e-16,1.09861228866811,2.220446049250313e-16,0.3333333333333334,5.551115123125783e-17,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033564308347801367,0.0007967847902391901,1.0,0.0,0.0
triad_uniform,round_robin,30,1.0,0.0,2.033333333333333,0.31446603773522014,0.0,0.0,1.6755275733333335,0.4064662719361129,0.25833333333333336,0.07861650943380503,1.4171942400000002,0.32825761021808236,1.4171942400000002,0.32825761021808236,0.9995017499899758,0.0017464118892875496,0.003278623768542667,0.011061721708418841,5.557295891535366e-06,2.4305070066758634e-05,0.0004999080879845841,0.001753642310235916,0.8742377093512105,0.08817079496519406,0.0,0.0,2.033333333333333,0.31446603773522014,0.0,0.0,0.0,0.0,0.0,0.0,9.371253351370493e-05,9.090058608746988e-06,0.0,1.0,0.0
triad_uniform,myopic_voi,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333334,1.1102230246251565e-16,1.0986122886681098,2.220446049250313e-16,0.6666666666666669,1.1102230246251565e-16,1.09861228866811,2.220446049250313e-16,0.3333333333333334,5.551115123125783e-17,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0032838374531517426,0.00016798024683372954,1.0,0.0,0.0
triad_uniform,receding_horizon_voi,30,1.0,0.0,2.3,0.5859465277082315,0.0,0.0,1.1909013968228597,0.27729706464467846,0.325,0.14648663192705788,0.86590139682286,0.13323195512449057,0.9563767460285751,0.1665399439056132,0.9982843694917669,0.002561287404029843,0.0114592187526986,0.016109591722586712,1.7085975219453077e-05,3.370647020981268e-05,0.0017204033039523955,0.0025703862501895774,0.8766963374743295,0.08641273326277583,1.0666666666666667,0.6798692684790381,1.0,0.0,0.23333333333333334,0.4229525846816506,0.23333333333333334,0.4229525846816506,57.5,14.648663192705788,0.006139958323910832,0.0015236944606959399,0.463768115942029,0.43478260869565216,0.10144927536231885
triad_uniform,computational_oracle,30,1.0,0.0,2.3,0.5859465277082315,0.0,0.0,1.1909013968228597,0.27729706464467846,0.325,0.14648663192705788,0.86590139682286,0.13323195512449057,0.9563767460285751,0.1665399439056132,0.9982843694917669,0.002561287404029843,0.0114592187526986,0.016109591722586712,1.7085975219453077e-05,3.370647020981268e-05,0.0017204033039523955,0.0025703862501895774,0.8766963374743295,0.08641273326277583,1.0666666666666667,0.6798692684790381,1.0,0.0,0.23333333333333334,0.4229525846816506,0.23333333333333334,0.4229525846816506,287.5,73.24331596352894,0.04288300829163442,0.011062552414042,0.463768115942029,0.43478260869565216,0.10144927536231885
near_pair_rare_distractor,passive,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.40333333333333315,0.11897712198383163,0.9489154358953988,2.5397994724782863e-16,0.6083333333333335,0.23795424396766326,0.999051349121275,0.5112879997410705,0.4499999999999999,1.1102230246251565e-16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018371952076752981,8.29225902205344e-06,1.0,0.0,0.0
near_pair_rare_distractor,round_robin,30,1.0,0.0,2.3666666666666667,0.4818944098266986,0.0,0.0,2.2689658922666665,0.7076165887838096,0.3416666666666667,0.12047360245667466,1.9272992255999999,0.587142986327135,1.7845363199999997,0.5436509132658655,0.9995730999882446,0.0009613993020565621,0.0031306232971002363,0.006342816039084584,2.2130644741072108e-06,7.985800900310927e-06,0.0004274546557903697,0.0009633023317933402,0.8557097688203045,0.05721790391499243,0.0,0.0,2.3666666666666667,0.4818944098266986,0.0,0.0,0.0,0.0,0.0,0.0,9.45679610595107e-05,1.1933870919353795e-05,0.0,1.0,0.0
near_pair_rare_distractor,myopic_voi,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.40333333333333315,0.11897712198383163,0.9489154358953988,2.5397994724782863e-16,0.6083333333333335,0.23795424396766326,0.999051349121275,0.5112879997410705,0.4499999999999999,1.1102230246251565e-16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.003186327653626601,7.111365228362128e-05,1.0,0.0,0.0
near_pair_rare_distractor,receding_horizon_voi,30,1.0,0.0,2.7333333333333334,0.7717224601860151,0.0,0.0,1.7158890173979344,0.4196404242248986,0.43333333333333335,0.19293061504650377,1.2825556840646009,0.31741198386497177,1.3357722050807508,0.30751267318590014,0.9988251668033803,0.002169578900317882,0.007747690623068091,0.012910730943967327,1.2135145792695794e-05,3.272969195094646e-05,0.0011778906935879234,0.002177490078837471,0.849281912880844,0.0618602264852174,0.5666666666666667,0.7608474807008886,1.3,0.45825756949558394,0.8666666666666667,0.669991708074726,0.7333333333333333,0.5120763831912406,68.33333333333333,19.29306150465038,0.007207329198718071,0.002033202897935156,0.2073170731707317,0.47560975609756095,0.3170731707317073
near_pair_rare_distractor,computational_oracle,30,1.0,0.0,3.433333333333333,0.6674994798166928,0.0,0.0,1.089543626376533,0.210820418415757,0.6083333333333333,0.1668748699541732,0.4812102930432001,0.06444360414294545,0.601512866304,0.08055450517868178,0.9991460214586978,0.0015905065846860893,0.005879332421415134,0.009956596790767765,6.514387975761948e-06,1.7269918237941436e-05,0.000855613400518974,0.0015946856741813355,0.783217003928805,0.04891007432551865,1.0,1.0,0.0,0.0,2.433333333333333,0.4955356249106169,1.0,0.0,429.1666666666667,83.4374349770866,0.06444068055134267,0.012093461684744596,0.2912621359223301,0.0,0.7087378640776699
asymmetric_transit,passive,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.36666666666666653,0.11785113019775793,0.998579331587392,2.0471501066083614e-16,0.6616666666666667,0.23570226039551592,1.0721467865836345,0.40194472096315337,0.5000000000000001,1.9521202276740566e-16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018422068872799477,8.070359096965536e-06,1.0,0.0,0.0
asymmetric_transit,round_robin,30,1.0,0.0,2.1,0.30000000000000004,0.0,0.0,1.9960866175999998,0.4675974528,0.275,0.07500000000000001,1.7210866176,0.3925974528,1.48369536,0.3384460800000001,0.999734009776817,0.0009902486157688153,0.0017815366905331574,0.006386576310366372,2.1026766460579955e-06,8.906903765005813e-06,0.00026651743048841024,0.0009924325307730708,0.8946741065620525,0.07032934598549069,0.0,0.0,2.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,9.924721283217271e-05,6.557029285210902e-05,0.0,1.0,0.0
asymmetric_transit,myopic_voi,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.36666666666666653,0.11785113019775793,0.998579331587392,2.0471501066083614e-16,0.6616666666666667,0.23570226039551592,1.0721467865836345,0.40194472096315337,0.5000000000000001,1.9521202276740566e-16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0031646860763430594,3.473459540214351e-05,1.0,0.0,0.0
asymmetric_transit,receding_horizon_voi,30,1.0,0.0,2.466666666666667,0.618241233033047,0.0,0.0,1.3177479951616489,0.2772750177376041,0.36666666666666664,0.15456030825826175,0.9510813284949822,0.1235163694952922,1.0016686143591085,0.16025535295761995,0.9989008773602202,0.0019006469227069698,0.007629302595199374,0.012474387718309577,8.60928411374863e-06,1.8506449329659575e-05,0.0011015411656710998,0.0019057656000201141,0.8840500362535355,0.07635095632237586,0.7333333333333333,0.6289320754704403,1.0,0.0,0.7333333333333333,0.44221663871405337,0.7333333333333333,0.44221663871405337,61.666666666666664,15.456030825826172,0.0064253277921428285,0.0015955729170057272,0.2972972972972973,0.40540540540540543,0.2972972972972973
asymmetric_transit,computational_oracle,30,1.0,0.0,2.466666666666667,0.618241233033047,0.0,0.0,1.3177479951616489,0.2772750177376041,0.36666666666666664,0.15456030825826175,0.9510813284949822,0.1235163694952922,1.0016686143591085,0.16025535295761995,0.9989008773602202,0.0019006469227069698,0.007629302595199374,0.012474387718309577,8.60928411374863e-06,1.8506449329659575e-05,0.0011015411656710998,0.0019057656000201141,0.8840500362535355,0.07635095632237586,0.7333333333333333,0.6289320754704403,1.0,0.0,0.7333333333333333,0.44221663871405337,0.7333333333333333,0.44221663871405337,308.3333333333333,77.28015412913086,0.04542211529333144,0.011098071791671466,0.2972972972972973,0.40540540540540543,0.2972972972972973
four_mode_cross,passive,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.38629436111989,6.661338147750939e-16,0.75,0.0,1.38629436111989,6.661338147750939e-16,0.25,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019029577573140462,1.133146873078665e-05,1.0,0.0,0.0
four_mode_cross,round_robin,30,1.0,0.0,2.1333333333333333,0.33993463423951903,0.0,0.0,1.9263378517333332,0.49916201845243624,0.2833333333333333,0.08498365855987976,1.6430045184,0.4141783598925565,1.5213004800000003,0.38349848138199677,0.99898242407115,0.0021884156322239195,0.0065813409098730465,0.012946704783614869,1.1620323808533459e-05,3.6054575469428116e-05,0.0010205027880636167,0.002197020828486248,0.8166292165083657,0.07230022776431139,0.0,0.0,2.1333333333333333,0.33993463423951903,0.0,0.0,0.0,0.0,0.0,0.0,9.126937172065179e-05,9.842402488373642e-06,0.0,1.0,0.0
four_mode_cross,myopic_voi,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.38629436111989,6.661338147750939e-16,0.75,0.0,1.38629436111989,6.661338147750939e-16,0.25,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.004650886224893232,3.981419896376968e-05,1.0,0.0,0.0
four_mode_cross,receding_horizon_voi,30,1.0,0.0,2.6,0.6633249580710799,0.0,0.0,1.4219834533461795,0.30380845200795353,0.4,0.16583123951776998,1.0219834533461796,0.14668729578553275,1.1010793166827244,0.1833591197319159,0.99833705223454,0.0026598769334822596,0.010956080161412203,0.01639185962676795,1.8065605542497127e-05,4.14585857051738e-05,0.001667892142566907,0.0026704299158981405,0.8242791632734725,0.0778799562403103,0.7666666666666667,0.7608474807008886,1.0,0.0,0.8333333333333334,0.45338235029118146,0.8333333333333334,0.45338235029118146,93.6,23.87969849055888,0.012391955545172095,0.0031578895567922903,0.2948717948717949,0.38461538461538464,0.32051282051282054
four_mode_cross,computational_oracle,30,1.0,0.0,2.6666666666666665,0.6497862896539309,0.0,0.0,1.4368926054873212,0.29463568642279,0.4166666666666667,0.16244657241348273,1.0202259388206545,0.1413933909159383,1.0988824235258179,0.17674173864492287,0.9989233223237687,0.0018186783541522494,0.0074317443013755665,0.01167822176439948,8.477867414539554e-06,2.094503154445803e-05,0.0010789188446861954,0.00182374599822976,0.8256561578020499,0.07823811978736138,0.9333333333333333,0.7717224601860151,1.0,0.0,0.7333333333333333,0.5120763831912406,0.7333333333333333,0.5120763831912406,576.0,140.35383856524908,0.11003659181296825,0.02572778980782168,0.35,0.375,0.275
four_mode_skewed_cost,passive,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.2783333333333334,0.12431367136758892,1.245035411560402,2.026980648162706e-16,0.7611333333333333,0.2486273427351778,1.405758966036675,0.533871665926631,0.42000000000000004,1.374765162524861e-16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001938277700295051,1.8576204676817595e-05,1.0,0.0,0.0
four_mode_skewed_cost,round_robin,30,1.0,0.0,2.3,0.45825756949558405,0.0,0.0,2.4445643392000007,0.7556257015484756,0.325,0.11456439237389598,2.119564339200001,0.6410613091745796,1.7093260800000005,0.5169849267536935,0.9981689799459336,0.0028660066428263303,0.011602432804617093,0.017199557724059185,2.2457447331285087e-05,4.175459059202894e-05,0.0018368308393002164,0.0028766638461739267,0.820073120447811,0.07910741103583631,0.0,0.0,2.3,0.45825756949558405,0.0,0.0,0.0,0.0,0.0,0.0,9.487220086157322e-05,1.2031176662123265e-05,0.0,1.0,0.0
four_mode_skewed_cost,myopic_voi,30,0.0,0.0,10.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.2783333333333334,0.12431367136758892,1.245035411560402,2.026980648162706e-16,0.7611333333333333,0.2486273427351778,1.405758966036675,0.533871665926631,0.42000000000000004,1.374765162524861e-16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0047152737077946465,0.00010335423805678826,1.0,0.0,0.0
four_mode_skewed_cost,receding_horizon_voi,30,1.0,0.0,3.0,0.6831300510639732,0.0,0.0,1.603902128048177,0.31562859460421366,0.5,0.1707825127659933,1.1039021280481764,0.14640942224984532,1.3136283349564346,0.23273485289040413,0.998482960013815,0.002274589029168816,0.01041767243077387,0.014379796178186124,1.3366465499352618e-05,3.0753344898854026e-05,0.0015207933602349477,0.002282494817135128,0.8149724313870303,0.0734875578521062,0.23333333333333334,0.4955356249106168,1.0,0.0,1.7666666666666666,0.5587684871413403,1.3,0.45825756949558394,108.0,24.592681838303037,0.014644129131920636,0.003303971286701192,0.07777777777777778,0.3333333333333333,0.5888888888888889
four_mode_skewed_cost,computational_oracle,30,1.0,0.0,3.0,0.6831300510639732,0.0,0.0,1.603902128048177,0.31562859460421366,0.5,0.1707825127659933,1.1039021280481764,0.14640942224984532,1.3136283349564346,0.23273485289040413,0.998482960013815,0.002274589029168816,0.01041767243077387,0.014379796178186124,1.3366465499352618e-05,3.0753344898854026e-05,0.0015207933602349477,0.002282494817135128,0.8149724313870303,0.0734875578521062,0.23333333333333334,0.4955356249106168,1.0,0.0,1.7666666666666666,0.5587684871413403,1.3,0.45825756949558394,648.0,147.55609102981822,0.12168609312114616,0.027058693433956477,0.07777777777777778,0.3333333333333333,0.5888888888888889
