scope,candidate,baseline,metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper,wins,ties,losses
near_pair_rare_distractor,myopic_voi,passive,decision_cost,lower,30,2.5,2.5,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,myopic_voi,passive,movement_cost,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,myopic_voi,passive,resolution_steps,lower,30,10.0,10.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,myopic_voi,passive,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,myopic_voi,passive,brier_score,lower,30,0.6083333333333335,0.6083333333333335,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,myopic_voi,passive,log_loss,lower,30,0.999051349121275,0.999051349121275,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,myopic_voi,passive,final_truth_probability,higher,30,0.40333333333333315,0.40333333333333315,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,receding_horizon_voi,passive,total_decision_loss,lower,30,2.5,1.7158890173979344,0.7841109826020656,0.6359223116014943,0.936725187287294,29,0,1
near_pair_rare_distractor,receding_horizon_voi,passive,decision_cost,lower,30,2.5,0.43333333333333335,2.066666666666667,2.0,2.1333333333333333,30,0,0
near_pair_rare_distractor,receding_horizon_voi,passive,movement_cost,lower,30,0.0,1.2825556840646009,-1.2825556840646009,-1.3981814433613553,-1.1713186072049073,0,0,30
near_pair_rare_distractor,receding_horizon_voi,passive,resolution_steps,lower,30,10.0,2.7333333333333334,7.266666666666667,7.0,7.533333333333333,30,0,0
near_pair_rare_distractor,receding_horizon_voi,passive,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,receding_horizon_voi,passive,brier_score,lower,30,0.6083333333333335,1.2135145792695794e-05,0.6083211981875408,0.5383140881426254,0.7016574746916124,30,0,0
near_pair_rare_distractor,receding_horizon_voi,passive,log_loss,lower,30,0.999051349121275,0.0011778906935879234,0.9978734584276869,0.8469706161803112,1.1985967084188458,30,0,0
