arm,policy,dose,runs,resolved_mean,resolved_std,resolution_steps_mean,resolution_steps_std,wrong_selection_mean,wrong_selection_std,total_decision_loss_mean,total_decision_loss_std,decision_cost_mean,decision_cost_std,movement_cost_mean,movement_cost_std,movement_distance_mean,movement_distance_std,mean_discriminability_mean,mean_discriminability_std,maximum_discriminability_mean,maximum_discriminability_std,final_truth_probability_mean,final_truth_probability_std,final_entropy_mean,final_entropy_std
passive,passive,0.0,30,0.0,0.0,30.0,0.0,0.0,0.0,6.000000000000002,8.881784197001252e-16,6.000000000000002,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.693147180559945,3.3306690738754696e-16
round_robin_dose_0_00,round_robin,0.0,30,0.0,0.0,30.0,0.0,0.0,0.0,6.000000000000002,8.881784197001252e-16,6.000000000000002,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.693147180559945,3.3306690738754696e-16
round_robin_dose_0_10,round_robin,0.1,30,1.0,0.0,4.766666666666667,1.0225241100118645,0.0,0.0,0.7574760434014428,0.20577736187450807,0.7533333333333336,0.20450482200237288,0.004142710068109313,0.0012735795263609383,0.4142710068109313,0.1273579526360938,1.1788407016487852,0.6663069712182418,3.2605784370622874,2.053359567372363,0.9866785071566618,0.014390804410154723,0.06262221304268085,0.06031368463030886
round_robin_dose_0_25,round_robin,0.25,30,1.0,0.0,2.9,0.5972157622389639,0.0,0.0,0.38502354271999994,0.12094308262111853,0.38000000000000006,0.1194431524477928,0.005023542719999998,0.001502721009380547,0.5023542719999999,0.15027210093805465,2.096443057206868,1.0363183951494799,4.792437896071401,2.8297080468758056,0.9904100645348896,0.013973463082187023,0.04551231836240615,0.057999794677255655
round_robin_dose_0_50,round_robin,0.5,30,1.0,0.0,2.1,0.5972157622389639,0.0,0.0,0.22632721600000003,0.1219833644900084,0.22000000000000008,0.1194431524477928,0.006327215999999999,0.0025527995682356258,0.6327216000000001,0.2552799568235627,4.138586439090078,2.575799176810177,8.194013521178563,6.319712741492298,0.9915559562361619,0.013022891870609383,0.03960124325381118,0.0567958559093465
round_robin_dose_1_00,round_robin,1.0,30,1.0,0.0,1.3666666666666667,0.4818944098266986,0.0,0.0,0.08018213333333334,0.09986008718192779,0.07333333333333333,0.09637888196533975,0.0068488,0.00348120521658807,0.6848799999999999,0.34812052165880697,6.759830371917744,4.872621684708006,10.46733955780375,9.745243369416013,0.995195156417676,0.008564703444920996,0.024987422554610984,0.038936695397967624
information_oracle,information_oracle,1.0,30,1.0,0.0,1.3666666666666667,0.4818944098266986,0.0,0.0,0.08018213333333334,0.09986008718192779,0.07333333333333333,0.09637888196533975,0.0068488,0.00348120521658807,0.6848799999999999,0.34812052165880697,6.759830371917744,4.872621684708006,10.46733955780375,9.745243369416013,0.995195156417676,0.008564703444920996,0.024987422554610984,0.038936695397967624
value_of_information,value_of_information,1.0,30,1.0,0.0,1.3666666666666667,0.4818944098266986,0.0,0.0,0.08018213333333334,0.09986008718192779,0.07333333333333333,0.09637888196533975,0.0068488,0.00348120521658807,0.6848799999999999,0.34812052165880697,6.759830371917744,4.872621684708006,10.46733955780375,9.745243369416013,0.995195156417676,0.008564703444920996,0.024987422554610984,0.038936695397967624
