seed,policy,dose,truth_mode,resolved,resolution_steps,selected_mode,wrong_selection,total_decision_loss,decision_cost,movement_cost,movement_distance,mean_discriminability,maximum_discriminability,final_truth_probability,final_entropy,trace_fingerprint,arm
6010,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,98d453f6ed328932327b37aff52334330d79f090d3405c5af8850236f2f72125,round_robin_dose_0_00
6011,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,9611300b2a3f8fa0474a82ab0a8e9b32e43859b839bc4a1eba4261fb6250dbf2,round_robin_dose_0_00
6012,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,897bc907149065d07c821571a9273ba7142d5dedf16345d87a1c90fd2ed1e53d,round_robin_dose_0_00
6013,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,a38c677d27b53ad01e5e03278be7b3dbccfaef3261d8d83cb32c8f4559f1ec32,round_robin_dose_0_00
6014,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,ada9d9f8c698ef77fe64abcd51cdf58aab5096e6f8630399736ff626e253dac3,round_robin_dose_0_00
6015,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,22b4a6ad60602054b458108e2596d2aaaebcbd23a7fb7e7099646c36e3b0eb10,round_robin_dose_0_00
6016,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,99b5a0cd1666066f8c8b1ea7b3512e7e2690fef13c671e07e3a6acc341972de9,round_robin_dose_0_00
6017,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,18b948b762f251913aa918fcc6073691668f8d89343c23dc87212783c7dedbe3,round_robin_dose_0_00
6018,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,e924c90306fb167e62d80e0a078a0f3a139138c1d8925402b68ba71b746f0b63,round_robin_dose_0_00
6019,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,2a9b12217bbc82ddbc442d8a57080958846711d70841624a7e49446a69b34c2f,round_robin_dose_0_00
6020,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,2bcfe59b474d88ebc2214eba4fa0ee82dca07a5091e91dc5ddf1ce1fb547b64b,round_robin_dose_0_00
6021,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,b929ef4d25a905265b8747c8999a6bda304388474baa2f68ed7b5f6ed328595a,round_robin_dose_0_00
6022,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,e7d4c35cff33f12b644dfe679fea41f513e8ca344aa6170e6745767976712bcc,round_robin_dose_0_00
6023,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,b1c11c4c339e460db4967430a544f3244909e66517a2cafcdabe505d78dfec9a,round_robin_dose_0_00
6024,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,dfab7c1d8f99e4da4ff59de7f1ddad9221bddee14c7cb0d531bbdb22ef9f89c8,round_robin_dose_0_00
6025,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,585176c6271bbf0d6ca8ab1bfa4debe8316b8c20eba79f6a06a5ad36b4fe9be9,round_robin_dose_0_00
6026,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,c05a4c2a4cca375acf99d2de99718a1f2d4209c7bd4af1841e415238f976ab83,round_robin_dose_0_00
6027,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,de7ab99cbe357bdfceb05f235cb56c561a0cec4944f7c43ba6bc96b68e16b6e3,round_robin_dose_0_00
6028,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,40f9670a1fbf9eebc5247e50b44a611e15e7aa9c7ac7b221cd870a0a23c91fe4,round_robin_dose_0_00
6029,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,97fe935a989418e5ebdf4ca914202b8b472f2386a2d0fc291bd7504eb5e53dc5,round_robin_dose_0_00
6000,round_robin,0.1,1,True,6,1,False,1.005680211410944,1.0,0.005680211410944,0.5680211410944,1.948792145973636,5.619407408658218,0.9996171589511457,0.003394919272612626,00bfdf631b163b3e82ff0bee7a8c780caebfe13b70975fa1273aec363030ef54,round_robin_dose_0_10
6001,round_robin,0.1,1,True,7,1,False,1.2070297522158797,1.2,0.0070297522158796815,0.7029752215879681,2.9070764084777463,8.656781983502407,0.9998743611918528,0.0012541311747167857,78f2493641ca74cf97871f24346c4afb03fd279b594834e7d9a98ad51fac9ed0,round_robin_dose_0_10
6002,round_robin,0.1,1,True,5,1,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.9668745499973758,0.14544406940073917,74d94b7197aa08d3cf3739eebfbb9264e5afdcff37c51ff7834d882a0081baae,round_robin_dose_0_10
6003,round_robin,0.1,0,True,3,0,False,0.40208252800000005,0.4,0.0020825280000000006,0.20825280000000004,0.33197180840118606,0.7432429772280031,0.9597939282710539,0.16859850275236404,37926d6f50857d274df8b4100ec8193c93b5c86ed2e7ce6840f4c526d4b8bb9d,round_robin_dose_0_10
6004,round_robin,0.1,1,True,4,1,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9999665498514079,0.0003781685677502676,4bd769fab00c383604c2bc5aea4d1f3f86baa40949ac6a57690104cbfc54f2c6,round_robin_dose_0_10
