scenario,seed,runtime_seconds,motion_distance_difference,current_algorithm,current_seed,current_position_rmse,current_best_hypothesis_rmse,current_mean_truth_consistent_flock_weight,current_decision_loss,current_mean_decision_base_error,current_selection_rate,current_mixture_rate,current_abstention_rate,current_investigation_rate,current_wrong_mode_rate,current_wrong_mode_action_rate,current_mean_output_confidence,current_ambiguity_resolution_steps,current_agent_position_rmse,current_mean_nees,current_p95_nees,current_max_nees,current_coverage95_rate,current_rejoin_window_nees,current_mean_nis,current_information_gain,current_spatial_diversity,current_estimate_disagreement,current_mean_operational_agents,current_mean_delivery_ratio,current_mean_message_age,current_partition_active_rate,current_partition_selection_rate,current_mean_topology_components,current_mean_observer_component_size,current_mean_topology_visibility_fraction,current_mean_topology_live_support,current_mean_topology_retained_support,current_mean_topology_unknown_support,current_mean_topology_probation_agents,current_topology_rejoin_events,current_topology_merge_grace_rate,current_topology_epoch_changes,current_mean_duplicate_support_suppressed,current_topology_selection_blocked_rate,current_mean_missing_evidence_residual_mass,current_mean_missing_evidence_model_nis,current_mean_missing_evidence_assignment_entropy,current_mean_missing_evidence_predicted_risk,current_mean_missing_evidence_predicted_wrong_risk,current_mean_missing_evidence_credible_modes,current_max_primary_support_jump,current_recovery_steps,current_messages,current_bytes_sent,current_mean_momentum,current_mean_momentum_change_score,current_mean_momentum_corroborating_agents,current_mean_momentum_biased_agents,current_momentum_fallback_rate,current_momentum_change_events,current_mean_hypothesis_flocks,current_multiflock_rate,current_mean_primary_flock_size,current_mean_primary_flock_weight,current_mean_alternative_flock_weight,current_mean_quarantined_agents,current_quarantine_rate,current_mean_suspected_bias_agents,current_mean_bias_estimate_norm,current_movement_distance,candidate_decision_loss,candidate_mean_base_error,candidate_position_rmse,candidate_best_hypothesis_rmse,candidate_selection_rate,candidate_mixture_rate,candidate_abstention_rate,candidate_wrong_mode_action_rate,candidate_mean_nees,candidate_p95_nees,candidate_max_nees,candidate_coverage95_rate,candidate_mean_residual_mass,candidate_max_residual_mass,candidate_mean_model_nis,candidate_mean_assignment_entropy,candidate_mean_predicted_risk,candidate_mean_predicted_wrong_risk,candidate_mean_credible_modes,candidate_mean_visible_agents,candidate_movement_distance,observer_loss,global_loss,hindsight_floor_loss
stable_control,14000,1.546783624915406,0.0,flocking_topology_resilient,14000,2.13698440461429,0.6465266210018094,0.74296875,0.9521568484940783,0.5977818484940782,0.5375,0.0,0.4625,0.075,0.0,0.0,0.5265625,77,0.6802294282915321,1.7249678972536486,4.4537027957834905,5.803383564540893,0.9796875,0.0,2.0421044036889335,3.686219118348781,5.014590880165388,1.860350261749288,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.8625,0.1981014491136,0.0171875,0.0,0,0.0,0,50.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.5625,0.48125,5.95625,0.74453125,0.23671875,0.0,0.0,0.1375,1.540036115126975,156.00282977238464,0.27727465132518675,0.27727465132518675,0.3133443719773532,0.3133443719773532,1.0,0.0,0.0,0.0,1.7739394224878269,5.298466214487789,9.180795930160983,0.98125,0.01240260985358962,0.081284317862025,1.9438265564405506,0.12763587365536852,0.409460493543749,0.01240260985358962,1.0,7.8625,156.00282977238464,0.27466289139688255,0.27466289139688255,0.5904377671118718
stable_control,14001,1.5518300000112504,0.0,flocking_topology_resilient,14001,2.1796896228846423,0.6698956790107907,0.7328125,0.9516358480814542,0.6078858480814543,0.55,0.0,0.45,0.0625,0.375,0.01875,0.5171875,78,0.7019200879096543,1.880108196985243,5.758488255897495,15.051879653273629,0.94921875,0.0,1.9692974057962886,3.6972788974767403,5.086057515254268,1.837745455059822,8.0,1.0,0.0,0.0,0.0,1.0125,7.95,0.99375,7.7625,0.14767293711360002,0.0296875,0.0,0,0.025,2,50.33125,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666685,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.55,0.4875,5.93125,0.7375,0.23046875,0.0,0.0,0.125,1.5520553454367882,136.6171199882879,0.2673490552127765,0.2673490552127765,0.3114092701269428,0.3114092701269428,1.0,0.0,0.0,0.0,1.7420147528450012,5.2836695888500955,12.381513567050623,0.9625,0.014517887619271457,0.06318352652222294,1.991532521111622,0.1260196951500297,0.4213721820372949,0.014517887619271457,1.0,7.825,136.6171199882879,0.2670567216622645,0.2646254439098591,0.5797492900807193
stable_control,14002,1.549100625095889,0.0,flocking_topology_resilient,14002,2.2790205730260786,0.6980556930010944,0.7421875,1.0061109972930204,0.6664234972930205,0.55625,0.0,0.44375,0.06875,0.3333333333333333,0.01875,0.54453125,77,0.8122716029123578,2.439948261463696,5.893552481753551,56.472167862282234,0.9352678571428571,0.0,2.120313744211136,3.6900657149067273,4.953873010915325,1.7833423098169583,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.86875,0.1926915523584,0.01640625,0.0,0,0.0,0,50.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.6,0.48125,6.025,0.753125,0.2265625,0.0,0.0,0.13125,1.5376986433062305,150.22168958810977,0.23648170386504982,0.23648170386504982,0.26485937700823264,0.26485937700823264,1.0,0.0,0.0,0.0,1.2747151794654616,3.3297508671342757,6.992787868735693,0.9875,0.012337163826611973,0.04883605278666123,1.9191830429184626,0.1250000000564425,0.40841041522712374,0.012337163826611973,1.0,7.86875,150.22168958810977,0.23189838131126642,0.23189838131126642,0.6087774004647879
stable_control,14003,1.5217745411209762,0.0,flocking_topology_resilient,14003,2.2078118687419703,0.6316809337878246,0.70390625,0.9259425234396517,0.5856300234396518,0.55625,0.0,0.44375,0.075,0.058823529411764705,0.00625,0.496875,82,0.655645611191672,1.5908758564130678,4.010424885998362,12.349878451772804,0.9771354166666667,0.0,1.9406561751446312,3.672049894454125,4.96735255699937,1.9645919830504053,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.73125,0.5337078240000002,0.03359375,0.0,0,0.0,0,49.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.63125,0.525,5.81875,0.72734375,0.23515625,0.1375,0.1375,0.20625,1.5594115890891151,212.77206743629236,0.2875668527788749,0.2875668527788749,0.32284752468407996,0.32284752468407996,1.0,0.0,0.0,0.0,1.8012099275611493,4.763672949344032,9.429235459017484,0.975,0.01454877333350521,0.07774960174170789,1.873434758727472,0.1250000021409697,0.4269584661992993,0.01454877333350521,1.0,7.73125,212.77206743629236,0.28512665877775195,0.28512665877775195,0.558564812393563
stable_control,14004,1.5527080418542027,0.0,flocking_topology_resilient,14004,2.3992131957606824,0.6123211126838504,0.725,0.897952696852992,0.5542026968529917,0.55,0.0,0.45,0.0625,0.0,0.0,0.5359375,80,0.6232511424729742,1.430054896055601,3.9466476468286698,6.438789016034143,0.9779017857142858,0.0,1.9297856526999815,3.676082484238031,5.085830866452229,1.9341625852994444,8.0,1.0,0.0,0.0,0.0,1.0125,7.95,0.99375,7.79375,0.5934379114107058,0.02578125,0.0,0,0.025,2,50.7875,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.64375,0.53125,5.9875,0.7484375,0.22421875,0.0,0.0,0.09375,1.561790764998762,180.17767008395245,0.2715885527865978,0.2715885527865978,0.30771023899338,0.30771023899338,1.0,0.0,0.0,0.0,1.7226791844346834,4.79715849967631,13.433865655340277,0.9625,0.010291637827342937,0.019281292645088974,1.8576856226335843,0.12500000000000006,0.3983169557036475,0.010291637827342937,1.0,7.85625,180.17767008395245,0.2696968206622241,0.26997082712491693,0.5379146622702514
stable_control,14005,1.5629913748707622,0.0,flocking_topology_resilient,14005,2.2955796942058058,0.7465313862162477,0.73984375,1.019350188894188,0.660287688894188,0.53125,0.0,0.46875,0.075,0.0,0.0,0.5125,84,0.7388243883451666,2.0280188834600485,5.201635570484559,14.701071742995522,0.94453125,0.0,2.0555122974761537,3.676001254060927,5.047943770508191,1.887336836228758,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.84375,0.3168592612280611,0.01953125,0.0,0,0.0,0,50.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.61875,0.525,5.95625,0.74453125,0.23515625,0.0,0.0,0.15625,1.5469909663799921,186.70187380954923,0.27663649091843934,0.27663649091843934,0.3091991505969772,0.3091991505969772,1.0,0.0,0.0,0.0,1.7128017921662337,4.70493294991709,9.748755564401122,0.98125,0.014917409252356895,0.08788152939469145,1.842839993544209,0.12500000081557638,0.42684578222842207,0.014917409252356895,1.0,7.84375,186.70187380954923,0.27818549082662264,0.27818549082662264,0.6591661246427492
stable_control,14006,1.5443844171240926,0.0,flocking_topology_resilient,14006,2.197671050977408,0.6521895329978035,0.728125,0.9422244216186251,0.587849421618625,0.5375,0.0,0.4625,0.075,0.0,0.0,0.52109375,77,0.665952152949426,1.6345792702732507,4.46943439480042,6.402570685990477,0.98203125,0.0,1.9661774604860525,3.674438891014902,5.032156005601854,1.934415650890178,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.8,0.21847276799999998,0.025,0.0,0,0.0,0,50.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.53125,0.5,5.9375,0.7421875,0.23203125,0.00625,0.00625,0.2,1.5856805733497257,172.05225547715295,0.28243249733013176,0.28243249733013176,0.31440385934585635,0.31440385934585635,1.0,0.0,0.0,0.0,1.7399215166499573,4.686364264661152,8.780327584692476,0.975,0.014160471994007811,0.07091528718467027,1.9376380936705977,0.1266162528251662,0.4233280473783295,0.014160471994007811,1.0,7.8,172.05225547715295,0.27947322795773555,0.27947322795773555,0.5824235806518994
stable_control,14007,1.5485872919671237,0.0,flocking_topology_resilient,14007,2.2037301185083322,0.6463977166478392,0.73671875,0.9345984177473057,0.5861609177473055,0.54375,0.0,0.45625,0.0625,0.0,0.0,0.51640625,79,0.6710251701203801,1.7588023683848184,4.583356894106487,7.281926755316315,0.96484375,0.0,2.085828907079098,3.695078508618939,5.044062252889117,1.8715532243929012,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.84375,0.16033382997295104,0.01953125,0.0,0,0.0,0,50.38125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.5875,0.49375,5.9,0.7375,0.240625,0.025,0.025,0.15,1.5335346088940283,149.25054967332747,0.28725044027039515,0.28725044027039515,0.32748237815395526,0.32748237815395526,1.0,0.0,0.0,0.0,1.977418514300051,6.000703971014383,11.334521569961296,0.95,0.013059607521263037,0.05480512432132707,1.9275288052738602,0.12661706669994097,0.4123824375466956,0.013059607521263037,1.0,7.84375,149.25054967332747,0.2835579866355341,0.2835579866355341,0.5787930602968454
stable_control,14008,1.5798897920176387,0.0,flocking_topology_resilient,14008,2.296440414121272,0.6209361947431316,0.74609375,0.9609064706242781,0.621843970624278,0.55625,0.0,0.44375,0.0625,0.3333333333333333,0.01875,0.5296875,78,0.6871813446780374,1.7736834726927313,4.564285427687144,31.767097542784484,0.9682291666666666,0.0,1.9922518631425483,3.688987556659778,5.101624529496794,1.9497682665101324,8.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.9,0.2814157453649511,0.0125,0.0,0,0.0,0,50.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.58125,0.4875,5.98125,0.74765625,0.2390625,0.00625,0.00625,0.1,1.5621740339014436,129.12314440955808,0.2869191724489745,0.2869191724489745,0.31799195986304263,0.31799195986304263,1.0,0.0,0.0,0.0,1.8144374552240492,4.587577190683798,9.705539191150258,0.98125,0.011708149667209204,0.064660789350699,1.89662076143862,0.12499999999999996,0.40370261546510244,0.011708149667209204,1.0,7.9,129.12314440955808,0.2840430157816204,0.2840430157816204,0.551803623669842
stable_control,14009,1.568061624886468,0.0,flocking_topology_resilient,14009,2.1047477982330425,0.635322799312477,0.74765625,0.9086354313099168,0.5648854313099168,0.55,0.0,0.45,0.0625,0.125,0.00625,0.5390625,78,0.6453401770993333,1.5936693648652014,5.013780963961285,8.457253093408745,0.971875,0.0,1.9167467041278428,3.6830087182165316,5.0503152836017815,1.8034913196591382,8.0,1.0,0.0,0.0,0.0,1.00625,7.975,0.996875,7.83125,0.21483293711360002,0.02109375,0.0,0,0.025,2,50.9875,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.55625,0.4875,5.98125,0.74765625,0.2296875,0.0,0.0,0.08125,1.5319187267531469,153.8630305281016,0.2767584604967332,0.2767584604967332,0.31262432320841577,0.31262432320841577,1.0,0.0,0.0,0.0,1.7596238631369414,5.613859434543326,9.886818201882102,0.95625,0.011659720581244436,0.03638066111335365,1.8591914451801597,0.12661617854371363,0.40427260972257184,0.011659720581244436,1.0,7.89375,153.8630305281016,0.276417564053251,0.27607043278968624,0.5549834722786093
