scope,candidate,baseline,metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,relative_improvement_percent,ci95_lower,ci95_upper,wins,ties,losses
no_change,flocking_adaptive_momentum,flocking_kf_no_momentum,position_rmse,lower,100,0.6978963996192877,0.6528165153050927,0.045079884314194976,6.4593948813587065,0.033794933571575085,0.05654170772446632,81,0,19
no_change,flocking_adaptive_momentum,flocking_kf_no_momentum,agent_position_rmse,lower,100,0.7196885123534718,0.6582645764593065,0.061423935894165324,8.534794545115268,0.052780460295785404,0.07011284426159647,94,0,6
no_change,flocking_adaptive_momentum,flocking_kf_no_momentum,information_gain,higher,100,3.4885837230097096,3.734246364107613,0.24566264109790326,7.041901831897629,0.23002044837793442,0.26133500547267535,100,0,0
no_change,flocking_adaptive_momentum,flocking_kf_no_momentum,nees_calibration_error,lower,100,0.3452406068639365,0.3263116756979328,0.01892893116600377,5.482822932663854,-0.017514940634402305,0.05664277958936384,57,0,43
no_change,flocking_adaptive_momentum,flocking_kf_no_momentum,coverage_calibration_error,lower,100,0.022992187500000042,0.02243750000000004,0.0005546874999999995,2.412504247366626,-0.002140624999999991,0.003367187499999996,55,1,44
no_change,flocking_adaptive_momentum,flocking_kf_no_momentum,estimate_disagreement,lower,100,0.5664150519020255,0.3254701275353218,0.24094492436670362,42.5385807735174,0.2341905305446666,0.24811356115938307,100,0,0
no_change,flocking_adaptive_momentum,flocking_kf_no_momentum,runtime_seconds,lower,100,0.8944925345759839,0.9535975066130049,-0.05910497203702107,-6.60765403313719,-0.0644875082616345,-0.053891970300930556,1,0,99
no_change,flocking_adaptive_momentum,flocking_kf_no_momentum,bytes_sent,lower,100,737280.0,737280.0,0.0,0.0,0.0,0.0,0,100,0
no_change,flocking_adaptive_momentum,flocking_fixed_momentum,position_rmse,lower,100,0.650951864202834,0.6528165153050927,-0.0018646511022587463,-0.2864499212306931,-0.010797385602644868,0.006551244883825469,54,0,46
no_change,flocking_adaptive_momentum,flocking_fixed_momentum,agent_position_rmse,lower,100,0.6594365157652058,0.6582645764593065,0.001171939305899411,0.1777182909774871,-0.005690113660666098,0.007874803372432298,60,0,40
no_change,flocking_adaptive_momentum,flocking_fixed_momentum,information_gain,higher,100,3.7186466132120035,3.734246364107613,0.015599750895610418,0.4195007624598143,0.013965827657413816,0.01725977924468093,99,0,1
no_change,flocking_adaptive_momentum,flocking_fixed_momentum,nees_calibration_error,lower,100,0.3621684980153128,0.3263116756979328,0.035856822317380056,9.900591165127784,0.002230920243545529,0.07096301881754229,55,0,45
no_change,flocking_adaptive_momentum,flocking_fixed_momentum,coverage_calibration_error,lower,100,0.023578125000000033,0.02243750000000004,0.0011406249999999962,4.837640821736226,-0.0016564453125000023,0.003820703124999996,47,3,50
no_change,flocking_adaptive_momentum,flocking_fixed_momentum,estimate_disagreement,lower,100,0.3699144453626222,0.3254701275353218,0.0444443178273004,12.014755948157749,0.03220003171954158,0.055288557658200226,92,0,8
no_change,flocking_adaptive_momentum,flocking_fixed_momentum,runtime_seconds,lower,100,0.9212902845581994,0.9535975066130049,-0.03230722205480561,-3.506736432187428,-0.03911370981211076,-0.025808219527883928,13,0,87
no_change,flocking_adaptive_momentum,flocking_fixed_momentum,bytes_sent,lower,100,737280.0,737280.0,0.0,0.0,0.0,0.0,0,100,0
no_change,flocking_fixed_momentum,flocking_kf_no_momentum,position_rmse,lower,100,0.6978963996192877,0.650951864202834,0.04694453541645372,6.726576529419356,0.03667606973283354,0.05753344564382029,81,0,19
