arm,windows,position_rmse_mean,position_rmse_std,position_rmse_max,mean_nees_mean,mean_nees_std,mean_nees_max,p95_nees_mean,p95_nees_std,p95_nees_max,coverage95_rate_mean,coverage95_rate_std,coverage95_rate_max,update_rate_mean,update_rate_std,update_rate_max,maximum_landmarks_used_mean,maximum_landmarks_used_std,maximum_landmarks_used_max,outage_fraction_mean,outage_fraction_std,outage_fraction_max,outage_rmse_mean,outage_rmse_std,outage_rmse_max,mean_topology_components_mean,mean_topology_components_std,mean_topology_components_max,mean_topology_edges_mean,mean_topology_edges_std,mean_topology_edges_max,mean_clock_alignment_error_mean,mean_clock_alignment_error_std,mean_clock_alignment_error_max,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_max
odometry_only,175,9.123107275851272,4.839929985616506,21.890395439851503,0.5793091502141099,0.7911177403752251,6.1350699809476525,0.8550589095234886,1.1129106076620483,8.884704542715031,0.9958571428571429,0.0426398193595064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024476190476190474,0.05383067430934373,0.3,2.4592924764850537,4.308034208296179,15.410229510927545,3.258809523809524,0.5759083331253901,3.95,2.1292857142857144,0.9206803286557695,5.85,0.0,0.0,0.0,0.04245547785423695,0.0009420410214032165,0.04432998214449201
all_landmarks,175,0.40670193597164583,0.13219322344941656,1.1438294921852747,2.7312263130884458,2.808002723045712,29.466581745848007,10.172995331982527,19.22741638211735,203.46987700936106,0.9018095238095238,0.08404871171554675,1.0,0.7790000000000001,0.17099809708400035,0.9916666666666667,5.485714285714286,1.655664365080048,11.0,0.024476190476190474,0.05383067430934373,0.3,0.10225362272506815,0.19148924824470534,0.8009994095801481,3.258809523809524,0.5759083331253901,3.95,2.1292857142857144,0.9206803286557695,5.85,0.19457294554998603,0.04331604761236951,0.2536150327324867,0.04670682452752123,0.002473430542865347,0.04985735237465373
bounded_two,175,0.41114995206375204,0.13395328910855003,1.1693743382662354,2.49833957031238,2.6587230450592223,27.0257499547286,9.254583330612785,18.167101796650204,171.61587617162078,0.9190476190476191,0.07645860558071235,1.0,0.7780952380952382,0.17125917556563064,0.9916666666666667,2.0,0.0,2.0,0.024476190476190474,0.05383067430934373,0.3,0.10713214813532664,0.1987850926288997,0.9244142943856063,3.258809523809524,0.5759083331253901,3.95,2.1292857142857144,0.9206803286557695,5.85,0.20778563696997504,0.04802209124158392,0.27503739992777504,0.04798548666095097,0.0012795219927392801,0.04941131905652583
