scenario,candidate,baseline,metric,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper
genuine_target_maneuver,combined,cross_channel,decision_loss,40,0.2774885541044736,0.2774885541044736,0.0,0.0,0.0
genuine_target_maneuver,combined,ramp_rate,decision_loss,40,0.2774885541044736,0.2774885541044736,0.0,0.0,0.0
genuine_target_maneuver,combined,influence_budget,decision_loss,40,0.277493311959114,0.2774885541044736,4.757854640370651e-06,0.0,1.4151638118110876e-05
legitimate_heterogeneous_precision,combined,m9c_baseline,decision_loss,40,0.18367052396029857,0.18367052396029857,0.0,0.0,0.0
legitimate_heterogeneous_precision,combined,cross_channel,decision_loss,40,0.18367052396029857,0.18367052396029857,0.0,0.0,0.0
legitimate_heterogeneous_precision,combined,ramp_rate,decision_loss,40,0.18367052396029857,0.18367052396029857,0.0,0.0,0.0
legitimate_heterogeneous_precision,combined,influence_budget,decision_loss,40,0.18367784623992742,0.18367052396029857,7.322279628861617e-06,0.0,2.196683888658485e-05
raw_attack_mild,combined,m9c_baseline,decision_loss,40,1.9360402501826735,0.3169078154806524,1.6191324347020206,1.5501742433485446,1.68540733641434
raw_attack_mild,combined,cross_channel,decision_loss,40,0.3169078154806524,0.3169078154806524,0.0,0.0,0.0
raw_attack_mild,combined,ramp_rate,decision_loss,40,1.9004800421355221,0.3169078154806524,1.5835722266548697,1.51940738268153,1.6471265284952539
raw_attack_mild,combined,influence_budget,decision_loss,40,1.695312565661818,0.3169078154806524,1.3784047501811656,1.358092915928844,1.397417960103616
raw_attack_moderate,combined,m9c_baseline,decision_loss,40,3.366390524371989,0.34052076233852113,3.025869762033468,2.9894480146727354,3.057739752326418
raw_attack_moderate,combined,cross_channel,decision_loss,40,0.34052076233852113,0.34052076233852113,0.0,0.0,0.0
raw_attack_moderate,combined,ramp_rate,decision_loss,40,3.242483480901111,0.34052076233852113,2.90196271856259,2.866345603053589,2.935649875451445
raw_attack_moderate,combined,influence_budget,decision_loss,40,1.9102794419132707,0.34052076233852113,1.5697586795747493,1.55829753018875,1.580396464688024
raw_attack_severe,combined,m9c_baseline,decision_loss,40,4.283162855136011,0.3405749572171404,3.942587897918871,3.92131807648986,3.9601150919349597
raw_attack_severe,combined,cross_channel,decision_loss,40,0.3405749572171404,0.3405749572171404,0.0,0.0,0.0
raw_attack_severe,combined,ramp_rate,decision_loss,40,3.976423821403003,0.3405749572171404,3.6358488641858626,3.6132039226961608,3.6582954422456804
raw_attack_severe,combined,influence_budget,decision_loss,40,4.24338617048077,0.3405749572171404,3.9028112132636297,3.878510394694951,3.925912827364419
raw_channel_colluding_ramp,combined,m9c_baseline,decision_loss,40,3.4969076813696445,0.43625171983653754,3.060655961533107,3.040146421528825,3.0778508655611696
raw_channel_colluding_ramp,combined,cross_channel,decision_loss,40,0.4397567912908043,0.43625171983653754,0.00350507145426677,0.0024257285906909795,0.004637096167309529
raw_channel_colluding_ramp,combined,ramp_rate,decision_loss,40,3.2625206910822433,0.43625171983653754,2.826268971245706,2.8024587708068305,2.849558762894203
raw_channel_colluding_ramp,combined,influence_budget,decision_loss,40,1.8818456302714375,0.43625171983653754,1.4455939104348998,1.4300490031189363,1.461384985220373
