scope,candidate,baseline,metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,relative_improvement_percent,ci95_lower,ci95_upper,wins,ties,losses
no_change,flocking_robust_multiflock,flocking_fixed_momentum,position_rmse,lower,30,0.650145339886312,0.6429044175311767,0.0072409223551354335,1.113739022785524,-0.004262969609082243,0.01914489098642425,18,0,12
no_change,flocking_robust_multiflock,flocking_fixed_momentum,best_hypothesis_rmse,lower,30,0.650145339886312,0.6428539186859086,0.0072914212004035915,1.1215063391331253,-0.0037942963588327014,0.018454040657819498,18,0,12
no_change,flocking_robust_multiflock,flocking_fixed_momentum,agent_position_rmse,lower,30,0.6595709602018147,0.6540209541832721,0.005550006018542553,0.841457000599961,-0.002327339494626146,0.013687374115202426,17,0,13
no_change,flocking_robust_multiflock,flocking_fixed_momentum,information_gain,higher,30,3.724285020050593,3.7271225538379813,0.0028375337873886687,0.07619002767275104,0.0015538645478768807,0.004347963122832935,27,0,3
no_change,flocking_robust_multiflock,flocking_fixed_momentum,nees_calibration_error,lower,30,0.34373794208981384,0.37132539054075814,-0.027587448450944296,-8.025721072053223,-0.06630334814286092,0.01076678330609146,13,0,17
no_change,flocking_robust_multiflock,flocking_fixed_momentum,coverage_calibration_error,lower,30,0.022291666666666703,0.023519345238095287,-0.0012276785714285846,-5.507343124165605,-0.005261346726190481,0.0023477492559523735,14,0,16
no_change,flocking_robust_multiflock,flocking_fixed_momentum,estimate_disagreement,lower,30,0.35938653978431306,0.36708170623651815,-0.007695166452205074,-2.14119495316195,-0.021443333600916832,0.0041583904742214205,11,0,19
no_change,flocking_robust_multiflock,flocking_fixed_momentum,runtime_seconds,lower,30,0.9523383709369228,1.1810701235507925,-0.2287317526138698,-24.017907877516322,-0.23624488842576585,-0.22135474472132047,0,0,30
no_change,flocking_robust_multiflock,flocking_fixed_momentum,bytes_sent,lower,30,737280.0,737280.0,0.0,0.0,0.0,0.0,0,30,0
abrupt_change,flocking_robust_multiflock,flocking_fixed_momentum,position_rmse,lower,30,0.6789377924864527,0.6675502090850088,0.011387583401444105,1.6772646223948904,-0.0006352308587538636,0.022906900608781467,20,0,10
abrupt_change,flocking_robust_multiflock,flocking_fixed_momentum,best_hypothesis_rmse,lower,30,0.6789377924864527,0.6674985568781143,0.011439235608338443,1.6848724190834756,-7.502982278551296e-05,0.023790929396988226,20,0,10
abrupt_change,flocking_robust_multiflock,flocking_fixed_momentum,agent_position_rmse,lower,30,0.6898852235788822,0.6807832724926519,0.009101951086229958,1.319342808795387,1.3963648103562099e-06,0.01780976874364951,19,0,11
abrupt_change,flocking_robust_multiflock,flocking_fixed_momentum,recovery_steps,lower,30,1.5666666666666667,1.1333333333333333,0.43333333333333335,27.659574468085108,-0.2,1.3,6,21,3
abrupt_change,flocking_robust_multiflock,flocking_fixed_momentum,information_gain,higher,30,3.695842095022753,3.6986121825815315,0.0027700875587778266,0.07495145862720558,0.001783357608474361,0.004035494332670884,27,0,3
abrupt_change,flocking_robust_multiflock,flocking_fixed_momentum,nees_calibration_error,lower,30,0.2380840662722143,0.28860056682604024,-0.05051650055382601,-21.2179258128378,-0.09348442473009766,-0.010860256670803075,12,0,18
abrupt_change,flocking_robust_multiflock,flocking_fixed_momentum,coverage_calibration_error,lower,30,0.014427083333333335,0.01785714285714289,-0.0034300595238095553,-23.77514182568356,-0.006317708333333358,-0.0008404017857143279,9,0,21
