algorithm,seed,position_rmse,best_hypothesis_rmse,mean_truth_consistent_flock_weight,agent_position_rmse,mean_nees,coverage95_rate,mean_nis,information_gain,spatial_diversity,estimate_disagreement,recovery_steps,messages,bytes_sent,mean_momentum,mean_momentum_change_score,mean_momentum_corroborating_agents,mean_momentum_biased_agents,momentum_fallback_rate,momentum_change_events,mean_hypothesis_flocks,multiflock_rate,mean_primary_flock_size,mean_primary_flock_weight,mean_alternative_flock_weight,mean_quarantined_agents,quarantine_rate,mean_suspected_bias_agents,mean_bias_estimate_norm,runtime_seconds,scenario,nees_calibration_error,coverage_calibration_error
flocking_robust_multiflock,6,0.635601224733155,0.635601224733155,1.0,0.6468486897843981,1.5925199116490412,0.9861607142857143,1.6174542674944319,3.7278860579121575,4.746891371866015,0.353523946819545,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.9375,1.0,0.0,0.00625,0.00625,0.0625,0.29963009582159267,1.1670019158627838,no_change,0.40748008835095884,0.036160714285714324
flocking_robust_multiflock,7,0.6154094363004694,0.6154094363004694,1.0,0.618305306324697,1.5054988857880123,0.9767857142857143,1.6711126717306506,3.746192816759335,4.7055767710235274,0.3435633661685661,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.94375,1.0,0.0,0.00625,0.00625,0.05625,0.29110222258085805,1.1817830000072718,no_change,0.4945011142119877,0.0267857142857143
flocking_robust_multiflock,8,0.6629420768832104,0.6629420768832104,1.0,0.666059647127278,1.697404430184282,0.96796875,1.768401821898161,3.7292014025389024,4.76577608494498,0.388737810122191,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.9625,1.0,0.0,0.0,0.0,0.0375,0.2916828194834295,1.211075667059049,no_change,0.3025955698157179,0.01796875000000009
flocking_robust_multiflock,9,0.6015517796499448,0.6015517796499448,1.0,0.643259071040937,1.540671003767859,0.9859375,1.6403300747701035,3.7346469777061726,4.683310608939502,0.39761829849087765,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.89375,1.0,0.0,0.00625,0.00625,0.10625,0.30439279794622687,1.1810512500815094,no_change,0.45932899623214096,0.03593750000000007
flocking_robust_multiflock,10,0.6586541218764824,0.6586541218764824,1.0,0.6586239519831955,1.684806373482182,0.9535714285714285,1.6534450613884346,3.7379264347606123,4.755748904225291,0.33880577979157545,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.9625,1.0,0.0,0.0,0.0,0.0375,0.27863906212119527,1.1711324998177588,no_change,0.3151936265178179,0.0035714285714285587
flocking_robust_multiflock,11,0.6465347834781364,0.6465347834781364,1.0,0.6447856804746778,1.5493690688196489,0.9779017857142858,1.6342594465740483,3.720504877118367,4.706021274427066,0.38195794872481165,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.9,1.0,0.0,0.01875,0.01875,0.09375,0.2963500553074681,1.1507494999095798,no_change,0.45063093118035114,0.02790178571428581
flocking_robust_multiflock,12,0.638791372311926,0.638791372311926,1.0,0.6515347609619421,1.58644756935755,0.98046875,1.671285509930772,3.7177684123400616,4.749201529563072,0.36535492589511315,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.95,1.0,0.0,0.0,0.0,0.05,0.2994697292353294,1.191168624907732,no_change,0.41355243064245006,0.030468750000000044
flocking_robust_multiflock,13,0.678288842180054,0.678288842180054,1.0,0.6784547222870234,1.7403673103768231,0.9600446428571429,1.792027525042068,3.713588252825346,4.7358282212685054,0.3767254533831347,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.925,1.0,0.0,0.0,0.0,0.075,0.2965657489922489,1.1955822079908103,no_change,0.25963268962317687,0.010044642857142905
flocking_robust_multiflock,14,0.6467884308627524,0.6467884308627524,1.0,0.6664215897191161,1.6767494030524968,0.959375,1.7242713198464166,3.724802390693025,4.6913654331830035,0.380051577814353,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.925,1.0,0.0,0.00625,0.00625,0.075,0.30002562804708377,1.1548917079344392,no_change,0.32325059694750324,0.009375000000000022
flocking_robust_multiflock,15,0.6140702804891103,0.6140702804891103,1.0,0.6274853256911369,1.4770885390120618,0.9802455357142857,1.6783620109555124,3.709263345567089,4.762389523903953,0.3912496348025871,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.94375,1.0,0.0,0.0,0.0,0.05625,0.289097908448928,1.1838189589325339,no_change,0.5229114609879382,0.030245535714285787
flocking_robust_multiflock,16,0.6277093028803331,0.6277093028803331,1.0,0.6430919866244851,1.5511892713978244,0.98984375,1.6688355207234273,3.7174475379327445,4.811197525312352,0.3445520851363656,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.9125,1.0,0.0,0.0,0.0,0.0875,0.3082782204698123,1.1924156660679728,no_change,0.44881072860217563,0.03984375000000007
flocking_robust_multiflock,17,0.6513213566594739,0.6513213566594739,1.0,0.6764761929893611,1.8006707608225618,0.9568080357142857,1.6591551525005972,3.7439916025954347,4.7437815499194596,0.3405406634506055,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.9375,1.0,0.0,0.0,0.0,0.0625,0.27790443970031087,1.2000130829401314,no_change,0.19932923917743817,0.006808035714285787
flocking_robust_multiflock,18,0.6481080356051633,0.6481080356051633,1.0,0.6331222091361975,1.529034332065578,0.9890625,1.770321376375631,3.7232678852374077,4.762421575904391,0.3583964737492152,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.9625,1.0,0.0,0.0,0.0,0.0375,0.2920572882561221,1.1690309590194374,no_change,0.47096566793442207,0.0390625
flocking_robust_multiflock,19,0.7345642111046725,0.7345642111046725,1.0,0.7206365832444294,2.020432174435963,0.9416294642857143,1.7568890451134844,3.7330862040375807,4.74328700903564,0.3544903934586647,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.0,0.0,7.94375,1.0,0.0,0.0,0.0,0.05625,0.3010087162649656,1.1795333330519497,no_change,0.020432174435963013,0.008370535714285698
flocking_robust_multiflock,20,0.6297272562955668,0.6297272562955668,0.9984375,0.6459735444431642,1.6223907146393306,0.96484375,1.6254345775864638,3.736452804321317,4.749505909747654,0.34720264098488973,,3840,737280,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.00625,0.00625,7.93125,0.9984375,0.0015625,0.0,0.0,0.05625,0.29769842683954284,1.1922544999979436,no_change,0.3776092853606694,0.014843750000000044
