scenario,rho,rho_label,seed,rmse_improvement,diversity_change,disagreement_change,information_change,movement_change
abrupt_change,0.72,rho_0_72,8018,0.12794301245886242,-0.06219452566382344,-0.19199289683512555,0.32609926315136883,-2.8952630507485537
abrupt_change,0.72,rho_0_72,8019,0.10494400224923184,-0.08935804081171916,-0.17035616134135356,0.3538042986115726,1.5155006913846023
abrupt_change,0.72,rho_0_72,8020,0.05235323871819342,-0.05644097831689088,-0.15210543331659493,0.2200569837812818,-4.167346910659404
abrupt_change,0.72,rho_0_72,8021,0.10289058986019906,-0.13759734581520355,-0.19302842786793917,0.22977311248568233,-6.924207672056866
abrupt_change,0.72,rho_0_72,8022,0.06808845156067,-0.08168230123817644,-0.1534471820616614,0.34106800308642127,2.8218516506005074
abrupt_change,0.72,rho_0_72,8023,0.03490972603230136,-0.11757320203146993,-0.12499992931898152,0.3293965966175074,-2.3494433185929324
abrupt_change,0.72,rho_0_72,8024,0.06394159016838086,-0.11837994626355197,-0.13627514748406067,0.33219493954157286,-1.616184812880931
abrupt_change,0.72,rho_0_72,8025,0.07177263754711138,-0.09426643394144474,-0.1480869087257457,0.29329987640685484,8.475859576893384
abrupt_change,0.72,rho_0_72,8026,0.2095242551692138,-0.12985556694954692,-0.12909929991176355,0.41191793966062207,2.9416028516969277
abrupt_change,0.72,rho_0_72,8027,0.07189894834482824,-0.09904144423140515,-0.1610950911368264,0.3622127980703387,3.301656181105244
abrupt_change,0.72,rho_0_72,8028,0.11244775629192871,-0.12919536103617624,-0.1528997774507898,0.2917059033130185,-14.408215675159482
abrupt_change,0.72,rho_0_72,8029,0.10224749369393071,-0.10130214411381022,-0.14068768728668118,0.29700166890737467,7.702189587532871
abrupt_change,0.85,rho_0_85,8000,0.09767990442082808,-0.06893253223419027,-0.2633388306038769,0.33621501974288615,5.759355645138612
abrupt_change,0.85,rho_0_85,8001,-0.10125015840020557,-0.13240373450171283,-0.21795036261728262,0.2731437729198305,2.2617985351242
abrupt_change,0.85,rho_0_85,8002,0.13159064718158064,-0.10167655562699451,-0.26429899873943213,0.45121583170066915,13.232793422097899
abrupt_change,0.85,rho_0_85,8003,0.0050708335881677336,-0.08504511532193959,-0.20005931828863488,0.3477498757501638,8.787158973942667
abrupt_change,0.85,rho_0_85,8004,0.06193984838282507,-0.10847509239652986,-0.20605326567677862,0.14576280212431136,-12.926958808969744
abrupt_change,0.85,rho_0_85,8005,0.04420173796556648,-0.056221875433287494,-0.2880368083180742,0.4137847397686656,4.616563506044258
abrupt_change,0.85,rho_0_85,8006,0.07983404238868563,-0.06452216799662747,-0.30618836234195074,0.33750075938526924,5.1103031067981135
abrupt_change,0.85,rho_0_85,8007,0.09949762445440913,-0.11295952632054096,-0.21816110757911555,0.31476947831080526,0.11015985240987902
abrupt_change,0.85,rho_0_85,8008,0.046097650616219954,-0.07618937483879318,-0.25622514547730973,0.3416330768333946,9.141925574667823
abrupt_change,0.85,rho_0_85,8009,0.0020666759408652924,-0.1190608160929143,-0.2228885328123289,0.3806050654760309,14.033896848018543
abrupt_change,0.85,rho_0_85,8010,-0.017240978447681576,-0.11608811412019637,-0.2418089491564861,0.2601942841659808,4.311570301074937
abrupt_change,0.85,rho_0_85,8011,0.008286598900215214,-0.1264225663026508,-0.18144235071733894,0.31243526606091043,-3.120697903153342
abrupt_change,0.85,rho_0_85,8012,0.09646496794375203,-0.05773466974852237,-0.2038800556781587,0.404665151020263,12.692042972684703
abrupt_change,0.85,rho_0_85,8013,0.05337578678290866,-0.1322368637597089,-0.24496664040519633,0.3848489003812112,2.961395175553662
abrupt_change,0.85,rho_0_85,8014,0.09099813575541649,-0.1180396248147142,-0.24934617994231145,0.44088351853775665,11.49018167838193
abrupt_change,0.85,rho_0_85,8015,0.01462050621922295,-0.1039383037374213,-0.24653219896998063,0.302268139329239,6.808880090329467
abrupt_change,0.85,rho_0_85,8016,0.13365974106668832,-0.0944073069233049,-0.23333791377430158,0.33439045891541674,-1.9051938729497238
abrupt_change,0.85,rho_0_85,8017,0.16406206616160535,-0.10289317558504152,-0.19238590543641698,0.35053654476188445,1.0993049957805567
abrupt_change,0.85,rho_0_85,8018,0.08378851206418769,-0.0759881161224838,-0.247727363490717,0.34725881657452584,5.352857025818707
abrupt_change,0.85,rho_0_85,8019,0.11540603118329462,-0.07041183480333757,-0.3206497870382117,0.3795382717726241,5.995503487918313
abrupt_change,0.85,rho_0_85,8020,0.06565684057527899,-0.06441847458038996,-0.23112501145891579,0.23810670304991888,0.409117877280039
abrupt_change,0.85,rho_0_85,8021,0.10925525503022793,-0.12585561787579902,-0.20830885251535353,0.24524066428037727,-0.7427589897323799
abrupt_change,0.85,rho_0_85,8022,0.0948762293014378,-0.08543371657456333,-0.2419132980387118,0.3708912634459578,7.599585548649912
abrupt_change,0.85,rho_0_85,8023,0.09355942176263321,-0.10682252961961414,-0.2490252065926658,0.3615317949485233,3.647085080909676
abrupt_change,0.85,rho_0_85,8024,0.10831809277177074,-0.13129875258875234,-0.2232169967061992,0.35981527779943523,3.1549826917655537
abrupt_change,0.85,rho_0_85,8025,0.08318993517141604,-0.09799121600197402,-0.22595555723076322,0.31734396049480784,12.255512995385772
abrupt_change,0.85,rho_0_85,8026,0.16658995206574612,-0.11379398216115622,-0.20058059710296505,0.4496207440315154,8.47105212559353
abrupt_change,0.85,rho_0_85,8027,0.10378643087049999,-0.0843804726126649,-0.24626725260032228,0.3880805954611253,8.770699147485686
abrupt_change,0.85,rho_0_85,8028,0.048459952313577026,-0.12085320282013967,-0.18905009082348012,0.3120965732435228,-5.292164838669663
abrupt_change,0.85,rho_0_85,8029,0.05328366545329488,-0.09255315142426035,-0.22121875137349767,0.3169695787367024,14.843988303927432
abrupt_change,0.93,rho_0_93,8000,0.08562699778067395,-0.05159351684092872,-0.2714545515757441,0.33883839757674705,11.118459423997876
abrupt_change,0.93,rho_0_93,8001,-0.08745496439568823,-0.13604037577928096,-0.23608352738637073,0.2712711394083853,8.894299126399119
abrupt_change,0.93,rho_0_93,8002,0.13665471945016328,-0.09708628161945754,-0.2858436541058778,0.46311364498263696,14.229543723878038
abrupt_change,0.93,rho_0_93,8003,0.11483481662330675,-0.10066156297889695,-0.2193381685344159,0.3492217232504977,12.858943450736547
abrupt_change,0.93,rho_0_93,8004,0.08322804860231425,-0.11293556211537314,-0.2009493418080045,0.13657094072619724,-0.789180788380861
abrupt_change,0.93,rho_0_93,8005,-0.02878294321465391,-0.06048709624879045,-0.3041904155266852,0.414110799914456,9.915223851525582
abrupt_change,0.93,rho_0_93,8006,0.12236460925536241,-0.08441440792967203,-0.21919156606884926,0.33342410963315894,16.947717871587997
abrupt_change,0.93,rho_0_93,8007,0.05909829226192065,-0.11110097467692892,-0.22136415228065165,0.313153578320879,6.553878523189951
