algorithm,seed,position_rmse,best_hypothesis_rmse,mean_truth_consistent_flock_weight,decision_loss,mean_decision_base_error,selection_rate,mixture_rate,abstention_rate,investigation_rate,wrong_mode_rate,wrong_mode_action_rate,mean_output_confidence,ambiguity_resolution_steps,agent_position_rmse,mean_nees,p95_nees,max_nees,coverage95_rate,rejoin_window_nees,mean_nis,information_gain,spatial_diversity,estimate_disagreement,mean_operational_agents,mean_delivery_ratio,mean_message_age,partition_active_rate,partition_selection_rate,mean_topology_components,mean_observer_component_size,mean_topology_visibility_fraction,mean_topology_live_support,mean_topology_retained_support,mean_topology_unknown_support,mean_topology_probation_agents,topology_rejoin_events,topology_merge_grace_rate,topology_epoch_changes,mean_duplicate_support_suppressed,topology_selection_blocked_rate,max_primary_support_jump,recovery_steps,messages,bytes_sent,mean_momentum,mean_momentum_change_score,mean_momentum_corroborating_agents,mean_momentum_biased_agents,momentum_fallback_rate,momentum_change_events,mean_hypothesis_flocks,multiflock_rate,mean_primary_flock_size,mean_primary_flock_weight,mean_alternative_flock_weight,mean_quarantined_agents,quarantine_rate,mean_suspected_bias_agents,mean_bias_estimate_norm,movement_distance,runtime_seconds,scenario,nees_calibration_error,coverage_calibration_error
flocking_topology_resilient,11022,3.163123747278965,0.707438876642456,0.5970052083333334,1.0182221905184758,0.6510346905184756,0.51875,0.0,0.48125,0.0625,0.0,0.0,0.34921875,78,0.7306222057694859,1.5979702966250835,4.21454731698284,6.317950679678475,0.9823660714285716,0.0,1.9517557248547341,3.6685188260746644,4.956662567257546,1.952191645006809,8.0,1.0,0.0,0.1875,0.0,1.50625,6.9,0.8625,6.190625,0.5158832133381119,0.226171875,0.0,0,0.18125,19,42.3375,0.18125,0.04166666666666674,,3363,645696,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.55,0.48125,5.50625,0.6686197916666666,0.10234375,0.01875,0.01875,0.2375,1.561775919973814,204.6816244533835,0.8875245838426054,flapping_reconnect,0.4020297033749165,0.03236607142857162
flocking_topology_resilient,11023,1.666410341669503,0.6426928758440706,0.6826822916666666,0.936271990441516,0.5743969904415159,0.525,0.0,0.475,0.05625,0.0,0.0,0.38125,140,0.6643448694506155,1.6604753457828676,4.50145343611055,6.51562454152334,0.9703125,0.0,1.9306019125768237,3.6967310366177224,4.901354539405267,1.8902178826168878,8.0,1.0,0.0,0.1875,0.0,1.50625,6.8375,0.8546875,6.281250000000001,0.5433675821084477,0.21484375,0.0,0,0.20625,22,43.18125,0.20625,0.04166666666666674,,3355,644160,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.9375,0.875,5.61875,0.6826822916666666,0.10091145833333333,0.0,0.0,0.0875,1.5343254240079918,167.3714351375342,0.9032074168790132,flapping_reconnect,0.3395246542171324,0.020312500000000067
flocking_topology_resilient,11024,1.8648820779679964,0.7157568584848969,0.68125,1.0548308710668877,0.6970183710668877,0.53125,0.0,0.46875,0.0625,0.046153846153846156,0.01875,0.3861979166666667,140,0.9970656793181835,3.790669980261432,4.239926060420464,165.25197790177765,0.946875,0.0,2.0416537363049967,3.687658922520176,4.986786491874953,1.8626018347440485,8.0,1.0,0.0,0.1875,0.0,1.44375,6.9625,0.8703125,6.401041666666667,0.5818610669566926,0.19986979166666666,0.0,0,0.19375,22,43.89375,0.19375,0.04166666666666674,,3370,647040,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.925,0.8625,5.64375,0.6859375,0.112890625,0.0,0.0,0.09375,1.5358615502361632,158.97380355599574,0.9441255829297006,flapping_reconnect,1.7906699802614319,0.0031249999999999334
flocking_topology_resilient,11025,3.166434598458695,0.6003679493909451,0.622265625,0.8947401955040627,0.5181776955040627,0.50625,0.0,0.49375,0.0625,0.5,0.00625,0.3286458333333333,79,0.6350743129303074,1.3244016798720986,4.042688804323106,10.228752608826245,0.9770833333333332,0.0,1.951961549941761,3.6845422528771343,5.000334948394512,1.9186023838463762,8.0,1.0,0.0,0.1875,0.0,1.46875,6.76875,0.84609375,6.09375,0.537188521818112,0.23828125,0.0,0,0.1375,18,42.1375,0.1375,0.06250000000000003,,3445,661440,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.5375,0.49375,5.5,0.6580729166666666,0.10234375,0.0,0.0,0.1375,1.5325441469793428,170.7472999675694,0.9271467910148203,flapping_reconnect,0.6755983201279014,0.027083333333333237
flocking_topology_resilient,11026,1.4886056663852967,0.6054194898940005,0.71640625,0.8889613613080283,0.5323988613080283,0.53125,0.0,0.46875,0.05,0.0,0.0,0.4502604166666666,140,0.6163571373843182,1.425666690503044,3.7040509638251295,7.451001537936361,0.98359375,0.0,1.855643880904644,3.6835551939011557,4.983784102021154,1.920212502259007,8.0,1.0,0.0,0.1875,0.0,1.54375,7.025,0.878125,6.551041666666667,0.7815607080906084,0.18111979166666667,0.0,0,0.1625,15,44.8875,0.1625,0.02083333333333337,,3449,662208,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.9625,0.875,5.81875,0.7177083333333333,0.101171875,0.00625,0.00625,0.09375,1.5630332182639783,165.68268924013555,0.9369589588604867,flapping_reconnect,0.574333309496956,0.03359375000000009
flocking_topology_resilient,11027,3.417159948296527,0.8737646506627612,0.5680989583333333,1.070482476292687,0.6979824762926871,0.5125,0.0,0.4875,0.06875,0.0,0.0,0.31171875,80,0.8978560711714959,1.5339082550594845,3.869071017419708,9.785725289254476,0.9697916666666668,0.0,2.0472769415908134,3.6891584939930824,4.933723259756097,1.936869936195368,8.0,1.0,0.0,0.1875,0.0,1.5375,6.63125,0.82890625,5.835416666666666,0.5937101133991801,0.27057291666666666,0.0,0,0.2,19,40.6375,0.2,0.06250000000000003,,3439,660288,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.55625,0.51875,5.4,0.642578125,0.08528645833333333,0.0125,0.0125,0.2125,1.5575375009764652,197.3412263063645,0.9018445000983775,flapping_reconnect,0.46609174494051553,0.019791666666666874
flocking_topology_resilient,11028,3.027648024603844,0.693663814981643,0.6317708333333334,0.9681820640344105,0.6103695640344105,0.53125,0.0,0.46875,0.0625,0.0,0.0,0.38828125,77,0.7014803114205252,1.5877526305323642,4.932619136068913,7.25317462004317,0.94921875,0.0,1.9398764682041203,3.697259607287169,4.901278351647225,1.8994950468756489,8.0,1.0,0.0,0.1875,0.0,1.4375,6.9625,0.8703125,6.4125,0.27004995274666665,0.1984375,0.0,0,0.19375,21,43.78125,0.19375,0.04166666666666674,,3365,646080,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.54375,0.48125,5.625,0.6833333333333333,0.116015625,0.00625,0.00625,0.08125,1.5339391873954176,151.68620930351872,0.9161470830440521,flapping_reconnect,0.41224736946763585,0.0007812499999999556
flocking_topology_resilient,11029,1.6821065209486148,0.6502904259572554,0.6483072916666667,0.9442002134282088,0.5876377134282087,0.53125,0.0,0.46875,0.05,0.0,0.0,0.32552083333333337,140,0.6524037404834564,1.6224899485380164,4.1760044773749305,8.085434215681898,0.98046875,0.0,1.9784411144759175,3.694449332376253,4.998798723628566,1.9191029878106254,8.0,1.0,0.0,0.1875,0.0,1.54375,6.7,0.8375,6.070833333333333,0.7094175311818084,0.24114583333333334,0.0,0,0.1625,17,42.1375,0.1625,0.06250000000000003,,3427,657984,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.94375,0.875,5.5,0.6570312500000001,0.09921875,0.0,0.0,0.09375,1.5356010502652737,154.62035118732592,0.9214654159732163,flapping_reconnect,0.3775100514619836,0.030468750000000044
flocking_robust_active,11000,2.1235503217729077,0.623757619103662,0.7614211309523808,0.8978245678830501,0.5540745678830501,0.55,0.0,0.45,0.0625,0.14285714285714285,0.00625,0.5535714285714286,77,0.6609513556656961,1.5991473618835375,3.960459067192989,12.36172025683733,0.9764880952380952,0.0,2.0851964236572615,3.7103380415730554,4.666552153314667,2.036889143329111,8.0,0.6455729166666666,0.0,0.0,0.0,1.0,8.0,1.0,7.89375,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,2479,475968,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.5,0.48125,6.00625,0.7622023809523808,0.23545386904761906,0.0,0.0,0.10625,1.5466037856210706,176.74424492092828,0.7894165001343936,false_split_dropout,0.40085263811646255,0.026488095238095255
flocking_robust_active,11001,2.366729142494125,0.6909376106506837,0.7640625,1.047972529366217,0.7182850293662171,0.56875,0.0,0.43125,0.0625,0.375,0.01875,0.56484375,75,1.1348872635419864,4.701256056933819,4.5746461591141365,199.96137909690572,0.95859375,0.0,1.8484193508585285,3.704065989326935,4.606642404312263,1.9793511255794822,8.0,0.6497395833333333,0.0,0.0,0.0,1.0,8.0,1.0,7.84375,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,,2495,479040,0.7199999999999999,0.0,0.0,0.0,0.0,0,1.48125,0.46875,5.98125,0.7665178571428571,0.23113839285714288,0.03125,0.03125,0.15,1.5324174823222179,141.07306949054242,0.7807315830141306,false_split_dropout,2.7012560569338193,0.008593750000000067
