seed,policy,dose,truth_mode,resolved,resolution_steps,selected_mode,wrong_selection,total_decision_loss,decision_cost,movement_cost,movement_distance,mean_discriminability,maximum_discriminability,final_truth_probability,final_entropy,trace_fingerprint,arm
7084,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,7a5c8d974d08038e9d795069ae83373fe5943056751112dca04f4ab2d6a1d1bc,passive
7085,passive,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,8f260e6716c4232abe2fedc834e60ac204f546976778f1da7d5c0b6009f1580e,passive
7086,passive,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,3b62a7d81631d8ea41dadb8fd9e3b3c0b4057b65167550cae0ef7ac2dd71d208,passive
7087,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,d78c574418b7bb127c2343f3e737ebf0fcf0b474958c122e549c1e139bc981e5,passive
7088,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,60b05794c973f29c523f49322abfc4c8a14fb10e76b7f10d298cc22081152fb0,passive
7089,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,f8daf6c1ac93b5638bbad1f1868c5db652c49b4ed04092c732d8075db275747d,passive
7090,passive,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,8e8da3268407d9fb1d0b88036453ba3956e6be66a9c4e413ee97aa121b10545c,passive
7091,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,4963b57f09810f728205a709231e07ca6c7590747f2a614458aa820b4ae75402,passive
7092,passive,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,5725f22b60563b6688ea6d4cd5e4cc7241cc440b37ae8cc33823e673cde3393a,passive
7093,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,0aff3346ad67ea8fe39a20630f817b336f08a097f8859834983f975447aa1eb0,passive
7094,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,51e7cf95e2714988a3c16f0ec2389c5986723cabaa2c9e5bbc90c43e9264fdae,passive
7095,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,0b1ebfc30fb474f058380db2fb3e0eef23a534eafebf5174dfa075a03669db22,passive
7096,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,3accfc8559fc7d0622ea74c4ff8980ae6f8e220da74a36cfc6ed30052531f5a3,passive
7097,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,bec5d39eccadb215f758ef80b74744b3795a93397dcd3796a25084b36eedc5a6,passive
7098,passive,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,8136f6476ea4b81dea48d7f72dd5ae3837ac204686b73c337c6251243be722d1,passive
7099,passive,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,b320c668918d2f163a56a21bae17f60b8f6552cc65f18109c8e14cab5457d227,passive
7000,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,a76d2bcc83aaf24c3330cfa6ada22f870ed2de78798ee7e79789155c75029191,round_robin_dose_0_00
7001,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,f158409907935d752ad29fc1cd1f891032221ca804bf52e8c8557e22ca6b7853,round_robin_dose_0_00
7002,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,3b2e2ee702a3daafb1acbab3f1b6e90be53f672dd02d46d259c08ceacfe57e9d,round_robin_dose_0_00
7003,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,f0bf7d0072b38c8d902e4f3fc2338f19e21e661ed2712c372464e51cde11d9bb,round_robin_dose_0_00
7004,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,3b38abd7fe5812de7751a8a7ecb654d33409d13c4dbce5547b8f03355e389f16,round_robin_dose_0_00
7005,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,42ba4619f622cb68282a915efa3ef7fffd1b919749eba1f255fb481c4a3da616,round_robin_dose_0_00
7006,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,c3cba007524531995bedacdd3942e2e6ef9957d884cd862f67d684b55146e5ec,round_robin_dose_0_00
7007,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,218510087a39c21b2a3467ac6ca15572708143e2ebc7949f2028457b303e380a,round_robin_dose_0_00
7008,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,e712857ee8250d25e5393cef5466739d80de79e05dfed7a90f17d6dafddd9585,round_robin_dose_0_00
7009,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,a21ffe0d12d931377bcd34cdc8da1317845c94810b0c35250154d3ae9a236c99,round_robin_dose_0_00
7010,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,c7fc8a33b82ee8c33711df9217458c61efaf94ae3eccc36a04596b7977baa039,round_robin_dose_0_00
7011,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,832cdb4f03863ffe893e03790537dd311d2d0f830057951d38c4ae198472b676,round_robin_dose_0_00
7012,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,cf894239d1f1ef12dae5ce3aded24f9d9543177646ef4c7edb81654421b92ccf,round_robin_dose_0_00
7013,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,a12f0d2045d28d8202f361251ad9c176e0b56e0526321461b6aa71db6529936f,round_robin_dose_0_00
7014,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,3c106d67b60f4657c6ba941ab8a18e6ef00fcc7740a4b11df21bcda10954a681,round_robin_dose_0_00
7015,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,8e025d77ddcedaec0e07fcde9c33b2d1c59b3deefdede91abdaa20497d2cb82d,round_robin_dose_0_00
7016,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,bd8ca2ec0b91050adf873dd806829563d98f1858c4806c5e331ae346a4abce74,round_robin_dose_0_00
7017,round_robin,0.0,1,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,8ebbfce8f9eaa46ccdd2195507ab67cadb86aa4af04422a2a5133c3d29db3af2,round_robin_dose_0_00
7018,round_robin,0.0,0,False,30,-1,False,6.000000000000003,6.000000000000003,0.0,0.0,0.0,0.0,0.5,0.6931471805599453,791ddea29406e021d3d3d2a880d2d93457a2f5b75304070437d6184270b2197b,round_robin_dose_0_00
