scenario,runs,baseline_decision_loss_mean,baseline_decision_loss_std,baseline_abstention_rate_mean,baseline_abstention_rate_std,baseline_wrong_mode_action_rate_mean,baseline_wrong_mode_action_rate_std,candidate_decision_loss_mean,candidate_decision_loss_std,candidate_position_rmse_mean,candidate_position_rmse_std,candidate_best_hypothesis_rmse_mean,candidate_best_hypothesis_rmse_std,candidate_selection_rate_mean,candidate_selection_rate_std,candidate_mixture_rate_mean,candidate_mixture_rate_std,candidate_abstention_rate_mean,candidate_abstention_rate_std,candidate_wrong_mode_action_rate_mean,candidate_wrong_mode_action_rate_std,candidate_mean_nees_mean,candidate_mean_nees_std,candidate_p95_nees_mean,candidate_p95_nees_std,candidate_coverage95_rate_mean,candidate_coverage95_rate_std,candidate_mean_residual_mass_mean,candidate_mean_residual_mass_std,candidate_max_residual_mass_mean,candidate_max_residual_mass_std,candidate_mean_model_residual_mass_mean,candidate_mean_model_residual_mass_std,candidate_mean_admission_residual_mass_mean,candidate_mean_admission_residual_mass_std,candidate_mean_model_nis_mean,candidate_mean_model_nis_std,candidate_mean_assignment_entropy_mean,candidate_mean_assignment_entropy_std,candidate_mean_measurement_eligible_agents_mean,candidate_mean_measurement_eligible_agents_std,candidate_mean_belief_admitted_agents_mean,candidate_mean_belief_admitted_agents_std,candidate_mean_belief_censored_measurement_agents_mean,candidate_mean_belief_censored_measurement_agents_std,candidate_belief_censoring_rate_mean,candidate_belief_censoring_rate_std,candidate_mean_robust_excluded_measurement_agents_mean,candidate_mean_robust_excluded_measurement_agents_std,candidate_mean_unreachable_measurement_agents_mean,candidate_mean_unreachable_measurement_agents_std,candidate_mean_covariance_floored_agents_mean,candidate_mean_covariance_floored_agents_std,candidate_mean_model_rejected_measurement_agents_mean,candidate_mean_model_rejected_measurement_agents_std,candidate_covariance_floor_rate_mean,candidate_covariance_floor_rate_std,candidate_mean_excluded_secondary_probability_mean,candidate_mean_excluded_secondary_probability_std,candidate_mean_unreachable_secondary_probability_mean,candidate_mean_unreachable_secondary_probability_std,baseline_mean_quarantined_agents_mean,baseline_mean_quarantined_agents_std,candidate_mean_quarantined_agents_mean,candidate_mean_quarantined_agents_std,baseline_quarantine_rate_mean,baseline_quarantine_rate_std,candidate_quarantine_rate_mean,candidate_quarantine_rate_std,motion_distance_difference_mean,motion_distance_difference_std,observer_loss_mean,observer_loss_std,global_loss_mean,global_loss_std,hindsight_floor_loss_mean,hindsight_floor_loss_std,runtime_seconds_mean,runtime_seconds_std,observer_regret_p95,observer_regret_max,observer_regret_over_0_20_rate
stable_control,300,0.2769185172080553,0.013790758999627947,0.0007083333333333334,0.0029788024252858547,0.0,0.0,0.27384737635584316,0.01360920685257157,0.3093445842788,0.014891422615691818,0.3093445842788,0.014891422615691818,0.9993333333333334,0.00276196890319609,0.0,0.0,0.0006666666666666668,0.002761968903196092,0.0,0.0,1.7425644443998127,0.16569603058577365,5.135718559526871,0.6423851874683532,0.9678958333333333,0.014997381137125976,0.012851915262630539,0.0019688566628823954,0.0564662737619751,0.029415558819310732,0.012851915262630537,0.0019688566628823963,0.0,0.0,1.9318711523826755,0.05559468762093723,0.1250000000000125,1.8403667218224675e-13,7.976333333333334,0.0367181456806062,7.859583333333333,0.05305591913778853,0.11674999999999999,0.03869162269363572,0.08135416666666667,0.027554200060466685,0.0,0.0,0.023666666666666666,0.03671814568060623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003145833333333334,0.006950313492130329,0.004666666666666666,0.012304442512993246,0.004666666666666666,0.012304442512993246,0.004541666666666666,0.011911056371661117,0.004541666666666666,0.011911056371661117,0.0,0.0,0.27334737635584316,0.013549862570652408,0.27286657619817334,0.013491981786150423,0.5792171000867637,0.03243214750571156,1.7174588652901972,0.02336975781986249,0.004687500000000011,0.018750000000000017,0.0
failure_only,300,0.32271016808857345,0.03336338165597621,0.006333333333333333,0.012437063783528473,0.0,0.0,0.293677832394108,0.015566561834384623,0.33105091745325155,0.016808238907938883,0.33105091745325155,0.016808238907938883,0.9979375,0.0053318275869223926,0.0,0.0,0.0020625,0.005331827586922393,0.0,0.0,1.7303702338152902,0.16468289932750071,5.094168948818493,0.6582454308339221,0.9685833333333335,0.01597437183602396,0.014149875419435584,0.002653257946024248,0.07069147131254577,0.03490677344151401,0.014149875419435581,0.002653257946024249,0.0,0.0,1.9253253347696087,0.05902254874984687,0.1250000000000125,1.8403667218224675e-13,7.087479166666665,0.04229884483417431,6.042666666666666,0.7158074718844135,1.0448125000000001,0.7204827239210875,0.44447916666666665,0.22609885509286765,0.0,0.0,0.03752083333333334,0.04229884483417432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005791666666666667,0.009910975257539267,0.7645624999999999,0.6781750490363212,0.7645624999999999,0.6781750490363212,0.3572083333333333,0.2610966821515654,0.3572083333333333,0.2610966821515654,0.0,0.0,0.292130957394108,0.015096368655191497,0.29121994491470543,0.015105527988711271,0.6134237901962118,0.1442822359685374,1.3976391134527513,0.12773253827413256,0.009375000000000022,0.02812500000000001,0.0
partition_only,300,0.37830859497231467,0.04694348841710131,0.0328125,0.03244837646811727,0.0,0.0,0.3750706965139324,0.04667103190416632,0.41106560316568025,0.04616200046054215,0.41106560316568025,0.04616200046054215,0.9673958333333333,0.03225653330679263,0.0,0.0,0.03260416666666666,0.03225653330679263,0.0,0.0,1.7189456773211957,0.1645649431623182,5.055057803648469,0.6545092811265935,0.9696041666666667,0.014645981507074066,0.023295429717928164,0.007082589860401755,0.16482790821520518,0.07063584422537698,0.023295429717928164,0.007082589860401755,0.0,0.0,1.8829205497978236,0.0848831351399107,0.1250000000000125,1.8403667218224675e-13,5.618270833333334,0.25203320007683955,5.542833333333333,0.25121101134747703,0.0754375,0.030202291062379136,0.06179166666666667,0.025526096396084972,0.0,0.0,2.3817291666666667,0.25203320007683955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43302083333333335,0.04991257547925395,0.004333333333333333,0.011999276598565803,0.004333333333333333,0.011999276598565803,0.0042291666666666675,0.011668359252220893,0.0042291666666666675,0.011668359252220893,0.0,0.0,0.35061757151393236,0.03236297376707735,0.27118784847475635,0.013466185558763858,0.6259968890751716,0.09019625646559054,1.4643006604211406,0.03174177574090703,0.07054687500000016,0.11718749999999994,0.0
asymmetric_partition,300,0.4079199898725626,0.05397705083588414,0.044750000000000005,0.03718674719125978,0.0,0.0,0.40526893363898303,0.054514619196286355,0.4403797834317235,0.053606296116347096,0.4403797834317235,0.053606296116347096,0.9549375,0.037353481124030904,0.0,0.0,0.045062500000000005,0.037353481124030904,0.0,0.0,1.7205989603560121,0.16850726992494094,5.084794759291875,0.6494868250538537,0.9691249999999999,0.015557855732715871,0.02598938273482332,0.0075984518387164305,0.186201808870658,0.07441752370463174,0.025989382734823315,0.007598451838716431,0.0,0.0,1.8672083466249922,0.08748856052947894,0.1250000000000125,1.8403667218224675e-13,5.3574166666666665,0.22755881413139964,5.288583333333333,0.22699491397875465,0.06883333333333333,0.029912952415671417,0.057645833333333334,0.026388613850905893,0.0,0.0,2.642583333333333,0.22755881413139964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4387708333333334,0.003396472332517306,0.004875,0.013460397158578444,0.004875,0.013460397158578444,0.004729166666666666,0.013026598723594565,0.004729166666666666,0.013026598723594565,0.0,0.0,0.3714720586389831,0.03736030802660054,0.27142454616417633,0.01348158838690778,0.6440096392450774,0.11040083815144937,1.4540745298432496,0.03483110261587328,0.08437500000000003,0.12656250000000008,0.0
failure_partition,300,0.41932830679471134,0.10086373251271813,0.03689583333333333,0.03547702577216541,0.0,0.0,0.37091772892670194,0.04167268261014797,0.4064383224990608,0.03709510621092655,0.4064383224990608,0.03709510621092655,0.9725,0.02868652413009751,0.0,0.0,0.0275,0.02868652413009751,0.0,0.0,1.714804499318427,0.16518806488724394,5.015895963933562,0.6437476131441584,0.9691875000000001,0.014682091202663646,0.022249365435836485,0.006692973848488524,0.1544568898218786,0.07192613283485287,0.022249365435836485,0.006692973848488525,0.0,0.0,1.8887897330331938,0.08083967775453658,0.1250000000000125,1.8403667218224675e-13,5.5053125,0.2619419290964125,4.692395833333333,0.5541607436243616,0.8129166666666666,0.5305395576412962,0.4091666666666667,0.2148990396028382,0.0,0.0,1.5571875,0.26194192909641256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050208333333334,0.10750326828042123,0.7650833333333333,0.6769163332511797,0.7650833333333333,0.6769163332511797,0.3568333333333334,0.263616027058717,0.3568333333333334,0.263616027058717,0.0,0.0,0.3502927289267019,0.027891624930500823,0.29080253939340384,0.015235839678408655,0.6681703076126192,0.23218461051639172,1.2331433819583617,0.10086338379848035,0.06117187500000003,0.10312500000000002,0.0
staggered_rejoin,300,0.3231566922217849,0.02384263468816503,0.005833333333333334,0.010120798167909265,0.0,0.0,0.31023089625641637,0.018745373964841397,0.34863092995092587,0.01987536185904655,0.34863092995092587,0.01987536185904655,0.9961249999999999,0.007761751842636215,0.0,0.0,0.0038750000000000004,0.007761751842636214,0.0,0.0,1.726599210096408,0.17785286388732302,5.0847313040309166,0.6798572609630797,0.9689583333333334,0.016573960919332335,0.015316032185514056,0.0032074915843105845,0.08318445848245795,0.04091685950132579,0.015316032185514056,0.0032074915843105845,0.0,0.0,1.9203253715898176,0.0640349278619471,0.1250000000000125,1.8403667218224675e-13,6.624916666666667,0.04116776314329243,5.874229166666667,0.3667865162793005,0.7506875000000001,0.36808191067852003,0.41297916666666673,0.15989385992267566,0.0,0.0,0.043833333333333335,0.04116776314329238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00804166666666667,0.011722411465033788,0.4698125000000001,0.36510706370700363,0.4698125000000001,0.36510706370700363,0.2782708333333333,0.2087178233268677,0.2782708333333333,0.2087178233268677,0.0,0.0,0.30732464625641637,0.017661203502363984,0.3061065462514518,0.017505594392860327,0.5951683267977751,0.15007506115080943,1.3467480949591846,0.05070884345360051,0.014062500000000033,0.03749999999999998,0.0
flapping_reconnect,300,0.3154129289716886,0.024782799908734426,0.010979166666666667,0.015742213132388837,0.0,0.0,0.31281652517135483,0.02523958295925207,0.3518733388419834,0.025334569642325257,0.3518733388419834,0.025334569642325257,0.9886458333333333,0.016076463882714453,0.0,0.0,0.011354166666666667,0.016076463882714453,0.0,0.0,1.7361130664604798,0.16616045595632253,5.130022015741817,0.6605596356713034,0.9680833333333332,0.015209417769556099,0.016873301198020853,0.004239829680596191,0.11307255178180502,0.06219013247880186,0.016873301198020853,0.004239829680596191,0.0,0.0,1.9084950876818971,0.06502589875278658,0.1250000000000125,1.8403667218224675e-13,6.933166666666666,0.12118436081258818,6.820770833333333,0.12206962913697612,0.11239583333333333,0.03785408640607892,0.0779375,0.026728598331188264,0.0,0.0,1.0668333333333333,0.12118436081258817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19347916666666665,0.024034579761367903,0.004625000000000001,0.012807265190768349,0.004625000000000001,0.012807265190768349,0.004458333333333334,0.012029405522394789,0.004458333333333334,0.012029405522394789,0.0,0.0,0.30430090017135486,0.01901048584381582,0.2724509557204621,0.01357080499566026,0.5916293484314773,0.03956066951211763,1.6118686686409638,0.018341642330844746,0.03281250000000002,0.06562500000000004,0.0
false_split_dropout,300,0.2832185465910213,0.015277953187499962,0.0022291666666666666,0.006195981840856397,0.0,0.0,0.28019469305200634,0.014934783768675394,0.31608919749300385,0.016285156180330686,0.31608919749300385,0.016285156180330686,0.9977500000000001,0.006303107699116896,0.0,0.0,0.0022500000000000003,0.006303107699116894,0.0,0.0,1.7433376721949443,0.1648373748272497,5.1217618768116635,0.6123330653017162,0.9681458333333334,0.014852559520350543,0.013770986414285546,0.002540170544942678,0.06942930613154408,0.03812788245507749,0.013770986414285542,0.0025401705449426782,0.0,0.0,1.9275064600264993,0.057417729168264584,0.1250321251933808,0.0003631364538190249,7.6555833333333325,0.1422084859360447,7.544854166666666,0.14340340311270705,0.11072916666666667,0.03926558320343091,0.07683333333333332,0.028155508144746544,0.0,0.0,0.3444166666666667,0.1422084859360447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05730267857142857,0.04730368540057546,0.004645833333333334,0.013449542407540198,0.004645833333333334,0.013449542407540198,0.004562500000000001,0.013244151618104246,0.004562500000000001,0.013244151618104246,0.0,0.0,0.27850719305200633,0.014390644233510577,0.2711422336541911,0.01338450337586325,0.575475302767356,0.03389209904574645,1.537806373324711,0.016701692668021396,0.014062499999999978,0.042187500000000044,0.0
admission_censoring_control,300,0.40516357434737016,0.042043674770512615,0.031124999999999996,0.030198734107022878,0.0,0.0,0.3391591480387848,0.028140854955488074,0.37488695376042236,0.02667850844321367,0.37488695376042236,0.02667850844321367,0.9816875,0.020089416004868504,0.0,0.0,0.018312500000000002,0.020089416004868504,0.0,0.0,1.711920678340796,0.17268201052432106,5.0636732470759735,0.6844507301888485,0.9689166666666668,0.015810509865979087,0.019801728724788817,0.005079522166624789,0.13696594069887832,0.06326571063651625,0.019801728724788817,0.005079522166624789,0.0,0.0,1.9072936670476621,0.06882436364564902,0.1250000000000125,1.8403667218224675e-13,5.995604166666667,0.25620289116435085,4.440520833333333,0.2254852743328757,1.5550833333333332,0.20269844528812306,0.6317500000000001,0.08277737462616219,0.0,0.0,1.4418958333333334,0.25620289116435085,0.00012500000000000003,0.0011342214657346834,0.0,0.0,0.00012500000000000003,0.0011342214657346834,0.0,0.0,0.24308333333333337,0.07702017682976903,0.12210416666666665,0.07946484143509981,0.12210416666666665,0.07946484143509981,0.06672916666666666,0.0719968502156325,0.06672916666666666,0.0719968502156325,0.0,0.0,0.32542665304310747,0.021128307280362947,0.28546654559930335,0.014562696213337398,0.6360661726008063,0.07738349875298343,1.1427014658623376,0.025339357678519053,0.04242187500000004,0.08437500000000003,0.0
unmodelled_count,300,0.8918414745241043,0.027992305003570715,0.49883333333333324,0.00879117297192031,0.0,0.0,0.8988705406026795,0.02363989162256992,0.6245028686365409,0.030808541154741406,0.6245028686365409,0.030808541154741406,0.49891666666666673,0.003969064401369951,0.0,0.0,0.5010833333333333,0.003969064401369947,0.0,0.0,7.339781706953888,0.7333684618660357,23.684289447209476,2.975257643598505,0.596875,0.02566054445382379,0.42765719905953453,0.0072348245238604844,0.9971565044132474,0.003606727005897223,0.42765719905953453,0.0072348245238604844,0.0,0.0,5.096152829917336,0.13831600003479141,0.12908360625367707,0.006651666512470913,7.9929999999999986,0.016487368902688315,7.745499999999999,0.07639883016120078,0.2475,0.07251975305620761,0.1493125,0.037609856448587164,0.0,0.0,0.007,0.016487368902688305,0.0,0.0,0.0018541666666666663,0.003962662106743676,0.0,0.0,0.0,0.0,0.0017291666678444222,0.004114833852634514,0.015020833333333332,0.02159100370460397,0.015020833333333332,0.02159100370460397,0.0129375,0.01795368027499283,0.0129375,0.01795368027499283,0.0,0.0,,,,,,,1.2745556365481268,0.019328548168693113,,,
