metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper,wins,ties,losses,scope,candidate,baseline
decision_loss,lower,2,0.5024420219421377,0.4993200555570164,0.003121966385121272,-0.010716238657314081,0.016960171427556625,1,0,1,asymmetric_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
movement_per_step,lower,2,0.8880581580040268,0.8550651543463612,0.0329930036576655,0.019278154806217418,0.04670785250911358,2,0,0,asymmetric_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
wrong_mode_action_rate,lower,2,0.0,0.0,0.0,0.0,0.0,0,2,0,asymmetric_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_nees,lower,2,1.808853030985524,1.8399334340931746,-0.03108040310765048,-0.0845736313420562,0.022412825126755243,1,0,1,asymmetric_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
coverage95_rate,higher,2,0.971875,0.9625,-0.009374999999999967,-0.012499999999999956,-0.006249999999999978,0,0,2,asymmetric_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0,0,2,0,asymmetric_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_topology_components,lower,2,2.078125,2.109375,-0.03125,-0.1312500000000001,0.06875000000000009,1,0,1,asymmetric_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
integrated_loss,lower,2,0.6356507456427416,0.6106023392816156,0.02504840636112604,0.013808706909540613,0.03628810581271147,2,0,0,asymmetric_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
decision_loss,lower,2,0.5024420219421377,0.4820908978532597,0.02035112408887796,0.00861206072603704,0.03209018745171888,2,0,0,asymmetric_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
movement_per_step,lower,2,0.8880581580040268,0.856742942855706,0.03131521514832075,0.027986122406617686,0.03464430789002382,2,0,0,asymmetric_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
