scenario,algorithm,runs,integrated_loss_mean,integrated_loss_std,decision_loss_mean,decision_loss_std,position_rmse_mean,position_rmse_std,movement_distance_mean,movement_distance_std,movement_per_step_mean,movement_per_step_std,wrong_mode_action_rate_mean,wrong_mode_action_rate_std,mean_nees_mean,mean_nees_std,p95_nees_mean,p95_nees_std,coverage95_rate_mean,coverage95_rate_std,mean_delivery_ratio_mean,mean_delivery_ratio_std,mean_topology_components_mean,mean_topology_components_std,mean_missing_evidence_residual_mass_mean,mean_missing_evidence_residual_mass_std,investigation_request_rate_mean,investigation_request_rate_std,investigation_residual_guard_rate_mean,investigation_residual_guard_rate_std,investigation_replan_rate_mean,investigation_replan_rate_std,investigation_active_motion_rate_mean,investigation_active_motion_rate_std,investigation_probe_rate_mean,investigation_probe_rate_std,mean_investigation_active_agents_mean,mean_investigation_active_agents_std,mean_investigation_mode_count_mean,mean_investigation_mode_count_std,investigation_planning_sequences_mean,investigation_planning_sequences_std,runtime_seconds_mean,runtime_seconds_std
asymmetric_partition,flocking_topology_admission_round_robin,2,0.6106023392816156,0.03878266743775588,0.4820908978532597,0.04838382587750806,0.4753299803916992,0.006261747042631494,137.07887085691294,10.241235669068992,0.856742942855706,0.06400772293168122,0.0,0.0,1.8357711775241503,0.02623142262479794,5.180531343643249,0.07677715866453871,0.965625,0.003124999999999989,1.0,0.0,2.0718750000000004,0.034375000000000044,0.04157655732606184,0.011130991322168037,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0125,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,1.8338834788883105,0.08243318798486143
asymmetric_partition,flocking_topology_admission_receding_voi,2,0.6275798287089706,0.06591779925949393,0.4993200555570164,0.07396109428278433,0.4807819828237505,0.005731413792972734,136.8104246954178,8.579514691509786,0.8550651543463612,0.05362196682193621,0.0,0.0,1.8399334340931746,0.029949089243020643,5.201085570543096,0.05886204457520394,0.9625,0.006249999999999978,1.0,0.0,2.109375,0.04062499999999991,0.044826603582083416,0.016557038236377355,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,1.8647149795433506,0.0811621454777196
failure_partition,flocking_topology_admission_posterior,2,0.5489139472102432,0.00280370796101137,0.41706930798795183,0.0069292858673067614,0.4357465665921306,0.02511111494865767,140.63428183711085,10.381860083539308,0.8789642614819428,0.06488662552212071,0.0,0.0,1.8364568118830045,0.15979818934884127,5.365059279149321,0.3909160759974428,0.965625,0.015625,1.0,0.0,1.640625,0.009374999999999911,0.028353593709959615,0.007107885165906663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2548662500921637,0.07082575000822544
failure_partition,flocking_topology_admission_round_robin,2,0.5787795762685806,0.01654100740517289,0.45089306494127734,0.025871940702781843,0.44726805303941075,0.02859234603849245,136.41227874912357,9.952995517449551,0.8525767421820223,0.06220622198405973,0.0,0.0,1.8811822315809454,0.17159199412654325,5.349638056418287,0.621863014954422,0.959375,0.009375000000000022,1.0,0.0,1.66875,0.012499999999999956,0.0340464338691036,0.012113278001877425,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0125,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,1.2645290835062042,0.06274895847309381
failure_partition,flocking_topology_admission_receding_voi,2,0.5552639425068633,0.00809892543993801,0.42788998344754414,0.017847792147707514,0.4346462962282097,0.023611350954717475,135.86555632994043,10.398791154954175,0.8491597270621278,0.0649924447184636,0.0,0.0,1.8233656245191514,0.1471362190544131,5.237835416898506,0.5093029744710194,0.965625,0.009374999999999967,1.0,0.0,1.66875,0.0,0.031485851133608536,0.009264786047452952,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,1.3347200204152614,0.06748206238262355
staggered_rejoin,flocking_topology_admission_posterior,2,0.4452211244636567,0.020486697187810404,0.3149549261076643,0.009955861960283086,0.35070802540702173,0.00926930430147957,138.9506115797252,11.232890909362467,0.8684413223732824,0.07020556818351542,0.0,0.0,1.8333012354869584,0.011540946506320537,5.455871190837698,0.1981035370850801,0.965625,0.009374999999999967,1.0,0.0,1.021875,0.003124999999999934,0.01695541681079584,0.0032843368175379303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5990727288881317,0.0210731039987877
staggered_rejoin,flocking_topology_admission_round_robin,2,0.44255249506688543,0.020566174425256684,0.31657843249709505,0.009523927354495726,0.3523643430893778,0.007715665835405977,134.37233340777647,11.778396875478371,0.8398270837986028,0.07361498047173981,0.0,0.0,1.8637628462795501,0.0024277184805139296,5.748288069626656,0.16072842677739452,0.95625,0.006250000000000033,1.0,0.0,1.021875,0.021874999999999978,0.017467777404194765,0.0027584660890982637,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0125,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,1.6130234580487013,0.016688874922692776
staggered_rejoin,flocking_topology_admission_receding_voi,2,0.4416340564242309,0.020343360167451557,0.3170643494069286,0.009270827041216817,0.3528110938366246,0.007307509050805128,132.8743541517892,11.810702001317061,0.8304647134486824,0.07381688750823162,0.0,0.0,1.8617873925055881,0.0019231259528442735,5.604412992964102,0.4068555111028722,0.95625,0.012500000000000011,1.0,0.0,1.025,0.025000000000000022,0.017306446823083847,0.0029066421984550277,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,1.666091146063991,0.022342103882692754
flapping_reconnect,flocking_topology_admission_posterior,2,0.46211965110336656,0.009633911277798834,0.32636284885681205,0.002945816966627157,0.36099867224856386,0.010358135119835715,144.80725572965815,7.133967265249809,0.9050453483103635,0.044587295407811256,0.0,0.0,1.8602214489590319,0.046419550412336585,5.393060125672247,0.03925657686023509,0.9593750000000001,0.003124999999999989,1.0,0.0,1.46875,0.006250000000000089,0.017812496480539588,0.00025925621702901566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9582617704290897,0.014055979438126087
flapping_reconnect,flocking_topology_admission_round_robin,2,0.45455555294372374,0.01812374826730931,0.3234568475044737,0.010301049556912134,0.361017029931867,0.015996156987937854,139.83861913520013,8.344211957756997,0.8739913695950008,0.05215132473598122,0.0,0.0,1.8289393759063008,0.03404391815636365,5.43593950621214,0.08501428330003913,0.9625,0.0,1.0,0.0,1.4874999999999998,0.006249999999999978,0.019586810294423655,0.0005593910320671035,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0125,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,1.9880874374648556,0.0014250626554712653
