robot,arm,window,start_time,end_time,position_rmse,mean_nees,p95_nees,coverage95_rate,update_rate,maximum_landmarks_used,outage_fraction,outage_rmse,mean_topology_components,mean_topology_edges,minimum_topology_components,maximum_topology_components,mean_clock_alignment_error,runtime_seconds,finite
3,bounded_constant_velocity,10,1248272875.518,1248272935.018,0.2489020698351893,2.8390679103909062,10.365536954034003,0.8333333333333334,0.6916666666666667,2.0,0.14166666666666666,0.056484129474340276,2.9,2.566666666666667,2,4,0.1889457583427429,0.02654836283181794,True
3,bounded_constant_velocity,11,1248272935.518,1248272995.018,0.17928126008594272,1.4477555867818381,5.86346979866771,0.9583333333333334,0.6833333333333333,2.0,0.0,0.0,2.525,3.191666666666667,1,5,0.23760404686133066,0.02654836283181794,True
3,bounded_constant_velocity,12,1248272995.518,1248273055.018,0.2477447787337275,2.423080498897103,8.077892235001475,0.9,0.9583333333333334,2.0,0.0,0.0,2.6166666666666667,2.975,1,5,0.27091655830542244,0.02654836283181794,True
3,bounded_constant_velocity,13,1248273055.518,1248273115.018,0.2505307852120623,1.6015743051866826,6.283426718322024,0.9333333333333333,0.36666666666666664,2.0,0.3,0.23229306633686597,2.875,2.925,1,5,0.15099993447462717,0.02654836283181794,True
3,bounded_constant_velocity,14,1248273115.518,1248273175.018,0.4786769999839438,3.6809331540365635,12.323044418679114,0.8583333333333333,0.425,2.0,0.35,0.6351160882510315,2.1666666666666665,3.3333333333333335,1,4,0.13073744475841523,0.02654836283181794,True
3,bounded_constant_velocity,15,1248273175.518,1248273235.018,0.20060663057809366,1.6635040065803706,4.886249335838494,0.9666666666666667,0.925,2.0,0.0,0.0,3.275,1.7333333333333334,1,5,0.2615623831748962,0.02654836283181794,True
3,bounded_constant_velocity,16,1248273235.518,1248273295.018,0.25552781584371953,2.2408116044853275,11.387514221429987,0.8916666666666667,0.5416666666666666,2.0,0.075,0.21978727207732005,2.4916666666666667,3.058333333333333,1,5,0.204808247089386,0.02654836283181794,True
3,bounded_constant_velocity,17,1248273295.518,1248273355.018,0.253007440699897,3.644703819078965,12.540616501712819,0.8,0.7666666666666667,2.0,0.0,0.0,2.1166666666666667,4.658333333333333,1,3,0.23942490220069884,0.02654836283181794,True
3,bounded_constant_velocity,18,1248273355.518,1248273415.018,0.1979235666908356,1.858505174466844,5.260236330620517,0.9583333333333334,0.875,2.0,0.0,0.0,2.033333333333333,4.258333333333334,1,5,0.23113322953383128,0.02654836283181794,True
3,bounded_constant_velocity,19,1248273415.518,1248273475.018,0.22686316739831713,3.2940093915066555,9.342818350622828,0.8416666666666667,0.9583333333333334,2.0,0.0,0.0,2.375,3.058333333333333,1,5,0.2505623896916707,0.02654836283181794,True
3,bounded_constant_velocity,20,1248273475.518,1248273535.018,0.2733714969696775,3.84877210791204,12.150315467247315,0.8,0.8916666666666667,2.0,0.0,0.0,2.1166666666666667,3.3583333333333334,1,4,0.23903323809305826,0.02654836283181794,True
3,bounded_constant_velocity,21,1248273535.518,1248273595.018,0.3639808731917596,2.41620377493293,10.089992519292688,0.9166666666666666,0.6166666666666667,2.0,0.21666666666666667,0.4775748502849701,2.841666666666667,2.6083333333333334,1,5,0.17371660073598225,0.02654836283181794,True
3,bounded_constant_velocity,22,1248273595.518,1248273655.018,0.1666662206389243,1.9520223191137092,5.2274917319906065,0.9666666666666667,1.0,2.0,0.0,0.0,3.2,1.8,1,5,0.26254571974277496,0.02654836283181794,True
3,bounded_constant_velocity,23,1248273655.518,1248273715.018,0.5584241316947258,7.181790617457635,21.037221235636864,0.5666666666666667,0.8666666666666667,2.0,0.0,0.0,2.1166666666666667,3.55,1,4,0.2271624058485031,0.02654836283181794,True
4,bounded_constant_velocity,0,1248272275.518,1248272335.018,0.22257846357561745,1.3371227984160081,3.5797855886000227,0.9916666666666667,0.4083333333333333,2.0,0.2,0.2933244368684175,2.125,3.9916666666666667,1,4,0.13644577364126842,0.02393520833963218,True
4,bounded_constant_velocity,1,1248272335.518,1248272395.018,0.1980496404171707,0.9319035332231955,2.7253494792096884,1.0,0.4583333333333333,2.0,0.325,0.2857508627193902,3.033333333333333,2.3,2,5,0.11190411448478699,0.02393520833963218,True
4,bounded_constant_velocity,2,1248272395.518,1248272455.018,0.2283180376029245,1.674571054207252,5.356689839598534,0.9583333333333334,0.525,2.0,0.08333333333333333,0.14007212923153778,2.175,3.95,1,5,0.15894158879915873,0.02393520833963218,True
4,bounded_constant_velocity,3,1248272455.518,1248272515.018,0.2483377723361005,1.3437796958852042,3.829682159813819,0.9833333333333333,0.48333333333333334,2.0,0.14166666666666666,0.11717886898321182,2.05,3.841666666666667,1,4,0.15555409987767538,0.02393520833963218,True
4,bounded_constant_velocity,4,1248272515.518,1248272575.018,0.31186442291658895,1.0673297475782337,2.664345103209348,1.0,0.3,2.0,0.375,0.35018155715823024,2.65,2.9166666666666665,1,5,0.07738746404647827,0.02393520833963218,True
4,bounded_constant_velocity,5,1248272575.518,1248272635.018,0.38367348842174737,5.2547915349033305,26.861682034611412,0.8,0.38333333333333336,2.0,0.18333333333333332,0.22162692165697917,2.65,2.6,1,5,0.08374162713686625,0.02393520833963218,True
4,bounded_constant_velocity,6,1248272635.518,1248272695.018,0.4967170045504007,5.7432825057009875,16.893000429115467,0.5833333333333334,0.675,2.0,0.15,0.16661521165563922,2.9916666666666667,2.1666666666666665,1,5,0.19274991949399312,0.02393520833963218,True
4,bounded_constant_velocity,7,1248272695.518,1248272755.018,0.44194621071261464,4.812514869330986,12.915407543838226,0.6666666666666666,0.5666666666666667,2.0,0.13333333333333333,0.3937257931131434,2.7,2.8833333333333333,1,5,0.19909159044424693,0.02393520833963218,True
4,bounded_constant_velocity,8,1248272755.518,1248272815.018,0.48921951859047375,5.187766032351779,14.048841268277913,0.675,0.6666666666666666,2.0,0.0,0.0,2.066666666666667,3.8916666666666666,1,3,0.2169957399368286,0.02393520833963218,True
4,bounded_constant_velocity,9,1248272815.518,1248272875.018,0.36159512486029,2.4401659331446073,4.932178852018724,0.975,0.55,2.0,0.15833333333333333,0.20232268885255325,2.683333333333333,3.058333333333333,1,5,0.15021244585514068,0.02393520833963218,True
4,bounded_constant_velocity,10,1248272875.518,1248272935.018,0.18578501639862455,0.8013163718469296,2.711772337748891,1.0,0.25833333333333336,2.0,0.21666666666666667,0.22223104133870603,2.9,2.566666666666667,2,4,0.12158744335174561,0.02393520833963218,True
4,bounded_constant_velocity,11,1248272935.518,1248272995.018,0.4308188139098059,1.074093598988209,2.5772099401959006,1.0,0.06666666666666667,2.0,0.85,0.4554088297824493,2.525,3.191666666666667,1,5,0.017574992775917054,0.02393520833963218,True
4,bounded_constant_velocity,12,1248272995.518,1248273055.018,0.2709760375270878,2.739976199578724,7.143347186577258,0.925,0.6916666666666667,2.0,0.0,0.0,2.6166666666666667,2.975,1,5,0.20898741483688354,0.02393520833963218,True
4,bounded_constant_velocity,13,1248273055.518,1248273115.018,0.2872517154020149,2.87370267892008,10.336548630656676,0.8666666666666667,0.5833333333333334,2.0,0.14166666666666666,0.27381155038658456,2.875,2.925,1,5,0.15960409641265869,0.02393520833963218,True
4,bounded_constant_velocity,14,1248273115.518,1248273175.018,0.236177678988121,0.9847455600879808,3.0350098573462607,1.0,0.24166666666666667,2.0,0.4083333333333333,0.23309393491935057,2.1666666666666665,3.3333333333333335,1,4,0.055529136459032694,0.02393520833963218,True
4,bounded_constant_velocity,15,1248273175.518,1248273235.018,0.6819341448706348,7.216414955271373,16.894479719234702,0.475,0.875,2.0,0.0,0.0,3.275,1.7333333333333334,1,5,0.23698323865731558,0.02393520833963218,True
4,bounded_constant_velocity,16,1248273235.518,1248273295.018,0.4060439758451021,2.526610635573513,6.884123941907236,0.9333333333333333,0.44166666666666665,2.0,0.2833333333333333,0.3361062914003062,2.4916666666666667,3.058333333333333,1,5,0.10817494889100393,0.02393520833963218,True
4,bounded_constant_velocity,17,1248273295.518,1248273355.018,0.15835593389643235,1.087414727076925,3.2014247217873244,1.0,0.775,2.0,0.03333333333333333,0.16566208349207517,2.1166666666666667,4.658333333333333,1,3,0.1954707423845927,0.02393520833963218,True
4,bounded_constant_velocity,18,1248273355.518,1248273415.018,0.42177522031316317,3.7387742494154725,14.472085260625775,0.8583333333333333,0.39166666666666666,2.0,0.19166666666666668,0.4792803666899238,2.033333333333333,4.258333333333334,1,5,0.16189993619918824,0.02393520833963218,True
4,bounded_constant_velocity,19,1248273415.518,1248273475.018,0.22089095831460592,1.3259935563578675,4.0715210000559505,0.9916666666666667,0.6,2.0,0.008333333333333333,0.31000729864684046,2.375,3.058333333333333,1,5,0.1908249169588089,0.02393520833963218,True
4,bounded_constant_velocity,20,1248273475.518,1248273535.018,0.533712281464338,0.9657411798191068,1.8665563661917084,1.0,0.025,1.0,0.8916666666666667,0.5555077554776627,2.1166666666666667,3.3583333333333334,1,4,0.006991664568583171,0.02393520833963218,True
4,bounded_constant_velocity,21,1248273535.518,1248273595.018,0.4747416423591122,1.8908108512784116,8.089381296507792,0.9,0.30833333333333335,2.0,0.0,0.0,2.841666666666667,2.6083333333333334,1,5,0.22691240906715393,0.02393520833963218,True
4,bounded_constant_velocity,22,1248273595.518,1248273655.018,0.8820699760445633,0.9713120115336921,1.2479814999160637,1.0,0.0,0.0,0.95,0.8952004879122186,3.2,1.8,1,5,0.0,0.02393520833963218,True
4,bounded_constant_velocity,23,1248273655.518,1248273715.018,0.69072059358814,4.639735533824719,8.920997816233207,0.55,0.6666666666666666,2.0,0.25833333333333336,1.205232957413279,2.1166666666666667,3.55,1,4,0.17360825935999552,0.02393520833963218,True
5,bounded_constant_velocity,0,1248272275.518,1248272335.018,0.43948147006465355,4.185693900674666,13.638179142317131,0.8166666666666667,0.2916666666666667,2.0,0.5333333333333333,0.2015363157092199,2.125,3.9916666666666667,1,4,0.08328746557235718,0.023495024293273065,True
5,bounded_constant_velocity,1,1248272335.518,1248272395.018,0.18444895024357974,1.2295944778828682,3.7082636422095208,0.9916666666666667,0.7,2.0,0.0,0.0,3.033333333333333,2.3,2,5,0.24825406372547149,0.023495024293273065,True
5,bounded_constant_velocity,2,1248272395.518,1248272455.018,0.1975948952483202,1.6620696208168857,3.7906860348008626,0.9916666666666667,0.7833333333333333,2.0,0.05,0.27946678025652555,2.175,3.95,1,5,0.21187491118907928,0.023495024293273065,True
5,bounded_constant_velocity,3,1248272455.518,1248272515.018,0.18532112424369457,2.2674478779867457,4.714484095026767,0.9666666666666667,0.8833333333333333,2.0,0.0,0.0,2.05,3.841666666666667,1,4,0.2518040428558985,0.023495024293273065,True
5,bounded_constant_velocity,4,1248272515.518,1248272575.018,0.16720458808960134,1.6408417550178502,4.558816039495253,0.9833333333333333,0.9916666666666667,2.0,0.0,0.0,2.65,2.9166666666666665,1,5,0.2612040589253108,0.023495024293273065,True
5,bounded_constant_velocity,5,1248272575.518,1248272635.018,0.39083542910781055,4.210732952918841,13.607702218372946,0.775,0.48333333333333334,2.0,0.0,0.0,2.65,2.6,1,5,0.23131239811579388,0.023495024293273065,True
5,bounded_constant_velocity,6,1248272635.518,1248272695.018,0.2132304597703769,1.9465465294861266,6.350804651590714,0.9416666666666667,0.6166666666666667,2.0,0.1,0.22226390401339932,2.9916666666666667,2.1666666666666665,1,5,0.19436240593592327,0.023495024293273065,True
5,bounded_constant_velocity,7,1248272695.518,1248272755.018,0.18071013236558525,1.6775136650321694,5.424920298942771,0.9666666666666667,0.7333333333333333,2.0,0.0,0.0,2.7,2.8833333333333333,1,5,0.24208739002545673,0.023495024293273065,True
5,bounded_constant_velocity,8,1248272755.518,1248272815.018,0.19521942531938255,3.322726550356551,16.882812703137112,0.8166666666666667,0.6333333333333333,2.0,0.13333333333333333,0.1777310525083932,2.066666666666667,3.8916666666666666,1,3,0.19875408311684925,0.023495024293273065,True
5,bounded_constant_velocity,9,1248272815.518,1248272875.018,0.3435395463832762,2.828767436324353,12.439763559276635,0.8166666666666667,0.325,2.0,0.48333333333333334,0.3179041644053386,2.683333333333333,3.058333333333333,1,5,0.09303329288959503,0.023495024293273065,True
5,bounded_constant_velocity,10,1248272875.518,1248272935.018,0.30960354197951695,4.138612423038799,20.161857900261566,0.8,0.7333333333333333,2.0,0.125,0.23196908500100188,2.9,2.566666666666667,2,4,0.22037074267864226,0.023495024293273065,True
5,bounded_constant_velocity,11,1248272935.518,1248272995.018,0.24788638375825908,3.9926240626046305,11.530195114942192,0.8666666666666667,0.75,2.0,0.0,0.0,2.525,3.191666666666667,1,5,0.2019540766874949,0.023495024293273065,True
5,bounded_constant_velocity,12,1248272995.518,1248273055.018,0.27791814248214847,2.9843544752143356,9.599673847482318,0.9166666666666666,0.6,2.0,0.0,0.0,2.6166666666666667,2.975,1,5,0.22148324052492777,0.023495024293273065,True
5,bounded_constant_velocity,13,1248273055.518,1248273115.018,0.29227322715272847,2.8855961188480914,18.277406453280935,0.9166666666666666,0.625,2.0,0.2916666666666667,0.27949626961599977,2.875,2.925,1,5,0.17114992439746857,0.023495024293273065,True
5,bounded_constant_velocity,14,1248273115.518,1248273175.018,0.17229387415346675,1.7032372880504763,2.9279379506934395,0.975,0.8333333333333334,2.0,0.09166666666666666,0.17794719996464747,2.1666666666666665,3.3333333333333335,1,4,0.22139990826447806,0.023495024293273065,True
5,bounded_constant_velocity,15,1248273175.518,1248273235.018,0.39119751270941167,5.757560654107595,18.612803334090355,0.6666666666666666,0.875,2.0,0.0,0.0,3.275,1.7333333333333334,1,5,0.2337040623029073,0.023495024293273065,True
5,bounded_constant_velocity,16,1248273235.518,1248273295.018,0.7205110916728467,15.448896102779413,38.954711062719745,0.38333333333333336,0.7083333333333334,2.0,0.125,0.8120743221910153,2.4916666666666667,3.058333333333333,1,5,0.20164159138997395,0.023495024293273065,True
5,bounded_constant_velocity,17,1248273295.518,1248273355.018,0.2201732368005845,1.4672750034049986,5.336303781501954,0.9583333333333334,0.575,2.0,0.26666666666666666,0.2563671512171001,2.1166666666666667,4.658333333333333,1,3,0.15663743416468304,0.023495024293273065,True
5,bounded_constant_velocity,18,1248273355.518,1248273415.018,0.2803319910417316,2.667150217977259,10.054947942740647,0.8916666666666667,0.7416666666666667,2.0,0.0,0.0,2.033333333333333,4.258333333333334,1,5,0.26275823016961414,0.023495024293273065,True
5,bounded_constant_velocity,19,1248273415.518,1248273475.018,0.22537156474635306,1.878607902749864,7.529815261857047,0.9333333333333333,0.675,2.0,0.0,0.0,2.375,3.058333333333333,1,5,0.2065124084552129,0.023495024293273065,True
5,bounded_constant_velocity,20,1248273475.518,1248273535.018,0.25926631914651127,0.7939335213130129,3.7330509151975155,1.0,0.35,2.0,0.5416666666666666,0.2931068456290876,2.1166666666666667,3.3583333333333334,1,4,0.08714162011941275,0.023495024293273065,True
5,bounded_constant_velocity,21,1248273535.518,1248273595.018,0.31013089960411,2.689396475144684,7.6830239922171035,0.9083333333333333,0.5916666666666667,2.0,0.21666666666666667,0.18607308701507166,2.841666666666667,2.6083333333333334,1,5,0.18380825916926066,0.023495024293273065,True
5,bounded_constant_velocity,22,1248273595.518,1248273655.018,0.6279029919569142,9.333526212588719,27.0349767900839,0.38333333333333336,1.0,2.0,0.0,0.0,3.2,1.8,1,5,0.26573738853136697,0.023495024293273065,True
5,bounded_constant_velocity,23,1248273655.518,1248273715.018,0.1912519539907076,0.6248163615086864,0.8197019422115054,1.0,1.0,2.0,0.0,0.0,2.1166666666666667,3.55,1,4,0.27283738752206166,0.023495024293273065,True
1,bounded_measured_acceleration,0,1248272275.518,1248272335.018,0.15400543481741494,0.6414080280738443,1.2122706459086179,1.0,0.39166666666666666,2.0,0.0,0.0,2.125,3.9916666666666667,1,4,0.15900409519672393,0.024512515626459692,True
1,bounded_measured_acceleration,1,1248272335.518,1248272395.018,0.09844353036011542,0.5932175092462093,1.444997399673322,1.0,0.675,2.0,0.0,0.0,3.033333333333333,2.3,2,5,0.15334575374921164,0.024512515626459692,True
1,bounded_measured_acceleration,2,1248272395.518,1248272455.018,0.31393031144517175,1.0735931187207568,3.7828822892089375,0.9916666666666667,0.175,2.0,0.525,0.17052861331481772,2.175,3.95,1,5,0.11637078921000163,0.024512515626459692,True
1,bounded_measured_acceleration,3,1248272455.518,1248272515.018,0.19683024434768323,1.499009994070962,4.443418714826745,1.0,0.6916666666666667,2.0,0.0,0.0,2.05,3.841666666666667,1,4,0.24151656826337178,0.024512515626459692,True
1,bounded_measured_acceleration,4,1248272515.518,1248272575.018,0.3112514758678305,3.1161608608979283,10.317996555318048,0.7416666666666667,0.925,2.0,0.0,0.0,2.65,2.9166666666666665,1,5,0.23941656053066254,0.024512515626459692,True
1,bounded_measured_acceleration,5,1248272575.518,1248272635.018,0.4223818306874943,3.7502197698206667,16.01699226562948,0.7833333333333333,0.6,2.0,0.03333333333333333,0.1904034288285506,2.65,2.6,1,5,0.21442491114139556,0.024512515626459692,True
1,bounded_measured_acceleration,6,1248272635.518,1248272695.018,2.903438675530476,255.6589935599198,1049.5801239564548,0.25,0.23333333333333334,2.0,0.05,1.1993638556133983,2.9916666666666667,2.1666666666666665,1,5,0.20466242134571075,0.024512515626459692,True
1,bounded_measured_acceleration,7,1248272695.518,1248272755.018,1.4184402728514487,76.9190389717272,342.9232687448428,0.45,0.35833333333333334,2.0,0.475,1.0540253295385855,2.7,2.8833333333333333,1,5,0.08584995766480764,0.024512515626459692,True
1,bounded_measured_acceleration,8,1248272755.518,1248272815.018,0.20375365683889762,0.5352145040939746,1.9531159096640898,1.0,0.35833333333333334,2.0,0.31666666666666665,0.25499975355003845,2.066666666666667,3.8916666666666666,1,3,0.09082495470841725,0.024512515626459692,True
1,bounded_measured_acceleration,9,1248272815.518,1248272875.018,0.256556117439972,0.8650249801450958,2.0572146040517794,1.0,0.4583333333333333,2.0,0.18333333333333332,0.26363384152339053,2.683333333333333,3.058333333333333,1,5,0.1564457654953003,0.024512515626459692,True
1,bounded_measured_acceleration,10,1248272875.518,1248272935.018,0.3362879545259022,2.1309141175372224,13.419907427331122,0.8666666666666667,0.2833333333333333,2.0,0.3,0.20485338911721995,2.9,2.566666666666667,2,4,0.13857077757517497,0.024512515626459692,True
1,bounded_measured_acceleration,11,1248272935.518,1248272995.018,0.4127019331891233,3.4239913645364584,9.294053330006847,0.7916666666666666,0.7083333333333334,2.0,0.0,0.0,2.525,3.191666666666667,1,5,0.24722073177496592,0.024512515626459692,True
1,bounded_measured_acceleration,12,1248272995.518,1248273055.018,0.2862028141550163,3.0232197588430183,6.562866061684863,0.9166666666666666,0.8833333333333333,2.0,0.0,0.0,2.6166666666666667,2.975,1,5,0.23692073325316113,0.024512515626459692,True
1,bounded_measured_acceleration,13,1248273055.518,1248273115.018,0.11082572930745947,0.5189156013128277,1.5316795608070755,1.0,0.6333333333333333,2.0,0.1,0.11923112602010834,2.875,2.925,1,5,0.16844160159428914,0.024512515626459692,True
1,bounded_measured_acceleration,14,1248273115.518,1248273175.018,0.1366861512059926,0.3353455065785198,1.1512540018477615,1.0,0.5416666666666666,2.0,0.1,0.20300715591881474,2.1666666666666665,3.3333333333333335,1,4,0.2024249146382014,0.024512515626459692,True
1,bounded_measured_acceleration,15,1248273175.518,1248273235.018,0.24676154997426308,0.56248582463752,1.406944764259317,1.0,0.5,2.0,0.3333333333333333,0.3915933632534841,3.275,1.7333333333333334,1,5,0.1322124401728312,0.024512515626459692,True
1,bounded_measured_acceleration,16,1248273235.518,1248273295.018,0.34395024230231436,3.076375793445222,15.592157313466952,0.7916666666666666,0.4166666666666667,2.0,0.49166666666666664,0.1174385011187834,2.4916666666666667,3.058333333333333,1,5,0.11717911660671235,0.024512515626459692,True
1,bounded_measured_acceleration,17,1248273295.518,1248273355.018,0.16767379962266593,1.1202232711634024,2.7202890452507194,0.975,0.75,2.0,0.041666666666666664,0.18051967703811447,2.1166666666666667,4.658333333333333,1,3,0.19559575617313385,0.024512515626459692,True
1,bounded_measured_acceleration,18,1248273355.518,1248273415.018,0.20243694521251884,1.7614369699992722,6.441670104345818,0.9333333333333333,0.8916666666666667,2.0,0.0,0.0,2.033333333333333,4.258333333333334,1,5,0.2322623978058497,0.024512515626459692,True
